from,to,pais_origen,pais_destino
https://es.wikipedia.org/wiki/David_Alfaro_Siqueiros,https://es.wikipedia.org/wiki/Blanca_Luz_Brum,peru,uruguay
https://es.wikipedia.org/wiki/David_de_Tezanos_Pinto,https://es.wikipedia.org/wiki/C%C3%A9sar_de_Tezanos_Pinto,chile,argentina
https://es.wikipedia.org/wiki/David_de_Tezanos_Pinto,https://es.wikipedia.org/wiki/Manuel_de_Tezanos_Pinto_(constituyente,chile,argentina
https://es.wikipedia.org/wiki/Delia_del_Carril,https://es.wikipedia.org/wiki/Pablo_Neruda,argentina,chile
https://es.wikipedia.org/wiki/Diego_Portales,https://es.wikipedia.org/wiki/Constanza_de_Nordenflycht,chile,peru
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Amenodoro_Urdaneta,venezuela,colombia
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Ignacio_Vargas,venezuela,colombia
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Luciano_Urdaneta_Vargas,colombia,venezuela
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Rafael_Guillermo_Urdaneta_Vargas,colombia,venezuela
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Rafael_Urdaneta,colombia,venezuela
https://es.wikipedia.org/wiki/Domingo_Caycedo,https://es.wikipedia.org/wiki/Luis_Caycedo_y_Fl%C3%B3rez,ecuador,colombia
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Bustamante,https://es.wikipedia.org/wiki/Aurora_L%C3%B3pez_P%C3%A9rez,colombia,venezuela
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Bustamante,https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,colombia,venezuela
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,https://es.wikipedia.org/wiki/Carlos_L%C3%B3pez_Bustamante,colombia,venezuela
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Bustamante,colombia,venezuela
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,https://es.wikipedia.org/wiki/Enrique_L%C3%B3pez_Bustamante,colombia,venezuela
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,https://es.wikipedia.org/wiki/Teresa_L%C3%B3pez_Bustamante,colombia,venezuela
https://es.wikipedia.org/wiki/Elisa_Alicia_Lynch,https://es.wikipedia.org/wiki/Francisco_Solano_L%C3%B3pez,argentina,paraguay
https://es.wikipedia.org/wiki/Elisa_Alicia_Lynch,https://es.wikipedia.org/wiki/Juan_Francisco_L%C3%B3pez,argentina,paraguay
https://es.wikipedia.org/wiki/Emiliano_Zurita,https://es.wikipedia.org/wiki/Christian_Bach,mexico,argentina
https://es.wikipedia.org/wiki/Enrique_Checa_Eguiguren,https://es.wikipedia.org/wiki/Miguel_Checa_y_Checa,ecuador,peru
https://es.wikipedia.org/wiki/Enrique_Iglesias,https://es.wikipedia.org/wiki/Anna_Kournikova,peru,mexico
https://es.wikipedia.org/wiki/Enrique_L%C3%B3pez_Bustamante,https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,colombia,venezuela
https://es.wikipedia.org/wiki/Enrique_Solano_L%C3%B3pez,https://es.wikipedia.org/wiki/Elisa_Alicia_Lynch,paraguay,argentina
https://es.wikipedia.org/wiki/Enrique_Solano_L%C3%B3pez,https://es.wikipedia.org/wiki/Francisco_Solano_L%C3%B3pez,argentina,paraguay
https://es.wikipedia.org/wiki/Enrique_Varela_Vidaurre,https://es.wikipedia.org/wiki/Marcelino_Varela,argentina,peru
https://es.wikipedia.org/wiki/Enrique_Varela_Vidaurre,https://es.wikipedia.org/wiki/Marcelino_Varela,uruguay,peru
https://es.wikipedia.org/wiki/Enrique_Zileri,https://es.wikipedia.org/wiki/Daphne_Dougall,peru,argentina
https://es.wikipedia.org/wiki/Ercilia_L%C3%B3pez_de_Blomberg,https://es.wikipedia.org/wiki/H%C3%A9ctor_Pedro_Blomberg,paraguay,argentina
https://es.wikipedia.org/wiki/Ercilia_L%C3%B3pez_de_Blomberg,https://es.wikipedia.org/wiki/Venancio_L%C3%B3pez,argentina,paraguay
https://es.wikipedia.org/wiki/Ernesto_Che_Guevara,https://es.wikipedia.org/wiki/Hilda_Gadea,argentina,peru
https://es.wikipedia.org/wiki/Estanislao_Vergara,https://es.wikipedia.org/wiki/Francisco_Xavier_de_Vergara_Azc%C3%A1rate,ecuador,colombia
https://es.wikipedia.org/wiki/Estanislao_Vergara,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Vergara_Tenorio,ecuador,colombia
https://es.wikipedia.org/wiki/Estanislao_Vergara_y_Sanz_de_Santamar%C3%ADa,https://es.wikipedia.org/wiki/Francisco_Xavier_Vergara,ecuador,colombia
https://es.wikipedia.org/wiki/Estanislao_Vergara_y_Sanz_de_Santamar%C3%ADa,https://es.wikipedia.org/wiki/Francisco_Xavier_de_Vergara_Azc%C3%A1rate,ecuador,colombia
https://es.wikipedia.org/wiki/Estanislao_Vergara_y_Sanz_de_Santamar%C3%ADa,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Vergara_Tenorio,ecuador,colombia
https://es.wikipedia.org/wiki/Esteban_Justo_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,https://es.wikipedia.org/wiki/Alonso_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,uruguay,argentina
https://es.wikipedia.org/wiki/Esteban_Justo_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,https://es.wikipedia.org/wiki/Mateo_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,uruguay,argentina
