familia_grupo,n,mean_degree,sd_degree,mean_between,n_paises,n_bridges_out,n_internal,closure_index,constraint_proxy,reach,country
abal_medina,5,1.4,0.8944271909999161,8.2,1,1,10,0.909008271975275,29.181494661921715,1,argentina
acevedo_colombia,15,1.6666666666666667,1.0465362369445672,3,1,3,54,0.9473518008455992,5.390297464563784,3,colombia
acosta,2,0,0,0,1,0,0,0,0,0,venezuela
acosta_del_castillo,2,0,0,0,1,0,0,0,0,0,colombia
acurio,6,0.6666666666666666,0.816496580927726,0.16666666666666666,1,0,10,0.9999000099990002,-1.5136226034308777,0,peru
acuña,10,1.7,1.1595018087284057,17.2,1,5,32,0.8648414907705197,28.859060402684563,2,peru
acuña_argentina,10,0.7,1.0593499054713802,0.8,1,1,12,0.9230059226213368,-7.692307692307692,1,argentina
aguilar,17,2.1176470588235294,1.6538724611187705,25.94117647058824,1,4,78,0.9512079120986329,21.902544341185376,3,mexico
alarco,27,0.8888888888888888,0.8915558282417285,2.3703703703703707,2,4,60,0.9374853517913782,-48.992089818831325,2,peru
alayza,8,1.125,0.8345229603962802,0.625,1,1,24,0.9599616015359386,8.76424189307625,1,peru
albarracín,1,0,,0,1,0,0,0,0,0,argentina
alegría,7,2.857142857142857,1.3451854182690985,1.8571428571428572,2,0,48,0.9999791671006855,0.6997362532583872,0,peru
alemann,7,1.8571428571428572,1.5735915849388862,7.571428571428571,1,1,26,0.9629272989889263,9.500883505339443,1,argentina
alemán,8,2,1.0690449676496976,1.25,1,0,42,0.9999761910430705,1.2487512487512489,0,mexico
aliaga,7,0.5714285714285714,0.7867957924694432,0.14285714285714288,1,0,12,0.9999166736105325,-1.1762728953117125,0,peru
allamand,7,1.8571428571428572,0.8997354108424372,1179.7142857142858,1,3,26,0.8965208096272542,1480.345207303644,3,chile
allende,20,2.3,1.6575187543592473,10.7,1,2,98,0.979990200097999,7.152406417112301,1,chile
allende_argentina,5,0.8,0.8366600265340756,0.2,1,0,6,0.9998333611064822,-2.5316455696202538,0,argentina
alpoim,3,1,0,0,1,1,2,0.6664445184938355,0,1,argentina
alsogaray,6,1.1666666666666667,0.983192080250175,0.8333333333333334,1,1,16,0.9411211105229104,8.484162895927598,1,argentina
althaus,12,2.6666666666666665,1.3026778945578592,3.7499999999999996,1,0,62,0.9999838712278835,1.686740966565046,0,peru
alva,6,0.33333333333333337,0.5163977794943223,0,1,0,6,0.9998333611064822,-0,0,peru
alvear,16,1.6875,1.579820664927932,4.125,1,3,52,0.9454373556844421,7.098873322756729,3,argentina
alzamora,11,0.7272727272727273,0.904534033733291,0.9090909090909091,1,0,24,0.999958335069372,-9.260038723798301,0,peru
amador,6,1.3333333333333333,0.816496580927726,0.5,1,0,18,0.9999444475306927,2.2399203583872582,0,colombia
ameghino,4,0,0,0,1,0,0,0,0,0,argentina
amez,9,0.2222222222222222,0.44095855184409843,0,1,0,6,0.9998333611064822,-0,0,peru
amunátegui,11,1.2727272727272727,1.009049958219026,0.6363636363636364,1,0,26,0.9999615399407714,3.6456607168221207,0,chile
anchorena,12,0.33333333333333337,0.49236596391733095,0,1,0,4,0.9997500624843788,-0,0,argentina
anexos:familias_de_colombia,4,0,0,0,1,0,0,0,0,0,colombia
angelini,3,1,1,1.3333333333333335,1,1,6,0.857020425653478,1333.3333333333335,1,chile
angulo,4,0.75,0.9574271077563381,0.25,1,1,6,0.857020425653478,-2.6954177897574123,1,colombia
antúnez,4,2,0.816496580927726,0.5,2,0,18,0.9999444475306927,0.4995004995004996,0,peru
anzoátegui,5,0.4,0.5477225575051662,0,1,0,6,0.9998333611064822,-0,0,argentina
aramburú,11,1.8181818181818181,1.4709304414677,2.1818181818181817,1,0,48,0.9999791671006855,2.929394924601369,0,peru
araníbar,2,1,0,0,1,0,6,0.9998333611064822,0,0,peru
arboleda,56,2.035714285714286,1.7158542607563867,15.604166666666666,2,7,232,0.9707072355345794,14.787747214580072,3,colombia
arenas,9,1.1111111111111112,1.2692955176439846,1.4444444444444442,1,0,26,0.9999615399407714,23.026963196221203,0,peru
argáez,8,1,1.1952286093343936,2.125,1,4,18,0.8181446297895549,2125,1,colombia
arroyo,8,1.75,1.2817398889233114,0.5,1,0,32,0.999968750976532,0.7607455306200076,0,colombia
arrubla,4,0,0,0,1,0,0,0,0,0,colombia
aráoz,15,0.4,0.632455532033676,0.06666666666666667,2,0,6,0.9998333611064822,-0.5602240896358543,0,argentina
astete,10,0.6,0.8432740427115678,0.4,1,0,18,0.9999444475306927,-3.3613445378151265,0,peru
astigueta,4,1.25,0.5,0.25,1,1,4,0.7998400319936012,1.589825119236884,1,argentina
augier,4,0.25,0.5,0,1,1,0,0,-0,1,argentina
avellaneda,9,1.1111111111111112,0.927960727138337,0.8888888888888888,1,0,28,0.9999642869897504,14.17043888998228,0,argentina
awad,2,0,0,0,1,0,0,0,0,0,chile
awada,5,1.4,0.8944271909999159,1.8,1,1,14,0.9332711152589828,6.405693950177938,1,argentina
ayala,5,1.8,1.3038404810405297,7.6,1,2,22,0.916628473813591,10.540915395284326,1,colombia
ayerbe,4,0,0,0,1,0,0,0,0,0,colombia
aylwin,12,3,1.348399724926484,21.416666666666664,2,5,66,0.929564372332784,7.13651005220482,1,chile
azcuénaga,10,2.3,0.8232726023485646,39.7,1,1,58,0.9830341858612567,26.537433155080222,1,argentina
azcárraga,8,0.75,0.8864052604279183,0.5,1,0,16,0.9999375039060058,-5.390835579514825,0,mexico
azuola,7,1.4285714285714286,1.618347187425374,38.666666666666664,1,16,12,0.4285561229956073,125.89983830597824,2,colombia
bachelet,5,3,0,108.60000000000001,1,1,28,0.9654839488293506,36.187937354215265,1,chile
baduel,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,12,0.9999166736105325,1.4932802389248387,0,venezuela
baillères,3,1.6666666666666667,1.1547005383792517,1,1,1,10,0.909008271975275,1.7967658215212612,1,mexico
balanta,13,0,0,0,1,0,0,0,0,0,colombia
balcarce,23,2.695652173913044,2.4759714825919734,15.280331262939958,1,36,98,0.7313378258371206,6.683010691017111,2,argentina
baldrich,4,0,0,0,1,0,0,0,0,0,argentina
ballivián,8,1.125,0.9910312089651149,6.5,1,1,24,0.9599616015359386,91.14811568799298,1,bolivia
balmaceda,25,1.84,1.7720045146669348,6.319999999999999,1,0,104,0.9999903847078393,8.167485138278623,0,chile
balta,6,1.3333333333333333,0.816496580927726,0.5,1,0,20,0.999950002499875,2.2399203583872582,0,peru
barco,9,0.8888888888888888,1.1666666666666667,0.22222222222222218,1,0,22,0.9999545475205672,-4.593008420515435,0,colombia
barrantes,3,0,0,0,1,0,0,0,0,0,peru
barraquer,12,1.5,1.3142574813455419,1.5,1,0,44,0.9999772732437899,3.9893617021276597,0,colombia
barreda,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,12,0.9999166736105325,1.4932802389248387,0,peru
barrenechea_chile,6,0.33333333333333337,0.5163977794943223,0,1,0,4,0.9997500624843788,-0,0,chile
barrientos,11,1.2727272727272727,1.009049958219026,0.6363636363636365,1,0,34,0.9999705891003207,3.645660716822121,0,colombia
basadre,6,1.3333333333333333,0.816496580927726,0.5,1,0,22,0.9999545475205672,2.2399203583872582,0,peru
batlle,15,2.2666666666666666,1.533747356112131,2.7288888888888887,2,10,72,0.8780380727064303,1.899605537937969,1,uruguay
bedoya,12,0.6666666666666667,0.7784989441615229,0.33333333333333337,1,0,24,0.999958335069372,-3.0272452068617564,0,peru
beingolea,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,12,0.9999166736105325,1.4932802389248387,0,peru
belaúnde,36,1.7222222222222223,1.578627090881027,6.361111111111111,1,0,134,0.9999925373691241,10.211867765974311,0,peru
belgrano,15,0.9333333333333331,1.3345232785352157,4.866666666666667,2,2,28,0.9333022232592246,-161.6236162361619,1,argentina
bello,13,2.1538461538461537,2.034951016861497,11.038461538461537,1,12,50,0.8064386058289382,8.876190113670427,2,chile
bemberg,2,0,0,0,1,0,0,0,0,0,argentina
benavides_chile,4,0.5,0.5773502691896257,0,1,0,4,0.9997500624843788,-0,0,chile
benavides_perú,17,0.9411764705882353,0.8269362305593853,0.41176470588235303,1,2,38,0.9499762505937352,-15.432499027363509,2,peru
benegas,8,0.875,1.1259916264596033,9.125,1,1,10,0.909008271975275,-169.965075669383,1,argentina
berckemeyer,2,0,0,0,1,0,0,0,0,0,peru
berrío,8,0.75,0.7071067811865476,0.125,1,0,18,0.9999444475306927,-1.3477088948787062,0,colombia
bichir,10,1.6,0.9660917830792959,6.6,1,0,40,0.9999750006249845,13.721413721413718,0,mexico
bielsa,5,1.4,1.140175425099138,8.2,1,3,6,0.6665926008221309,29.181494661921715,3,argentina
billinghurst,7,1.2857142857142858,1.3801311186847083,1.857142857142857,2,1,18,0.9473185621809378,10.0563598187645,1,argentina
bitar,3,2.6666666666666665,1.1547005383792515,3.666666666666667,1,2,16,0.8888395089161713,1.649257833974712,2,chile
blanco,6,1.6666666666666665,1.2110601416389968,2.166666666666667,1,0,30,0.9999666677777407,3.892992613296069,0,uruguay
blanco_venezuela,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,2,0,12,0.9999166736105325,1.4932802389248387,0,venezuela
blaquier,6,0,0,0,1,0,0,0,0,0,argentina
bodega_y_quadra,3,0,0,0,1,0,0,0,0,0,peru
bolaños_cacho,12,1.1666666666666665,0.8348471099367218,0.75,1,0,36,0.9999722229938058,7.635746606334849,0,mexico
bolognesi,7,1.1428571428571428,1.0690449676496976,1.1428571428571428,1,0,24,0.999958335069372,13.83057545072858,0,peru
bolívar,9,0.8888888888888888,1.615893285805443,6.333333333333332,2,13,2,0.13332444503699753,-130.9007399846899,2,venezuela
bordaberry,5,2.2,1.0954451150103321,109.2,1,1,26,0.9629272989889263,82.66464799394397,1,uruguay
borensztein,7,1.7142857142857142,0.7559289460184545,4.428571428571429,1,0,28,0.9999642869897504,7.2215381543479,0,argentina
boric,2,0,0,0,1,0,0,0,0,0,chile
borja,59,1.1355932203389831,1.305923205201699,3.966101694915255,2,1,154,0.9935419771485345,50.85438759986884,1,colombia
borrero,39,1.4615384615384615,1.7747669060612445,4.717948717948719,4,5,122,0.9606223573042731,13.946952602517689,5,colombia
botana,6,1,0.6324555320336759,0.16666666666666669,1,0,14,0.9999285765302479,166.66666666666669,0,argentina
boulton_venezuela,7,0,0,0,1,0,0,0,0,0,venezuela
boza_de_lima,7,0.5714285714285714,0.7867957924694431,0.14285714285714288,2,0,12,0.9999166736105325,-1.1762728953117125,0,peru
bracho,7,1.1428571428571428,0.37796447300922725,0.14285714285714288,1,0,16,0.9999375039060058,1.7288219313410729,0,mexico
braun,8,0.25,0.4629100498862757,0,1,0,2,0.9995002498750625,-0,0,argentina
brescia,6,0.6666666666666666,0.5163977794943223,0,1,0,8,0.9998750156230471,-0,0,peru
brigard,7,0.2857142857142857,0.48795003647426655,0,1,0,6,0.9998333611064822,-0,0,colombia
brown,6,1.3333333333333333,1.0327955589886446,1.3333333333333335,1,0,20,0.999950002499875,5.973120955699355,0,argentina
bulgheroni,4,0.75,0.5,0,1,1,6,0.857020425653478,-0,1,argentina
bullrich,12,1.0833333333333335,1.0836246694508316,1.0833333333333335,2,1,34,0.971400817119511,23.479831426851252,1,argentina
bulnes,22,2.1818181818181817,1.8162327215148668,18.015151515151516,1,4,96,0.959990400095999,13.962460740921042,3,chile
bunge,15,1.4,1.121223821162776,4,1,1,54,0.9818003309030745,14.234875444839862,1,argentina
bunster,6,2,1.6733200530681511,3.166666666666667,1,6,22,0.7856862254919467,3.1635031635031643,1,chile
bustamante,11,0.9090909090909091,1.300349603340998,7.7272727272727275,2,9,14,0.608669188296161,-191.63763066202085,2,peru
cabal,16,0.9375,0.9287087810503355,0.15625,2,5,28,0.848459137601891,-5.521811154058532,1,colombia
caballero,10,1.3,1.1595018087284057,12.3,1,1,34,0.971400817119511,62.75510204081632,1,colombia
cabello,8,1,1.1952286093343936,0.25,1,0,20,0.999950002499875,250,0,venezuela
cafferata,5,0,0,0,2,0,0,0,0,0,peru
cafiero,4,1.75,0.9574271077563381,2,1,1,18,0.9473185621809378,3.0429821224800304,1,argentina
caicedo,48,2.1875,2.169971565653495,22.744228468138825,3,46,164,0.7809486621492279,17.49787378091917,11,colombia
calderón_colombia,22,1.6818181818181819,1.4924050144892729,18.68181818181818,1,7,84,0.9230667794859396,32.527051916657065,1,colombia
calderón_hinojosa,5,2.4,1.140175425099138,1247.2,1,2,20,0.9090495886550611,741.9393218322429,2,mexico
camacho,24,0.6666666666666666,0.6370220572706061,0.125,1,2,40,0.9523582771838767,-1.1352169525731584,2,colombia
camargo,11,1.727272727272727,1.7939291563999449,1.9545454545454544,2,5,42,0.8935980085530095,3.1068956004256387,1,colombia
cambaceres,8,1.5,1.4142135623730951,0.5,1,0,34,0.9999705891003207,1.3297872340425532,0,argentina
campero,24,0.6666666666666667,0.761386987626881,0.8333333333333335,4,0,44,0.9999772732437899,-7.568113017154391,0,argentina
canaveris,8,0,0,0,1,0,0,0,0,0,argentina
candioti,11,0.7272727272727273,0.6466697906828632,0.0909090909090909,1,0,16,0.9999375039060058,-0.92600387237983,0,argentina
cano,13,2.3846153846153846,1.5021352323976216,35.46153846153846,2,12,62,0.8378265158578938,21.46728325852799,3,colombia
cantilo,3,0,0,0,1,0,0,0,0,0,argentina
cantoni-bravo,5,0.39999999999999997,0.5477225575051662,0,1,0,4,0.9997500624843788,-0,0,argentina
capetillo,6,1.6666666666666667,1.0327955589886446,2.333333333333333,1,0,22,0.9999545475205672,4.192453583549609,0,mexico
capriles,7,0.2857142857142857,0.48795003647426655,0,1,0,4,0.9997500624843788,-0,0,venezuela
caputo,4,0.25,0.5,0,1,1,0,0,-0,1,argentina
caro,17,2.5294117647058822,2.6248249241335966,28.107843137254903,1,8,90,0.918357975939021,14.524095175600928,3,colombia
carranza,19,0.8421052631578947,0.8983415518941831,0.9473684210526314,1,0,44,0.9999772732437899,-14.467617073480259,0,mexico
carreño,8,1.375,0.5175491695067657,0.5,2,8,20,0.7142602049926788,1.931900507123883,2,colombia
carrillo_de_albornoz,14,0.28571428571428575,0.6112498455021266,0.07142857142857144,1,0,12,0.9999166736105325,-0.7069278933548779,0,peru
carrizosa,6,1.1666666666666667,0.983192080250175,0.4166666666666667,1,5,12,0.7058408328921828,4.242081447963799,1,colombia
carvajal,3,0,0,0,1,0,0,0,0,0,colombia
carvajal_y_vargas,23,1.826086956521739,1.556574733569118,8.652173913043478,2,0,82,0.9999878050267679,11.455989427550943,0,chile
casares,3,0,0,0,1,0,0,0,0,0,argentina
casas,5,1.4,0.5477225575051661,12.2,1,1,12,0.9230059226213368,43.416370106761576,1,colombia
castaño_gil,3,0,0,0,1,0,0,0,0,0,colombia
castelli,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,8,0.9998750156230471,1.4932802389248387,0,argentina
castillo_guevara,4,0,0,0,1,0,0,0,0,0,colombia
castro_taboada,4,1.5,1,0.75,1,0,18,0.9999444475306927,1.9946808510638299,0,peru
cavada,9,0,0,0,1,0,0,0,0,0,chile
cayo,7,0.5714285714285714,0.5345224838248488,0,1,4,6,0.5999400059994001,-0,1,peru
cerrón,6,1.6666666666666667,1.3662601021279464,0.16666666666666669,1,0,28,0.9999642869897504,0.29946097025354357,0,peru
chadwick,18,0.8888888888888888,1.0226199851298272,8.388888888888891,1,4,28,0.8749726571044656,-173.38606787445775,4,chile
char,11,1.2727272727272727,1.009049958219026,0.6363636363636365,1,2,26,0.9285382664904824,3.645660716822121,2,colombia
chaux,5,0,0,0,2,0,0,0,0,0,colombia
checa,1,0,,0,1,0,0,0,0,0,peru
chirinos,4,1,0.816496580927726,0.25,1,0,8,0.9998750156230471,250,0,peru
choquehuanca,6,0,0,0,2,0,0,0,0,0,bolivia
chávez,16,3.625,2.6801741236966925,6.625,1,0,124,0.9999919355489069,1.3921540300232462,0,venezuela
cházaro,4,0,0,0,1,0,0,0,0,0,mexico
cisneros,20,1.5,1.1920791213585393,6.35,1,12,58,0.8285595920058284,16.888297872340424,3,peru
cisneros_venezuela,4,2.25,0.9574271077563381,6.5,1,1,22,0.9564801530368244,4.618937644341802,1,venezuela
claro_chile,14,1.5,1.5063966175050876,16,1,8,32,0.7999800004999875,42.5531914893617,7,chile
cock,4,0,0,0,1,0,0,0,0,0,colombia
concha,4,1,0.816496580927726,0.25,2,0,10,0.9999000099990002,250,0,colombia
concha_chile,43,1.069767441860465,1.3344402935350712,9.063953488372093,1,10,96,0.905651833473269,236.5488574291807,5,chile
coni,3,0,0,0,1,0,0,0,0,0,argentina
copello,2,0,0,0,1,0,0,0,0,0,peru
corcuera,3,0.6666666666666666,0.5773502691896258,0,1,0,6,0.9998333611064822,-0,0,peru
