familia_grupo,n,mean_degree,sd_degree,mean_between,n_paises,n_bridges_out,n_internal,closure_index,constraint_proxy,reach,country
montes_de_oca,8,1,0.9258200997725514,0.375,1,0,12,0.9999166736105325,375,0,argentina
montesinos,2,0,0,0,1,0,0,0,0,0,peru
montt,48,1.3125,1.6263292435760475,6.75,2,1,148,0.9932819242823874,32.75456820077337,1,chile
morales_bermúdez,4,2,1.632993161855452,2.25,1,3,14,0.8234809717075465,2.247752247752248,1,peru
morandé,11,2.3636363636363638,2.802596198981483,2.8969696969696965,1,19,36,0.654533553935383,1.7964920912322777,1,chile
more,3,0.6666666666666666,0.5773502691896258,0,1,0,6,0.9998333611064822,-0,0,peru
moreno_valle,3,0.6666666666666666,0.5773502691896258,0,1,0,4,0.9997500624843788,-0,0,mexico
moreyra,4,0.75,0.5,0,1,1,6,0.857020425653478,-0,1,peru
mosquera,16,1,1.0954451150103321,0.5104166666666667,1,4,24,0.8571122459912146,510.41666666666674,1,colombia
moure,5,0,0,0,1,0,0,0,0,0,colombia
mujica,12,1.8333333333333333,1.1934162828797101,2.5,1,0,48,0.9999791671006855,3.2684485764090647,0,peru
mutis,7,0.2857142857142857,0.4879500364742666,0,1,0,6,0.9998333611064822,-0,0,colombia
muñoz_ledo,4,0.5,0.5773502691896257,0,1,0,6,0.9998333611064822,-0,0,mexico
málaga,16,1.375,2.0289570391377603,10.958333333333334,1,17,32,0.6530478969816943,42.34081944779844,2,peru
nariño,9,1.8888888888888888,1.964971020425266,1.2222222222222223,1,13,26,0.6666495730878695,1.454150203434145,2,colombia
navia,3,1,1,1,1,1,4,0.7998400319936012,1000,1,colombia
nazar,3,0,0,0,1,0,0,0,0,0,argentina
neyra,11,1.5454545454545454,0.8201995322647243,11.454545454545457,2,2,32,0.9411487897414783,27.112145693550602,1,peru
niño,17,0.3529411764705882,0.492592183071889,0,1,0,14,0.9999285765302479,-0,0,colombia
noble,4,0.5,0.5773502691896257,0,1,0,4,0.9997500624843788,-0,0,argentina
noboa,9,1.7777777777777777,0.8333333333333334,3,1,0,40,0.9999750006249845,4.333018312797561,0,ecuador
noriega,2,0,0,0,1,0,0,0,0,0,peru
o'donnell,22,1.2727272727272727,1.0319569104061783,1.3636363636363638,3,0,70,0.9999857144897929,7.812130107475974,0,colombia
o'gorman,7,0.8571428571428571,0.6900655593423541,0.14285714285714288,1,0,12,0.9999166736105325,-2.372077261945103,0,argentina
obligado,7,0.5714285714285714,0.5345224838248488,0,1,0,8,0.9998750156230471,-0,0,argentina
obregón,9,1,1.118033988749895,0.22222222222222215,1,1,22,0.9564801530368244,222.22222222222214,1,colombia
ocampo,12,0.6666666666666667,0.6513389472789297,0.08333333333333331,2,0,20,0.999950002499875,-0.7568113017154389,0,argentina
ocaña,1,0,,0,1,0,0,0,0,0,peru
ochagavía,4,0,0,0,1,0,0,0,0,0,chile
odriozola,3,1.6666666666666667,1.1547005383792517,1.6666666666666665,1,1,12,0.9230059226213368,2.9946097025354352,1,peru
olaechea,7,0.5714285714285714,0.7867957924694432,0.14285714285714288,1,0,14,0.9999285765302479,-1.1762728953117125,0,peru
olaya,1,0,,0,1,0,0,0,0,0,colombia
olmos,11,1.3636363636363638,1.2060453783110543,11.179976383265853,1,8,24,0.749976563232399,44.91142865028278,2,colombia
onassis,24,2.458333333333333,1.864523873636999,32.83333333333333,1,1,142,0.9930000489507066,18.306494391506533,1,argentina
oneto,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,12,0.9999166736105325,1.4932802389248387,0,peru
orbegoso,6,0.8333333333333334,0.408248290463863,0,1,2,12,0.8570816370259268,-0,1,peru
orbegozo,2,0,0,0,1,0,0,0,0,0,colombia
orihuela,13,0.6153846153846154,0.7679476477883045,0.3076923076923077,3,0,22,0.9999545475205672,-2.6221572285815142,0,peru
ortiz_basualdo,12,0.25,0.45226701686664544,0,1,1,6,0.857020425653478,-0,1,argentina
ortiz_de_rozas,16,1.375,1.4548768561863463,28.8125,1,32,16,0.3333263890335618,111.32576672301377,4,argentina
ortiz_de_zevallos,7,0.42857142857142855,0.5345224838248487,0,1,1,6,0.857020425653478,-0,1,peru
ortiz_mena,5,0.8,0.8366600265340756,0.2,1,0,12,0.9999166736105325,-2.5316455696202538,0,mexico
ortiz_monasterio,5,0,0,0,1,0,0,0,0,0,mexico
osma,14,0.9285714285714285,0.9168747682531898,9.214285714285714,1,1,32,0.9696675858307324,-286.4847715736037,1,peru
ospina,35,2.5142857142857142,2.2012219677398517,32.18633525204954,2,12,184,0.9387707205575482,16.89861058567463,1,colombia
otálora,15,2.2,1.082325538564332,61.60000000000001,1,1,78,0.9873292743129833,46.63133989401968,1,argentina
otárola,2,0,0,0,1,0,0,0,0,0,peru
pachón,4,2,0.816496580927726,10.5,1,9,10,0.526288090100521,10.48951048951049,2,colombia
palacios_venezuela,12,1.9166666666666665,2.151461800448216,9.583333333333332,3,55,14,0.20289561020854768,10.896686775528254,2,venezuela
panizo,3,0,0,0,1,0,0,0,0,0,peru
pardo,9,1.4444444444444444,1.1303883305208782,6.888888888888889,2,3,14,0.8234809717075465,21.394885165446112,3,colombia
parra_chile,19,1.1052631578947367,0.936585811581694,2.6842105263157894,1,1,50,0.9803729338640419,45.363044801273396,1,chile
parís,20,2.1,1.9439514830419642,3.25,2,17,106,0.8617816115316135,2.8114186851211067,1,colombia
pastrana,1,0,,0,1,0,0,0,0,0,colombia
pavlovsky,7,0.5714285714285714,0.7867957924694431,0.14285714285714288,1,0,12,0.9999166736105325,-1.1762728953117125,0,argentina
paz,22,1.7727272727272727,1.7163587753985023,5.8181818181818175,2,10,82,0.8912946598406538,8.482336498144488,3,argentina
paz_soldán,10,1,0.816496580927726,0.5,2,0,26,0.9999615399407714,500,0,peru
pedraza,1,1,,0,1,1,0,0,0,1,argentina
pellegrini,3,1,1,6,1,1,6,0.857020425653478,6000,1,argentina
peralta_ramos,4,0.5,0.5773502691896257,0,1,0,2,0.9995002498750625,-0,0,argentina
perón,6,1.3333333333333335,1.3662601021279464,1,1,0,16,0.9999375039060058,4.479840716774512,0,argentina
petro,5,1.6,1.140175425099138,0.4,1,0,14,0.9999285765302479,0.8316008316008315,0,colombia
philippi,6,1,0.6324555320336759,0.16666666666666669,1,0,18,0.9999444475306927,166.66666666666669,0,chile
pinal_hidalgo,28,2.2857142857142856,1.6523191974188067,67.28571428571428,2,2,144,0.9862946144204492,45.760524087773604,2,mexico
pinasco,6,1.6666666666666667,0.816496580927726,0.33333333333333337,1,0,24,0.999958335069372,0.5989219405070871,0,peru
pinedo,6,0.5,0.8366600265340756,3.8333333333333335,1,1,2,0.6664445184938355,-30.913978494623656,1,argentina
pinochet,21,1.7142857142857142,1.764733893335115,0.8571428571428571,1,0,74,0.999986486669099,1.3977170621318515,0,chile
pinto_chile,50,1.2,1.4568627181693667,4.245333333333332,3,19,102,0.8429682399319014,35.08539944903581,9,chile
piraquive,4,1.5,1,0,1,0,16,0.9999375039060058,0,0,colombia
pizarro,33,1.303030303030303,1.610218317590205,7.151515151515152,3,15,82,0.8453521097720642,36.0407054500692,3,chile
pizarro_colombia,2,0.5,0.7071067811865476,0,1,1,0,0,-0,1,colombia
piérola,7,2,1.1547005383792515,1.4285714285714286,1,0,30,0.9999666677777407,1.4271442842871416,0,peru
piñera,5,0.2,0.44721359549995804,0,2,2,0,0,-0,1,chile
podestá,26,2.4615384615384617,1.859693936770655,22.615384615384617,2,0,184,0.999994565246928,12.565383060075154,0,argentina
polar,10,1.3,1.0593499054713802,6.6,1,1,34,0.971400817119511,33.67346938775509,1,peru
pombo,3,0,0,0,1,0,0,0,0,0,colombia
ponce_de_león,12,0.75,1.0552897060221726,0.16666666666666666,4,1,18,0.9473185621809378,-1.7969451931716083,1,uruguay
porras,5,0.8,0.8366600265340756,0.2,1,0,8,0.9998750156230471,-2.5316455696202538,0,peru
portales,30,1.3333333333333335,1.2685406585123125,41.43333333333333,2,4,90,0.9574366230146487,185.61473369835727,3,chile
portocarrero_perú,10,1.1,1.1972189997378648,0.6,1,3,24,0.8888559682974704,10.714285714285703,1,peru
portugal,5,0,0,0,1,0,0,0,0,0,peru
posse,4,0,0,0,1,0,0,0,0,0,argentina
prado,11,1.727272727272727,1.7372915179041826,4.333333333333333,1,16,20,0.5555401238854477,6.8881561373777735,1,peru
prebisch,4,0.5,0.5773502691896257,0,1,0,6,0.9998333611064822,-0,0,argentina
precht,3,0,0,0,1,0,0,0,0,0,chile
prieto,4,1,1.4142135623730951,16.75,1,9,0,0,16750,3,chile
puch,9,2.111111111111111,1.6158932858054431,3,1,1,40,0.9755859613180167,2.5557156529695733,1,argentina
pueyrredón,18,0.6666666666666666,0.9701425001453319,0.3333333333333333,1,0,26,0.9999615399407714,-3.0272452068617555,0,argentina
pumarejo,11,0.8181818181818181,0.873862897505303,1.4545454545454544,1,2,20,0.9090495886550611,-19.822052032886578,1,colombia
puyana,3,0,0,0,1,0,0,0,0,0,colombia
pérez-jácome,2,1,0,0,1,0,6,0.9998333611064822,0,0,mexico
pérez_companc,2,0,0,0,1,0,0,0,0,0,argentina
pérez_gavilán,3,0,0,0,1,0,0,0,0,0,mexico
pérez_manosalva,4,0,0,0,1,0,0,0,0,0,colombia
pérez_treviño,3,0.6666666666666666,0.5773502691896258,0,2,0,6,0.9998333611064822,-0,0,mexico
quesada,4,0,0,0,1,0,0,0,0,0,argentina
quijano,3,0,0,0,1,0,0,0,0,0,colombia
quintana,6,0.6666666666666666,0.5163977794943223,0,1,0,8,0.9998750156230471,-0,0,argentina
quintero,14,1.9285714285714284,2.017778127403648,1.5714285714285716,2,6,58,0.9062358400649989,1.7530279573809315,2,colombia
quispe,3,0,0,0,1,0,0,0,0,0,peru
quispe_palomino,3,0,0,0,1,0,0,0,0,0,peru
químper,2,1,0,0,1,0,4,0.9997500624843788,0,0,peru
ramos_mejía,4,0,0,0,1,0,0,0,0,0,argentina
ramírez,3,0,0,0,1,0,0,0,0,0,peru
rawson,3,1,0,0,1,2,2,0.4998750312421894,0,1,argentina
rebagliati,4,0,0,0,1,0,0,0,0,0,peru
remírez_de_laredo,5,0.8,0.8366600265340756,0.2,1,0,12,0.9999166736105325,-2.5316455696202538,0,peru
restrepo,30,0.4,0.5632418479750461,0.03333333333333333,2,11,24,0.6856946944373018,-0.2801120448179272,3,colombia
revueltas_sánchez,7,0.8571428571428571,0.6900655593423541,0.14285714285714288,1,0,18,0.9999444475306927,-2.372077261945103,0,mexico
reyes,8,0.75,0.8864052604279183,0.5,1,0,14,0.9999285765302479,-5.390835579514825,0,colombia
reyes_heroles,4,1,0.816496580927726,0.25,1,0,12,0.9999166736105325,250,0,mexico
reyes_larios,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,12,0.9999166736105325,1.4932802389248387,0,mexico
reyes_retana,2,0,0,0,1,0,0,0,0,0,mexico
reyes_spíndola,4,0,0,0,1,0,0,0,0,0,mexico
reátegui,5,0,0,0,1,0,0,0,0,0,peru
ribeyro,5,1.2,1.0954451150103324,0.6,1,0,16,0.9999375039060058,4.9586776859504145,0,peru
ricaurte,13,0.7692307692307693,0.8320502943378436,0,1,12,12,0.499979167534686,-0,1,colombia
rincón,4,0.5,0.5773502691896257,0,1,0,6,0.9998333611064822,-0,0,peru
rincón-gallardo,8,0,0,0,1,0,0,0,0,0,mexico
riva_agüero,6,2,0.8944271909999159,2.1666666666666665,1,0,24,0.999958335069372,2.1645021645021645,0,peru
riva_palacio,8,0.75,0.7071067811865476,0.125,1,0,18,0.9999444475306927,-1.3477088948787062,0,mexico
rivadavia,1,0,,0,1,0,0,0,0,0,argentina
rivera-torres,2,0,0,0,1,0,0,0,0,0,mexico
robles,3,2,1,20.333333333333332,1,2,12,0.8570816370259268,20.313020313020314,1,peru
robles_arnao,4,0.5,0.5773502691896257,0,1,0,4,0.9997500624843788,-0,0,peru
roca,4,1.25,1.2583057392117916,2,1,5,4,0.44439506721475397,12.718600953895072,1,argentina
roca_rey,3,0,0,0,1,0,0,0,0,0,peru
roca_y_rodríguez,9,0.7777777777777778,0.9718253158075502,0,2,1,16,0.9411211105229104,-0,1,ecuador
rocca,3,1.6666666666666667,1.1547005383792517,5.666666666666666,1,1,8,0.8887901344295079,10.18167298862048,1,argentina
rocha,8,1.875,1.246423454758225,4,1,1,30,0.9677107190090641,4.870253405372498,1,argentina
"rodríguez_(san_luis,_argentina)",5,1.2,1.0954451150103321,0.6,1,0,14,0.9999285765302479,4.9586776859504145,0,argentina
rodríguez_larreta,9,0.33333333333333337,0.7071067811865475,4.222222222222222,2,1,4,0.7998400319936012,-38.34510595358224,1,argentina
rodríguez_pastor,5,1.6,0.8944271909999159,0.4,1,0,20,0.999950002499875,0.8316008316008315,0,peru
rodríguez_saá,8,0.375,0.7440238091428449,11.625,1,1,4,0.7998400319936012,-100.05379236148467,1,argentina
roel,3,0,0,0,1,0,0,0,0,0,peru
rojas,8,2.75,2.3754698783308417,5.625,1,2,52,0.9629451306457288,2.3366912451968016,2,colombia
rojo,9,1.2222222222222223,0.8333333333333335,0.8888888888888888,1,2,30,0.9374707040404988,6.497608519086721,1,argentina
romero,3,0.6666666666666666,0.5773502691896258,0,1,0,6,0.9998333611064822,-0,0,peru
romero_feris,10,0.6,0.8432740427115678,0.4,1,0,10,0.9999000099990002,-3.3613445378151265,0,argentina
rospigliosi,6,0.6666666666666666,0.5163977794943223,0,1,0,12,0.9999166736105325,-0,0,peru
ross_argentina,2,0,0,0,1,0,0,0,0,0,argentina
ross_chile,3,0,0,0,1,0,0,0,0,0,chile
rovirosa,6,0.33333333333333337,0.5163977794943223,0,1,0,6,0.9998333611064822,-0,0,mexico
ruiz-massieu,3,1,0,0,1,1,6,0.857020425653478,0,1,mexico
ruiz-tagle,4,0,0,0,1,0,0,0,0,0,chile
saadi,7,1,1.4142135623730951,0.8571428571428572,1,1,16,0.9411211105229104,857.1428571428572,1,argentina
saavedra,8,2.25,2.052872551885702,1.3833333333333333,3,10,26,0.7222021610510819,0.9830046781547936,1,uruguay
sabato,7,0.8571428571428571,0.690065559342354,0.14285714285714288,1,0,16,0.9999375039060058,-2.372077261945103,0,argentina
sabattini,6,2.6666666666666665,1.0327955589886444,1.3333333333333335,1,0,34,0.9999705891003207,0.5997301214453498,0,argentina
sabogal,1,1,,0,1,3,0,0,0,1,peru
saguier,5,0.4,0.5477225575051662,0,2,0,2,0.9995002498750625,-0,0,argentina
salaverry,4,1,0.816496580927726,0.25,1,0,8,0.9998750156230471,250,0,peru
salazar_y_meléndez,8,1.125,0.6408699444616557,0.25,2,1,18,0.9473185621809378,3.5056967572304996,1,peru
salazar_y_muñatones,7,0.8571428571428571,0.8997354108424372,0.5714285714285714,1,0,18,0.9999444475306927,-9.48830904778041,0,peru
salgar,3,0,0,0,1,0,0,0,0,0,colombia
salinas,6,2.3333333333333335,0.816496580927726,1.6666666666666665,1,0,28,0.9999642869897504,1.0707402384181595,0,mexico
samanez,3,0.6666666666666666,0.5773502691896258,0,1,0,6,0.9998333611064822,-0,0,peru
samper,28,0.8571428571428571,0.931517508007696,0.4821428571428572,2,9,48,0.8420904896405327,-8.005760759064723,2,colombia
san_martín,8,3.75,1.3887301496588271,10.287797619047618,1,41,16,0.2806968298801776,1.9948223605696092,2,argentina
sancho_dávila,3,0,0,0,1,0,0,0,0,0,peru
sanclemente,6,0.33333333333333337,0.5163977794943223,0,1,0,6,0.9998333611064822,-0,0,colombia
sanfuentes,18,1.2222222222222223,1.3085940167422419,1.9444444444444444,1,0,48,0.9999791671006855,14.213518635502203,0,chile
santa_cruz,6,0.5,0.8366600265340756,0.16666666666666669,1,1,2,0.6664445184938355,-1.3440860215053765,1,peru
santa_maría,6,2,1.4142135623730951,0.6666666666666666,1,0,26,0.9999615399407714,0.666000666000666,0,chile
santamarina,8,1,1.3093073414159542,0.75,1,0,22,0.9999545475205672,750,0,argentina
santamaría,1,0,,0,1,0,0,0,0,0,colombia
santiago_concha,8,0.375,0.5175491695067657,0,2,2,6,0.7499062617172854,-0,1,chile
santo_domingo,3,1,1,1.3333333333333335,1,2,6,0.7499062617172854,1333.3333333333335,1,colombia
santos,10,0.7,0.9486832980505138,3.5,2,7,6,0.4615029613106684,-33.65384615384615,1,colombia
sanz_de_santamaría,13,0.923076923076923,1.3821202589704018,17.695604395604395,1,8,8,0.4999687519530029,-512.872087610554,3,colombia
sapag,11,1.4545454545454546,0.9341987329938276,1.2727272727272727,1,0,48,0.9999791671006855,3.8383888736571863,0,argentina
saravia,13,0.7692307692307693,1.1657505560686467,1,2,0,24,0.999958335069372,-11.39505090688423,0,uruguay
sarmiento,6,0.6666666666666667,0.816496580927726,0,1,4,0,0,-0,1,argentina
sarmiento_negocios,1,0,,0,1,0,0,0,0,0,colombia
sarsfield,7,2.2857142857142856,1.6035674514745462,6,1,4,30,0.8823269903826358,4.0805562880817225,1,argentina
saá,3,1.6666666666666667,0.5773502691896257,62,1,3,6,0.6665926008221309,111.3994809343182,3,argentina
scheck,4,1.5,1,0.75,1,0,18,0.9999444475306927,1.9946808510638299,0,uruguay
schmidt,11,0.9090909090909091,0.8312094145936334,0.9090909090909091,1,0,20,0.999950002499875,-22.54560360729657,0,chile
schreiber,5,0.4,0.5477225575051662,0,1,0,4,0.9997500624843788,-0,0,peru
segurola,9,0.7777777777777778,0.9718253158075502,7,2,1,14,0.9332711152589828,-81.94825841884666,1,argentina
seminario,10,0.8,1.0327955589886444,0.8,1,0,20,0.999950002499875,-10.126582278481015,0,peru
seoane_heredia,9,1.3333333333333335,1.8027756377319943,1.6666666666666667,1,0,30,0.9999666677777407,7.466401194624187,0,peru
sieburger,4,0,0,0,1,0,0,0,0,0,argentina
sierra_méndez,5,1.2,1.0954451150103321,0.6,1,0,18,0.9999444475306927,4.9586776859504145,0,mexico
silva_herzog,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,12,0.9999166736105325,1.4932802389248387,0,mexico
silva_santisteban,6,1.1666666666666667,0.752772652709081,0.33333333333333337,1,1,14,0.9332711152589828,3.3936651583710398,1,peru
simeone,4,0,0,0,1,0,0,0,0,0,argentina
slim,4,0.5,0.5773502691896257,0,1,0,6,0.9998333611064822,-0,0,mexico
snopek,6,0.6666666666666666,0.816496580927726,0.16666666666666666,1,0,10,0.9999000099990002,-1.5136226034308777,0,argentina
sodi,14,1.2857142857142858,1.3259870882635918,3.5,1,3,42,0.9333125930534878,18.95237042767156,2,mexico
solari,4,0.25,0.5,0,1,1,0,0,-0,1,peru
solari_argentina,9,0.2222222222222222,0.44095855184409843,0,1,0,2,0.9995002498750625,-0,0,argentina
soler,14,1.6428571428571428,1.5984195491000024,4.7142857142857135,2,1,58,0.9830341858612567,8.91066193488659,1,mexico
sordo_madaleno,1,0,,0,1,0,0,0,0,0,mexico
soria,4,2.5,0.5773502691896257,0.25,1,0,28,0.9999642869897504,0.13326226012793177,0,argentina
soublette,1,1,,0,1,4,0,0,0,1,colombia
subercaseaux,23,1.5217391304347827,1.2011193725169755,2.152173913043478,2,15,74,0.8314513320075055,5.407806050472855,2,chile
sucre,11,0.5454545454545454,0.9341987329938277,0.27272727272727276,4,0,14,0.9999285765302479,-2.2178909872975336,0,venezuela
sáenz_peña,3,0.6666666666666666,0.5773502691896258,0,1,0,6,0.9998333611064822,-0,0,argentina
sánchez-concha,1,1,,0,1,2,0,0,0,1,peru
sánchez_de_bustamante,4,0.25,0.5,0,1,1,0,0,-0,1,argentina
taboada,4,0,0,0,1,0,0,0,0,0,argentina
tagle_bracho,4,0.5,0.5773502691896257,0,1,0,6,0.9998333611064822,-0,0,peru
tamayo_perú,5,1,0.7071067811865476,0.2,1,3,12,0.7999466702219852,200,1,peru
tellería,1,0,,0,1,0,0,0,0,0,peru
tenorio,5,0.4,0.8944271909999161,2.1464015151515152,2,4,0,0,-18.036987522281642,1,colombia
terry_perú,1,0,,0,1,0,0,0,0,0,peru
thorndike,4,1.5,1,0.75,1,0,14,0.9999285765302479,1.9946808510638299,0,peru
thorne,5,0.4,0.5477225575051662,0,1,0,6,0.9998333611064822,-0,0,peru
tito,3,1.6666666666666667,0.5773502691896257,14.333333333333334,1,1,8,0.8887901344295079,25.753643441804748,1,peru
tobar,3,0,0,0,2,0,0,0,0,0,venezuela
tohá,9,1.8888888888888888,0.927960727138337,2.7777777777777777,1,3,30,0.9090633617163117,3.3048868259866926,3,chile
tola,4,0.25,0.5,0,1,3,0,0,-0,1,peru
toro_venezuela,32,0.625,1.0701220913160239,3.03125,1,52,12,0.18749707035827565,-26.08929532006455,4,venezuela
torres_landa,3,0.6666666666666666,0.5773502691896258,0,1,0,6,0.9998333611064822,-0,0,mexico
torrico,4,1,0.816496580927726,0.25,1,0,12,0.9999166736105325,250,0,peru
torrijos,3,0.6666666666666667,1.1547005383792517,0.6666666666666667,1,2,0,0,-6.054490413723513,1,colombia
tovar,5,0,0,0,1,0,0,0,0,0,venezuela
trelles,4,0.5,0.5773502691896257,0,1,0,6,0.9998333611064822,-0,0,peru
tristán_del_pozo,9,2.2222222222222223,1.986062547968831,0.7962962962962963,1,9,32,0.7804687690544133,0.5859321772149598,1,peru
trivelli,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,12,0.9999166736105325,1.4932802389248387,0,chile
troconis,6,0.33333333333333337,0.5163977794943223,0,2,0,6,0.9998333611064822,-0,0,venezuela
tudela,1,0,,0,1,0,0,0,0,0,peru
turbay,10,0.8000000000000002,1.2292725943057181,0.5,1,5,8,0.6153372817475579,-6.329113924050636,1,colombia
ucrós,1,0,,0,1,0,0,0,0,0,colombia
ugarte,16,0.25,0.44721359549995793,0,1,0,12,0.9999166736105325,-0,0,peru
ugarteche,4,0,0,0,2,0,0,0,0,0,peru
ulloa,11,1.0909090909090908,0.9438798074485389,2,2,8,24,0.749976563232399,39.53602352556776,1,peru
umaña,6,1.5,1.378404875209022,20.833333333333336,1,1,22,0.9564801530368244,55.407801418439725,1,colombia
undurraga,5,1,0.7071067811865476,18.6,1,1,8,0.8887901344295079,18600,1,chile
urdaneta,21,1.2380952380952381,1.6704718466577613,4.142857142857143,3,31,38,0.5507166562803437,27.91827753243379,5,colombia
ureta,5,0.6,1.3416407864998738,1.4,1,3,0,0,-11.76470588235294,3,peru
uribe,8,1.25,1.164964745021435,0.875,2,0,26,0.9999615399407714,5.5643879173290935,0,colombia
uriburu,14,0.42857142857142855,0.5135525910130955,0,1,0,10,0.9999000099990002,-0,0,argentina
uricoechea,3,0.6666666666666666,0.5773502691896258,0,1,0,6,0.9998333611064822,-0,0,colombia
urquíza,2,0,0,0,1,0,0,0,0,0,mexico
urrutia,2,0,0,0,1,0,0,0,0,0,colombia
urteaga,4,0,0,0,1,0,0,0,0,0,peru
urtubey,5,0.4,0.5477225575051662,0,1,0,4,0.9997500624843788,-0,0,argentina
uñac,2,0,0,0,1,0,0,0,0,0,argentina
vaca_narvaja,4,1.75,0.9574271077563381,20,1,1,18,0.9473185621809378,30.429821224800303,1,argentina
valcárcel,10,0.39999999999999997,0.5163977794943223,0,1,0,12,0.9999166736105325,-0,0,peru
valdivieso,11,1,1.7888543819998317,5.818181818181818,1,11,6,0.3529204164460914,5818.181818181818,4,chile
valdés,11,1.1818181818181819,0.9816498172140429,0.27272727272727276,1,1,28,0.9654839488293506,2.5150522063867076,1,mexico
valdés_chile,42,0.7619047619047619,1.0548268568943209,2.277777777777777,1,6,58,0.9062358400649989,-25.392451780884233,4,chile
valencia,19,1.3157894736842106,1.3355245153100535,2.6228070175438596,1,3,46,0.9387563519111856,12.56396986947271,1,colombia
van_rysselberghe,4,1.5,1,0.75,1,0,18,0.9999444475306927,1.9946808510638299,0,chile
varela,17,0.5882352941176471,0.7122871199007256,0.11764705882352938,3,0,24,0.999958335069372,-0.9795165797585778,0,argentina
vargas_llosa,12,2.5,2.0225995873897262,6,2,0,68,0.9999852943339068,3.1982942430703627,0,peru
vega,4,1.5,1,0.75,1,0,14,0.9999285765302479,1.9946808510638299,0,colombia
velarde,2,0,0,0,1,0,0,0,0,0,peru
velasco_chile,44,1.4772727272727273,1.7048308429166315,12.298484848484842,3,26,98,0.7903162071273618,34.78757205446039,6,chile
veloso,4,2,0,0.5,1,0,12,0.9999166736105325,0.4995004995004996,0,chile
vergara-azcárate,22,0.909090909090909,1.3419634126405235,2.144958875521076,2,7,32,0.8204917822619934,-53.195331817595786,3,colombia
vial,38,0.7105263157894737,0.8670513790331904,0.769736842105263,1,14,30,0.6818026863025841,-7.558345120226307,7,chile
vicuña,64,1.390625,1.4759144327156681,9.4921875,2,16,180,0.9183626614149928,34.8201139893032,9,chile
videla,15,0.6,0.6324555320336759,0.13333333333333336,2,1,16,0.9411211105229104,-1.120448179271709,1,argentina
villa_michel,11,0.36363636363636365,0.504524979109513,0,1,0,12,0.9999166736105325,-0,0,mexico
villarán,11,0.7272727272727273,0.7862453931068966,0.1818181818181818,1,0,14,0.9999285765302479,-1.85200774475966,0,peru
villaveces,2,1,0,0,1,7,0,0,0,1,colombia
villegas,9,2,1.5,1.6666666666666665,1,0,30,0.9999666677777407,1.665001665001665,0,argentina
villegas_colombia,4,1,0.816496580927726,0.25,1,0,12,0.9999166736105325,250,0,colombia
villegas_venezuela,3,0,0,0,1,0,0,0,0,0,venezuela
virasoro,3,0,0,0,1,0,0,0,0,0,argentina
vodanovic,6,0.5,0.5477225575051661,0,1,1,6,0.857020425653478,-0,1,chile
von_mühlenbrock,2,0,0,0,1,0,0,0,0,0,chile
vásquez,3,1.3333333333333333,0.5773502691896257,0.33333333333333337,1,0,8,0.9998750156230471,1.4932802389248387,0,peru
vásquez_de_velasco,4,0,0,0,1,0,0,0,0,0,peru
vázquez-mellado,3,0,0,0,1,0,0,0,0,0,mexico
vélez,1,0,,0,1,0,0,0,0,0,colombia
vértiz,6,1.5,1.0488088481701516,26.5,2,3,12,0.7999466702219852,70.47872340425532,3,peru
walker_chile,13,0.6923076923076923,0.9473309334313418,1.3846153846153844,1,1,18,0.9473185621809378,-13.123212382928605,1,chile
warnes,10,3.4,1.776388345929897,47.15,2,38,44,0.5365788222094853,11.553540798823816,2,chile
werthein,5,0.8,0.8366600265340756,0.2,1,0,8,0.9998750156230471,-2.5316455696202538,0,argentina
wiesner,7,0,0,0,1,0,0,0,0,0,colombia
wiesse,2,0,0,0,1,0,0,0,0,0,peru
wills,4,0,0,0,1,0,0,0,0,0,colombia
yankelevich,7,2.2857142857142856,1.1126972805283737,2.857142857142857,1,0,44,0.9999772732437899,1.9431220419436777,0,argentina
yarur,5,0.4,0.5477225575051662,0,1,0,6,0.9998333611064822,-0,0,chile
yerovi,4,1.25,0.9574271077563381,0,2,4,4,0.4999375078115236,0,1,peru
yoma,13,2,2.1213203435596424,2.0769230769230766,2,0,56,0.9999821431760147,2.0748482286943823,0,argentina
yrigoyen,3,0.6666666666666666,0.5773502691896258,0,1,0,4,0.9997500624843788,-0,0,peru
yunes,6,1,0.8944271909999159,0.6666666666666667,1,0,16,0.9999375039060058,666.6666666666667,0,mexico
yábar,9,0.22222222222222218,0.44095855184409843,0,1,0,4,0.9997500624843788,-0,0,peru
zaldívar,11,0.7272727272727273,0.9045340337332909,0.8636363636363638,1,3,14,0.8234809717075465,-8.797036787608388,1,chile
zavala,4,0,0,0,1,0,0,0,0,0,peru
zavala_de_la_maza,2,1,0,0,1,0,6,0.9998333611064822,0,0,peru
zañartu,17,0.2941176470588235,0.5878675320972555,0.0588235294117647,1,1,10,0.909008271975275,-0.5721786543704351,1,chile
zea,11,1.1818181818181819,1.0787197799411874,0.5454545454545454,1,1,30,0.9677107190090641,5.030104412773414,1,colombia
zegers_chile,13,0.3076923076923077,0.6304251719561151,0.07692307692307693,1,0,10,0.9999000099990002,-0.7290673546071449,0,chile
