step,lcc_targeted,lcc_mean,lcc_low,lcc_high,pct_removed
31,0.008415147265077139,0.15680224403927068,0.12889200561009817,0.17251051893408134,0.04172274562584118
32,0.008426966292134831,0.15681179775280898,0.1290730337078652,0.1714185393258427,0.04306864064602961
33,0.008438818565400843,0.15654008438818565,0.12925457102672294,0.17158931082981715,0.04441453566621804
34,0.008450704225352112,0.15553521126760564,0.12943661971830986,0.17183098591549295,0.04576043068640646
35,0.00846262341325811,0.15538787023977432,0.12820874471086036,0.17207334273624825,0.047106325706594884
36,0.00847457627118644,0.15532485875706215,0.12838983050847458,0.17231638418079095,0.04845222072678331
37,0.008486562942008486,0.15499292786421498,0.1285714285714286,0.17256011315417255,0.04979811574697174
38,0.0084985835694051,0.15451841359773372,0.12606232294617564,0.17280453257790368,0.05114401076716016
39,0.00851063829787234,0.1544113475177305,0.12624113475177304,0.17170212765957446,0.052489905787348586
40,0.007102272727272727,0.15396306818181818,0.12492897727272727,0.17194602272727272,0.05383580080753701
41,0.007112375533428165,0.1537126600284495,0.12510668563300142,0.1721194879089616,0.05518169582772544
42,0.007122507122507123,0.1535897435897436,0.1252136752136752,0.17236467236467237,0.05652759084791386
43,0.007132667617689016,0.15333808844507846,0.125320970042796,0.17261055634807418,0.05787348586810229
44,0.007142857142857143,0.1527,0.12128571428571429,0.17285714285714285,0.059219380888290714
45,0.00715307582260372,0.15246065808297568,0.11866952789699571,0.17310443490701002,0.06056527590847914
46,0.0071633237822349575,0.15217765042979942,0.11740687679083095,0.17335243553008595,0.06191117092866756
47,0.007173601147776184,0.15137733142037302,0.11585365853658537,0.1722381635581062,0.063257065948856
48,0.007183908045977011,0.15123563218390804,0.11602011494252873,0.1724137931034483,0.06460296096904442
49,0.007194244604316547,0.15040287769784172,0.10906474820143884,0.17266187050359713,0.06594885598923284
50,0.007204610951008645,0.15034582132564842,0.10922190201729107,0.1729106628242075,0.06729475100942127
51,0.007215007215007215,0.1497835497835498,0.10800865800865801,0.17316017316017315,0.06864064602960969
52,0.0072254335260115606,0.14891618497109826,0.10816473988439307,0.17341040462427745,0.06998654104979811
53,0.00723589001447178,0.14833574529667148,0.10557163531114327,0.1736613603473227,0.07133243606998654
54,0.005797101449275362,0.1481159420289855,0.10572463768115942,0.17253623188405795,0.07267833109017496
55,0.005805515239477504,0.14705370101596515,0.10587808417997097,0.17271407837445574,0.0740242261103634
56,0.005813953488372093,0.1469622093023256,0.10603197674418605,0.17296511627906977,0.07537012113055182
57,0.005822416302765648,0.1468995633187773,0.1061863173216885,0.17321688500727803,0.07671601615074024
58,0.0058309037900874635,0.14692419825072886,0.10634110787172012,0.17346938775510204,0.07806191117092867
59,0.00583941605839416,0.14621897810218978,0.10649635036496351,0.17372262773722627,0.07940780619111709
60,0.005847953216374269,0.14568713450292398,0.10511695906432748,0.1739766081871345,0.08075370121130551
61,0.005856515373352855,0.1453294289897511,0.10527086383601758,0.17423133235724744,0.08209959623149395
62,0.005865102639296188,0.1448533724340176,0.10542521994134897,0.17309384164222874,0.08344549125168237
63,0.005873715124816446,0.1443612334801762,0.10558002936857563,0.17334801762114535,0.0847913862718708
64,0.0058823529411764705,0.14420588235294118,0.10573529411764705,0.17352941176470588,0.08613728129205922
65,0.005891016200294551,0.14363770250368188,0.10301914580265095,0.17091310751104563,0.08748317631224764
66,0.0058997050147492625,0.14348082595870207,0.10317109144542773,0.1710914454277286,0.08882907133243607
67,0.005908419497784343,0.14316100443131463,0.1033234859675037,0.17134416543574593,0.0901749663526245
68,0.005917159763313609,0.14273668639053255,0.10036982248520711,0.17159763313609466,0.09152086137281291
69,0.005925925925925926,0.1424888888888889,0.10051851851851852,0.17185185185185184,0.09286675639300135
70,0.005934718100890208,0.14200296735905044,0.09614243323442136,0.17210682492581603,0.09421265141318977
71,0.005943536404160475,0.14212481426448736,0.09628528974739971,0.1723625557206538,0.0955585464333782
72,0.005952380952380952,0.14154761904761903,0.09642857142857143,0.17261904761904762,0.09690444145356662
73,0.005961251862891207,0.1407004470938897,0.09649776453055142,0.17287630402384502,0.09825033647375504
74,0.005970149253731343,0.14053731343283582,0.09664179104477613,0.17313432835820897,0.09959623149394348
75,0.005979073243647235,0.1398505231689088,0.08961136023916293,0.17189835575485798,0.1009421265141319
76,0.004491017964071856,0.13940119760479042,0.08824850299401199,0.1721556886227545,0.10228802153432032
77,0.004497751124437781,0.13893553223388305,0.08838080959520239,0.1724137931034483,0.10363391655450875
78,0.0045045045045045045,0.13833333333333334,0.08708708708708708,0.17267267267267267,0.10497981157469717
79,0.004511278195488722,0.1374436090225564,0.08721804511278196,0.17150375939849624,0.1063257065948856
80,0.004518072289156626,0.13703313253012048,0.08712349397590362,0.1716867469879518,0.10767160161507403
81,0.004524886877828055,0.1365158371040724,0.08725490196078431,0.16900452488687784,0.10901749663526245
82,0.004531722054380665,0.13622356495468277,0.08738670694864048,0.1692598187311178,0.11036339165545088
83,0.0045385779122541605,0.13571860816944023,0.08751891074130105,0.16951588502269288,0.1117092866756393
84,0.004545454545454545,0.13536363636363635,0.08765151515151515,0.16977272727272727,0.11305518169582772
85,0.004552352048558422,0.13473444613050076,0.0877845220030349,0.16995447647951442,0.11440107671601615
86,0.004559270516717325,0.13428571428571429,0.0879179331306991,0.1702127659574468,0.11574697173620457
87,0.0045662100456621,0.13372907153729072,0.0834855403348554,0.1704718417047184,0.11709286675639301
88,0.004573170731707317,0.13315548780487804,0.08216463414634147,0.17073170731707318,0.11843876177658143
89,0.004580152671755725,0.13261068702290077,0.08229007633587787,0.16809160305343512,0.11978465679676985
90,0.0045871559633027525,0.13211009174311927,0.08241590214067279,0.16819571865443425,0.12113055181695828
91,0.004594180704441042,0.1313323124042879,0.08254211332312404,0.16845329249617153,0.1224764468371467
92,0.004601226993865031,0.12983128834355828,0.07967791411042945,0.1687116564417178,0.12382234185733512
93,0.004608294930875576,0.12943164362519202,0.07980030721966205,0.16605222734254993,0.12516823687752354
94,0.004615384615384616,0.12930769230769232,0.07992307692307692,0.16630769230769232,0.126514131897712
95,0.004622496147919877,0.12915254237288135,0.07996918335901386,0.1664869029275809,0.1278600269179004
96,0.0030864197530864196,0.12887345679012346,0.08009259259259259,0.16674382716049382,0.12920592193808883
97,0.0030911901081916537,0.12839258114374033,0.08021638330757341,0.16692426584234932,0.13055181695827725
98,0.0030959752321981426,0.12820433436532508,0.0803405572755418,0.16718266253869968,0.13189771197846567
99,0.0031007751937984496,0.1273953488372093,0.07744186046511627,0.16596899224806202,0.13324360699865412
100,0.003105590062111801,0.12746894409937887,0.07756211180124224,0.16614906832298137,0.13458950201884254
101,0.003110419906687403,0.1272628304821151,0.07768273716951789,0.16493001555209955,0.13593539703903096
102,0.003115264797507788,0.12669781931464175,0.077803738317757,0.16518691588785045,0.13728129205921938
103,0.0031201248049922,0.1258814352574103,0.07792511700468019,0.16544461778471137,0.1386271870794078
104,0.003125,0.124953125,0.07796875,0.165703125,0.13997308209959622
105,0.003129890453834116,0.12436619718309859,0.0780907668231612,0.165962441314554,0.14131897711978467
106,0.003134796238244514,0.12429467084639498,0.07672413793103448,0.16622257053291536,0.1426648721399731
107,0.0031397174254317113,0.123861852433281,0.07684458398744114,0.16648351648351647,0.1440107671601615
108,0.0031446540880503146,0.12383647798742138,0.07696540880503144,0.16666666666666666,0.14535666218034993
109,0.0031496062992125984,0.1225984251968504,0.07708661417322835,0.16692913385826771,0.14670255720053835
110,0.0031545741324921135,0.12246056782334384,0.0772082018927445,0.1641955835962145,0.1480484522207268
111,0.00315955766192733,0.12180094786729857,0.07582938388625593,0.1644549763033175,0.14939434724091522
112,0.0031645569620253164,0.12025316455696203,0.0759493670886076,0.16463607594936705,0.15074024226110364
113,0.003169572107765452,0.11946117274167987,0.07599049128367671,0.16489698890649762,0.15208613728129206
114,0.0031746031746031746,0.11898412698412698,0.07611111111111113,0.16515873015873014,0.15343203230148048
115,0.003179650238473768,0.11834658187599364,0.07623211446740859,0.16542130365659774,0.15477792732166892
116,0.0031847133757961785,0.11767515923566879,0.07484076433121019,0.16560509554140126,0.15612382234185734
117,0.003189792663476874,0.11757575757575757,0.07496012759170653,0.16586921850079744,0.15746971736204576
118,0.003194888178913738,0.11707667731629393,0.07507987220447285,0.16613418530351437,0.15881561238223418
119,0.0032,0.11688,0.0752,0.16488,0.1601615074024226
120,0.003205128205128205,0.1161698717948718,0.07524038461538461,0.16514423076923077,0.16150740242261102
121,0.0032102728731942215,0.11581059390048154,0.07536115569823434,0.162199036918138,0.16285329744279947
122,0.003215434083601286,0.11565916398713826,0.07540192926045015,0.162459807073955,0.1641991924629879
123,0.00322061191626409,0.11555555555555555,0.07544283413848632,0.16272141706924317,0.1655450874831763
124,0.0032258064516129032,0.11538709677419355,0.07556451612903227,0.16137096774193546,0.16689098250336473
125,0.0032310177705977385,0.11458804523424879,0.07108239095315025,0.16163166397415185,0.16823687752355315
126,0.003236245954692557,0.11380258899676375,0.07119741100323625,0.16035598705501616,0.1695827725437416
127,0.0032414910858995136,0.11286871961102107,0.06952998379254456,0.1590761750405186,0.17092866756393002
128,0.003246753246753247,0.11279220779220779,0.06964285714285715,0.15933441558441558,0.17227456258411844
129,0.0032520325203252032,0.11278048780487805,0.06975609756097562,0.15959349593495933,0.17362045760430686
130,0.003257328990228013,0.11254071661237786,0.06986970684039089,0.15985342019543972,0.17496635262449528
131,0.0032626427406199023,0.11241435562805872,0.06688417618270799,0.16011419249592168,0.17631224764468373
132,0.0032679738562091504,0.11197712418300654,0.06691176470588235,0.160375816993464,0.17765814266487215
133,0.0032733224222585926,0.11112929623567921,0.06702127659574468,0.1606382978723404,0.17900403768506057
134,0.003278688524590164,0.11070491803278688,0.06713114754098361,0.15622950819672127,0.180349932705249
135,0.003284072249589491,0.11059113300492611,0.06724137931034482,0.15648604269293923,0.1816958277254374
136,0.003289473684210526,0.11,0.06735197368421052,0.15518092105263157,0.18304172274562583
137,0.0032948929159802307,0.10960461285008237,0.0657331136738056,0.15387149917627674,0.18438761776581428
138,0.0033003300330033004,0.10907590759075908,0.06584158415841584,0.1541254125412541,0.1857335127860027
139,0.003305785123966942,0.10905785123966942,0.0659504132231405,0.15429752066115698,0.18707940780619112
140,0.0033112582781456954,0.10887417218543047,0.06291390728476821,0.1545529801324503,0.18842530282637954
141,0.003316749585406302,0.10820895522388059,0.06293532338308458,0.15456053067993364,0.18977119784656796
142,0.0033222591362126247,0.10729235880398671,0.06303986710963455,0.15448504983388706,0.1911170928667564
143,0.0033277870216306157,0.10700499168053244,0.06314475873544094,0.15474209650582363,0.19246298788694483
144,0.0033333333333333335,0.10676666666666666,0.06325,0.15341666666666665,0.19380888290713325
145,0.00333889816360601,0.10592654424040067,0.06176961602671119,0.15358931552587646,0.19515477792732167
146,0.0033444816053511705,0.10578595317725753,0.061789297658862874,0.15384615384615385,0.19650067294751009
147,0.0033500837520938024,0.10495812395309882,0.061892797319932996,0.1541038525963149,0.19784656796769853
148,0.003355704697986577,0.10416107382550335,0.06040268456375839,0.15436241610738255,0.19919246298788695
149,0.0033613445378151263,0.10344537815126051,0.06025210084033614,0.1546218487394958,0.20053835800807537
150,0.003367003367003367,0.10333333333333333,0.060353535353535354,0.15328282828282827,0.2018842530282638
151,0.003372681281618887,0.10252951096121417,0.05885328836424958,0.1502529510961214,0.20323014804845221
152,0.0033783783783783786,0.10209459459459459,0.05734797297297298,0.15050675675675673,0.20457604306864063
153,0.00338409475465313,0.10184433164128595,0.05744500846023688,0.15076142131979695,0.20592193808882908
154,0.003389830508474576,0.10142372881355932,0.057542372881355934,0.15101694915254238,0.2072678331090175
155,0.003395585738539898,0.10106960950764006,0.05764006791171477,0.14966044142614598,0.20861372812920592
156,0.003401360544217687,0.1010374149659864,0.05773809523809524,0.14991496598639453,0.20995962314939434
157,0.0034071550255536627,0.10022146507666099,0.056047700170357755,0.15,0.21130551816958276
158,0.0034129692832764505,0.09868600682593857,0.05614334470989761,0.15017064846416384,0.2126514131897712
159,0.003418803418803419,0.09835897435897435,0.05273504273504273,0.14205128205128204,0.21399730820995963
160,0.003424657534246575,0.09791095890410959,0.05282534246575342,0.14229452054794522,0.21534320323014805
161,0.003430531732418525,0.09780445969125215,0.05291595197255575,0.1425385934819897,0.21668909825033647
162,0.003436426116838488,0.09742268041237113,0.053006872852233676,0.14278350515463917,0.2180349932705249
163,0.0034423407917383822,0.09623063683304647,0.048020654044750435,0.14302925989672977,0.2193808882907133
164,0.0034482758620689655,0.09624137931034484,0.04810344827586207,0.1432758620689655,0.22072678331090176
165,0.0034542314335060447,0.09547495682210708,0.04818652849740933,0.14352331606217616,0.22207267833109018
166,0.0034602076124567475,0.09496539792387543,0.04826989619377163,0.14359861591695502,0.2234185733512786
167,0.0034662045060658577,0.09395147313691508,0.04835355285961872,0.13890814558058923,0.22476446837146702
168,0.003472222222222222,0.09303819444444444,0.0484375,0.1388888888888889,0.22611036339165544
169,0.0034782608695652175,0.09208695652173914,0.04852173913043478,0.1391304347826087,0.2274562584118439
170,0.003484320557491289,0.09195121951219512,0.04851916376306621,0.13937282229965156,0.2288021534320323
171,0.0034904013961605585,0.09193717277486911,0.048603839441535776,0.13961605584642234,0.23014804845222073
172,0.0034965034965034965,0.09187062937062937,0.04702797202797203,0.13819930069930067,0.23149394347240915
173,0.0035026269702276708,0.09071803852889666,0.047110332749562174,0.138353765323993,0.23283983849259757
174,0.0035087719298245615,0.08956140350877193,0.047192982456140356,0.13859649122807016,0.23418573351278602
175,0.0035149384885764497,0.08947275922671354,0.04727592267135325,0.13717047451669595,0.23553162853297444
176,0.0035211267605633804,0.08913732394366197,0.047359154929577464,0.13741197183098594,0.23687752355316286
177,0.003527336860670194,0.0890652557319224,0.04744268077601411,0.13756613756613756,0.23822341857335128
178,0.0035335689045936395,0.088886925795053,0.047526501766784454,0.13613074204946995,0.2395693135935397
179,0.0035398230088495575,0.08853097345132743,0.04424778761061947,0.13628318584070798,0.24091520861372812
180,0.0035460992907801418,0.08808510638297873,0.04423758865248227,0.13652482269503546,0.24226110363391656
181,0.003552397868561279,0.0875133214920071,0.04431616341030196,0.13507992895204263,0.24360699865410498
182,0.0035587188612099642,0.08736654804270462,0.04439501779359431,0.1284697508896797,0.2449528936742934
183,0.0035650623885918,0.08727272727272728,0.04447415329768271,0.12700534759358287,0.24629878869448182
184,0.0035714285714285713,0.08717857142857142,0.04455357142857143,0.1271428571428571,0.24764468371467024
185,0.0035778175313059034,0.0872093023255814,0.04463327370304115,0.12737030411449013,0.2489905787348587
186,0.0035842293906810036,0.0871146953405018,0.04471326164874552,0.1275985663082437,0.2503364737550471
187,0.003590664272890485,0.0870556552962298,0.042998204667863554,0.126032315978456,0.25168236877523553
188,0.0035971223021582736,0.08665467625899281,0.043075539568345325,0.12625899280575537,0.253028263795424
189,0.0036036036036036037,0.0859099099099099,0.043153153153153156,0.12648648648648644,0.2543741588156124
190,0.0036101083032490976,0.08501805054151625,0.04142599277978339,0.1267148014440433,0.2557200538358008
191,0.003616636528028933,0.08484629294755877,0.04150090415913201,0.12694394213381555,0.2570659488559892
192,0.0036231884057971015,0.08469202898550725,0.041576086956521735,0.12681159420289856,0.25841184387617766
193,0.003629764065335753,0.08442831215970961,0.04165154264972777,0.12531760435571687,0.2597577388963661
194,0.0036363636363636364,0.0839090909090909,0.04,0.12545454545454546,0.2611036339165545
195,0.0036429872495446266,0.08382513661202186,0.04007285974499089,0.12568306010928962,0.26244952893674295
196,0.0036496350364963502,0.08363138686131387,0.040145985401459854,0.1259124087591241,0.26379542395693134
197,0.003656307129798903,0.08354661791590494,0.04021937842778794,0.12614259597806216,0.2651413189771198
198,0.003663003663003663,0.08316849816849817,0.040293040293040296,0.12637362637362637,0.26648721399730824
199,0.003669724770642202,0.08289908256880735,0.04036697247706422,0.12660550458715597,0.26783310901749663
200,0.003676470588235294,0.0828860294117647,0.04044117647058824,0.12683823529411764,0.2691790040376851
201,0.003683241252302026,0.08209944751381215,0.040515653775322284,0.1270718232044199,0.27052489905787347
202,0.0036900369003690036,0.08158671586715867,0.038560885608856094,0.12730627306273062,0.2718707940780619
203,0.0036968576709796672,0.08149722735674676,0.038632162661737524,0.12578558225508318,0.2732166890982503
204,0.003703703703703704,0.08144444444444444,0.038703703703703705,0.1260185185185185,0.27456258411843876
205,0.0037105751391465678,0.08141001855287569,0.03877551020408163,0.12625231910946197,0.2759084791386272
206,0.0037174721189591076,0.08143122676579925,0.03884758364312268,0.12648698884758364,0.2772543741588156
207,0.0037243947858473,0.08139664804469274,0.038919925512104284,0.12672253258845437,0.27860026917900405
208,0.0037313432835820895,0.08121268656716418,0.038992537313432836,0.1269589552238806,0.27994616419919244
209,0.003738317757009346,0.0811214953271028,0.03906542056074766,0.127196261682243,0.2812920592193809
210,0.003745318352059925,0.08076779026217229,0.03913857677902622,0.12743445692883895,0.28263795423956933
211,0.00375234521575985,0.08026266416510319,0.03921200750469043,0.12767354596622887,0.2839838492597577
212,0.0037593984962406013,0.08013157894736841,0.039285714285714285,0.12791353383458645,0.2853297442799462
213,0.003766478342749529,0.08,0.035687382297551785,0.12815442561205273,0.28667563930013457
214,0.0037735849056603774,0.0800377358490566,0.03575471698113207,0.12839622641509435,0.288021534320323
215,0.003780718336483932,0.07977315689981096,0.03582230623818526,0.12863894139886578,0.28936742934051146
216,0.003787878787878788,0.07960227272727273,0.03589015151515152,0.12888257575757575,0.29071332436069985
217,0.003795066413662239,0.07944971537001898,0.03595825426944972,0.12912713472485768,0.2920592193808883
218,0.0038022813688212928,0.07937262357414449,0.036026615969581746,0.12937262357414447,0.2934051144010767
219,0.0038095238095238095,0.07878095238095238,0.0360952380952381,0.1295238095238095,0.29475100942126514
220,0.003816793893129771,0.0783969465648855,0.03616412213740458,0.1297709923664122,0.2960969044414536
221,0.0038240917782026767,0.07812619502868069,0.03623326959847037,0.13001912045889102,0.297442799461642
222,0.0038314176245210726,0.07808429118773946,0.03630268199233717,0.12844827586206897,0.29878869448183043
223,0.003838771593090211,0.0774088291746641,0.03637236084452975,0.12312859884836849,0.3001345895020188
224,0.0038461538461538464,0.07734615384615384,0.03644230769230769,0.12336538461538461,0.30148048452220727
225,0.0038535645472061657,0.07630057803468208,0.03651252408477842,0.1235067437379576,0.3028263795423957
226,0.003861003861003861,0.07584942084942085,0.03648648648648649,0.12374517374517374,0.3041722745625841
227,0.0038684719535783366,0.07582205029013539,0.03655705996131528,0.12398452611218568,0.30551816958277256
228,0.003875968992248062,0.07455426356589147,0.03478682170542636,0.12238372093023253,0.30686406460296095
229,0.001941747572815534,0.07456310679611651,0.03485436893203883,0.12262135922330096,0.3082099596231494
230,0.0019455252918287938,0.07394941634241245,0.03492217898832685,0.12276264591439688,0.30955585464333785
231,0.001949317738791423,0.07395711500974658,0.034990253411306044,0.12300194931773878,0.31090174966352624
232,0.001953125,0.07349609375,0.03505859375,0.123046875,0.3122476446837147
233,0.0019569471624266144,0.07309197651663404,0.03512720156555773,0.12142857142857143,0.3135935397039031
234,0.00196078431372549,0.0731764705882353,0.035196078431372554,0.12166666666666667,0.3149394347240915
235,0.0019646365422396855,0.07292730844793713,0.03526522593320236,0.12190569744597249,0.3162853297442799
236,0.001968503937007874,0.07285433070866142,0.03533464566929134,0.12027559055118109,0.31763122476446837
237,0.0019723865877712033,0.07285996055226825,0.03353057199211045,0.1205128205128205,0.3189771197846568
238,0.001976284584980237,0.07276679841897234,0.03359683794466403,0.11867588932806324,0.3203230148048452
239,0.0019801980198019802,0.07245544554455445,0.033663366336633666,0.1189108910891089,0.32166890982503366
240,0.001984126984126984,0.07251984126984126,0.03373015873015873,0.11914682539682539,0.32301480484522205
241,0.0019880715705765406,0.07244532803180914,0.033797216699801194,0.11928429423459244,0.3243606998654105
242,0.00199203187250996,0.07197211155378486,0.03386454183266932,0.11952191235059761,0.32570659488559894
243,0.001996007984031936,0.07135728542914171,0.033932135728542916,0.11976047904191617,0.32705248990578734
244,0.002,0.07128,0.034,0.12,0.3283983849259758
245,0.002004008016032064,0.07086172344689379,0.03406813627254509,0.12024048096192384,0.3297442799461642
246,0.002008032128514056,0.07088353413654619,0.03413654618473896,0.12048192771084337,0.3310901749663526
247,0.002012072434607646,0.0706841046277666,0.03420523138832998,0.12072434607645875,0.33243606998654107
248,0.0020161290322580645,0.07078629032258064,0.034274193548387094,0.12096774193548387,0.33378196500672946
249,0.00202020202020202,0.06991919191919192,0.03434343434343434,0.12121212121212122,0.3351278600269179
250,0.0020242914979757085,0.06989878542510121,0.03441295546558704,0.11761133603238864,0.3364737550471063
251,0.002028397565922921,0.06987829614604463,0.034482758620689655,0.11764705882352941,0.33781965006729475
252,0.0020325203252032522,0.06920731707317074,0.034552845528455285,0.11209349593495933,0.3391655450874832
253,0.002036659877800407,0.0690020366598778,0.03441955193482689,0.11232179226069244,0.3405114401076716
254,0.0020408163265306124,0.06885714285714285,0.03448979591836735,0.11255102040816325,0.34185733512786004
255,0.002044989775051125,0.06877300613496933,0.03456032719836401,0.11278118609406951,0.34320323014804843
256,0.0020491803278688526,0.06813524590163934,0.034631147540983606,0.1130122950819672,0.3445491251682369
257,0.002053388090349076,0.06788501026694045,0.03470225872689938,0.11303901437371662,0.34589502018842533
258,0.00205761316872428,0.06773662551440329,0.03477366255144033,0.1132716049382716,0.3472409152086137
259,0.002061855670103093,0.06744329896907217,0.034845360824742266,0.11350515463917525,0.34858681022880217
260,0.002066115702479339,0.06714876033057851,0.03491735537190083,0.10971074380165288,0.34993270524899056
261,0.002070393374741201,0.06695652173913043,0.03302277432712216,0.10993788819875776,0.351278600269179
262,0.002074688796680498,0.06657676348547718,0.03309128630705394,0.11016597510373442,0.35262449528936746
263,0.002079002079002079,0.06513513513513514,0.03316008316008316,0.1082120582120582,0.35397039030955585
264,0.0020833333333333333,0.06441666666666666,0.031145833333333334,0.10843749999999999,0.3553162853297443
265,0.0020876826722338203,0.06438413361169103,0.029227557411273485,0.10866388308977036,0.3566621803499327
266,0.0020920502092050207,0.06380753138075314,0.029288702928870293,0.10889121338912133,0.35800807537012114
267,0.0020964360587002098,0.06377358490566037,0.029350104821802937,0.10911949685534592,0.35935397039030953
268,0.0021008403361344537,0.06319327731092438,0.029411764705882353,0.10934873949579832,0.360699865410498
269,0.002105263157894737,0.06326315789473684,0.029473684210526315,0.10957894736842105,0.3620457604306864
270,0.002109704641350211,0.06278481012658228,0.029535864978902954,0.10981012658227848,0.3633916554508748
271,0.0021141649048625794,0.06241014799154334,0.029492600422832978,0.11004228329809725,0.36473755047106327
272,0.00211864406779661,0.06211864406779661,0.029555084745762714,0.11027542372881355,0.36608344549125166
273,0.0021231422505307855,0.06138004246284501,0.02961783439490446,0.10849256900212313,0.3674293405114401
274,0.002127659574468085,0.061127659574468085,0.029574468085106387,0.10670212765957444,0.36877523553162855
275,0.0021321961620469083,0.060362473347547976,0.0255863539445629,0.10692963752665244,0.37012113055181695
276,0.002136752136752137,0.06017094017094017,0.025534188034188034,0.10715811965811964,0.3714670255720054
277,0.0021413276231263384,0.05997858672376873,0.025588865096359742,0.10738758029978586,0.3728129205921938
278,0.002145922746781116,0.05914163090128755,0.025643776824034334,0.10761802575107295,0.37415881561238223
279,0.002150537634408602,0.05924731182795699,0.025698924731182796,0.10784946236559138,0.3755047106325707
280,0.0021551724137931034,0.05911637931034483,0.025754310344827586,0.10808189655172411,0.3768506056527591
281,0.0021598272138228943,0.05915766738660907,0.025809935205183588,0.10831533477321811,0.3781965006729475
282,0.0021645021645021645,0.059134199134199136,0.025865800865800866,0.10854978354978354,0.3795423956931359
283,0.0021691973969631237,0.05904555314533622,0.02386117136659436,0.10845986984815618,0.38088829071332436
284,0.002173913043478261,0.058652173913043476,0.02391304347826087,0.10869565217391304,0.3822341857335128
285,0.002178649237472767,0.05849673202614379,0.023965141612200435,0.10893246187363835,0.3835800807537012
286,0.002183406113537118,0.058427947598253274,0.024017467248908297,0.1091703056768559,0.38492597577388965
287,0.002188183807439825,0.05824945295404814,0.023960612691466085,0.10940919037199125,0.38627187079407804
288,0.0021929824561403508,0.05828947368421052,0.02401315789473684,0.10964912280701754,0.3876177658142665
289,0.002197802197802198,0.05795604395604396,0.02197802197802198,0.10989010989010989,0.38896366083445494
290,0.0022026431718061676,0.05781938325991189,0.022026431718061675,0.11013215859030837,0.39030955585464333
291,0.002207505518763797,0.05781456953642384,0.02207505518763797,0.11037527593818984,0.3916554508748318
292,0.0022123893805309734,0.05765486725663717,0.022123893805309734,0.10851769911504425,0.39300134589502017
293,0.0022172949002217295,0.057494456762749446,0.022172949002217297,0.10875831485587582,0.3943472409152086
294,0.0022222222222222222,0.05726666666666667,0.022222222222222223,0.10888888888888888,0.39569313593539707
295,0.0022271714922048997,0.057060133630289535,0.022271714922048998,0.1091314031180401,0.39703903095558546
296,0.002232142857142857,0.05671875,0.022321428571428572,0.109375,0.3983849259757739
