url,coordinator,consultant,gatekeeper,representative,liaison,nombre,familia,pais,total_brokerage,norm_coordinator,norm_consultant,norm_gatekeeper,norm_representative,norm_liaison
https://es.wikipedia.org/wiki/Carlos_O%27Donnell_y_Joris,2,0,0,0,0,Carlos O'Donnell y Joris,o'donnell,colombia,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Octavio_Bunge,0,0,0,0,0,Carlos Octavio Bunge,bunge,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Oneto,0,0,0,0,0,Carlos Oneto,oneto,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Ortiz_de_Rozas,0,0,0,0,0,Carlos Ortiz de Rozas,ortiz_de_rozas,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Palacios_y_Blanco,0,0,0,0,0,Carlos Palacios y Blanco,palacios_venezuela,venezuela,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Paz_Sold%C3%A1n_y_Benavides,2,0,0,0,0,Carlos Paz Soldán y Benavides,paz_soldán,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Pellegrini,0,0,0,1,0,Carlos Pellegrini,pellegrini,argentina,1,0,0,0,1,0
https://es.wikipedia.org/wiki/Carlos_Pizarro_Leong%C3%B3mez,6,0,0,0,0,Carlos Pizarro Leongómez,acevedo_colombia,colombia,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Riesco_Errazuriz,0,0,0,0,0,Carlos Riesco Errazuriz,errázuriz,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Riva_Palacio,0,0,0,0,0,Carlos Riva Palacio,riva_palacio,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Rodr%C3%ADguez-Pastor_Mendoza,2,0,0,0,0,Carlos Rodríguez Pastor Mendoza,rodríguez_pastor,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Rodr%C3%ADguez_Pastor,2,0,0,0,0,Carlos Rodríguez Pastor,rodríguez_pastor,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Rodr%C3%ADguez_Pastor_Mendoza,2,0,0,0,0,Carlos Rodríguez Pastor Mendoza,rodríguez_pastor,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Rodr%C3%ADguez_Pastor_Persivale,2,0,0,0,0,Carlos Rodríguez Pastor Persivale,rodríguez_pastor,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Rospigliosi_Vigil,0,0,0,0,0,Carlos Rospigliosi Vigil,rospigliosi,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Rub%C3%A9n_Polar,0,0,0,0,0,Carlos Rubén Polar,polar,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Sa%C3%BAl_Facundo_Menem,1,0,0,0,0,Carlos Menem Jr.,yoma,argentina,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Salinas_de_Gortari,6,0,0,0,0,Carlos Salinas de Gortari,salinas,mexico,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Sanz_de_Santamar%C3%ADa,0,0,0,0,0,Carlos Sanz de Santamaría,sanz_de_santamaría,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Scheck,6,0,0,0,0,Carlos Scheck,scheck,uruguay,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Slim,0,0,0,0,0,Carlos Slim,slim,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Slim_Domit,0,0,0,0,0,Carlos Slim Domit,slim,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Sodi_Candiani,2,0,0,0,0,Carlos Sodi Candiani,sodi,mexico,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Torcuato_de_Alvear,0,0,0,0,0,Carlos Torcuato de Alvear,alvear,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Toro_Manrique,0,0,0,0,0,Carlos Toro Manrique,toro_venezuela,venezuela,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Vial_Infante,0,0,0,0,0,Carlos Vial Infante,vial,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Vicu%C3%B1a_Fuentes,6,0,0,0,0,Carlos Vicuña Fuentes,vicuña,chile,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Villaveces_Restrepo,0,0,0,0,0,Carlos Villaveces Restrepo,villaveces,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_Wiesse_Portocarrero,0,0,0,0,0,Carlos Wiesse Portocarrero,portocarrero_perú,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlos_de_Pi%C3%A9rola,0,0,0,0,0,Carlos de Piérola,piérola,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carlota_de_Albret,0,0,0,0,0,Carlota de Albret,borja,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmela_Carvajal,2,0,0,0,0,Carmela Carvajal,echaurren,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carmela_Mackenna,0,0,0,1,0,Carmela Mackenna,mackenna,chile,1,0,0,0,1,0
https://es.wikipedia.org/wiki/Carmelo_Arango,0,0,0,0,0,Carmelo Arango,borrero,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Alard%C3%ADn,0,0,0,0,0,Carmen Alardín,pinal_hidalgo,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Calisto_Ponce,0,0,1,0,0,Carmen Calisto,borja,ecuador,1,0,0,1,0,0
https://es.wikipedia.org/wiki/Carmen_Castillo_(cineasta),0,0,0,0,0,Carmen Castillo (cineasta),allende,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Dragonetti,0,0,0,0,0,Carmen Dragonetti,de_habich,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Frei,6,0,0,0,0,Carmen Frei,frei,chile,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Ib%C3%A1%C3%B1ez,30,0,0,0,0,Carmen Ibáñez,matte,chile,30,1,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Lucila_Crexell,0,0,0,0,0,Carmen Lucila Crexell,sapag,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Miguens_de_Avellaneda,0,0,0,0,0,Carmen Miguens de Avellaneda,avellaneda,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Morla_Lynch,2,0,0,0,0,Carmen Morla Lynch,vicuña,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Puch,2,0,0,0,0,Carmen Puch de Güemes,puch,argentina,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Puch_de_G%C3%BCemes,4,0,0,0,0,Carmen Puch de Güemes,puch,argentina,4,1,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Romano,0,0,0,0,0,Carmen Romano,lópez-portillo,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Romero_Quero,0,0,0,0,0,Carmen Romero Quero,morandé,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Romero_Rubio,2,0,0,0,0,Carmen Romero Rubio,díaz,mexico,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_Ybarra_Careaga,0,0,0,0,0,Carmen Ybarra Careaga,lópez-dóriga,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carmen_de_la_Quintanilla,4,0,0,0,0,Carmen de la Quintanilla,alvear,argentina,4,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Arredondo,2,0,0,0,0,Carolina Arredondo,pinto_chile,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Barco,6,0,0,0,0,Carolina Barco,barco,colombia,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Cano,0,2,3,2,2,Carolina Cano,cano,peru,9,0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222
https://es.wikipedia.org/wiki/Carolina_Correa_Londo%C3%B1o,2,0,0,0,0,Carolina Correa Londoño,rojas,colombia,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Deik,1,0,0,0,0,Carolina Deik,galán,colombia,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Isakson_de_Barco,2,0,0,0,0,Carolina Isakson de Barco,barco,colombia,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Marz%C3%A1n,2,0,2,0,0,Carolina Marzán,pinto_chile,chile,4,0.5,0,0.5,0,0
https://es.wikipedia.org/wiki/Carolina_Mestrovic,2,0,0,0,0,Carolina Mestrovic,velasco_chile,argentina,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Monroy_del_Mazo,0,0,0,0,0,Carolina Monroy del Mazo,del_mazo,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Schmidt,0,0,0,0,0,Carolina Schmidt,schmidt,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_Toh%C3%A1,12,0,0,0,0,Carolina Tohá,tohá,chile,12,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_V%C3%A1squez_Uribe,2,4,6,4,0,Carolina Vásquez de Ospina,lleras,colombia,16,0.125,0.25,0.375,0.25,0
https://es.wikipedia.org/wiki/Carolina_V%C3%A1squez_de_Ospina,1,0,0,1,0,Carolina Vásquez de Ospina,ospina,colombia,2,0.5,0,0,0.5,0
https://es.wikipedia.org/wiki/Carolina_de_M%C3%B3naco,0,0,0,0,0,Carolina de Mónaco,santo_domingo,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Carolina_de_Moras,0,0,0,0,0,Carolina de Moras,bulnes,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Caroline_Kennedy,20,0,0,0,0,Caroline Kennedy,onassis,argentina,20,1,0,0,0,0
https://es.wikipedia.org/wiki/Carolyn_Bessette-Kennedy,0,0,0,0,0,Carolyn Bessette-Kennedy,onassis,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Casilda_Fern%C3%A1ndez_de_Henestrosa_y_Salabert,2,0,0,0,0,Casilda Fernández de Henestrosa y Salabert,carvajal_y_vargas,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Casilda_de_Silva_y_Fern%C3%A1ndez_de_Henestrosa,4,0,0,0,0,Casilda de Silva y Fernández de Henestrosa,carvajal_y_vargas,chile,4,1,0,0,0,0
https://es.wikipedia.org/wiki/Casimiro_Albano_Pereira,0,0,0,0,0,Casimiro Albano Pereira,cruz_chile,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Casimiro_Marc%C3%B3_del_Pont,0,0,0,0,0,Casimiro Marcó del Pont,marcó_del_pont,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Casimiro_Ulloa,0,1,0,0,0,Casimiro Ulloa,ulloa,peru,1,0,1,0,0,0
https://es.wikipedia.org/wiki/Cassandra_Ciangherotti,0,0,0,0,0,Cassandra Ciangherotti,soler,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Catalina_Edwards,0,0,0,0,0,Catalina Edwards,edwards,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Catalina_Olcay,0,0,0,0,0,Catalina Olcay,concha_chile,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Catalina_Parra,2,0,0,0,0,Catalina Parra,parra_chile,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Catalina_Su%C3%A1rez_Marcayda,0,0,0,0,0,Catalina Suárez Marcayda,moctezuma,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Catalina_de_Fonseca_y_Ulloa,0,0,0,0,0,Catalina de Fonseca y Ulloa,ulloa,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Catherine_Oxenberg,0,0,0,0,0,Catherine Oxenberg,ulloa,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cathy_Barriga,0,0,0,0,0,Cathy Barriga,lavín,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Alegr%C3%ADa,2,0,0,0,0,Cecilia Alegría Varona,alegría,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Alegr%C3%ADa_Varona,6,0,0,0,0,Cecilia Alegría Varona,alegría,peru,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Arboleda_Mosquera,9,0,0,0,0,Cecilia Arboleda de Holguín,arboleda,colombia,9,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Arboleda_de_Holgu%C3%ADn,12,0,0,0,0,Cecilia Arboleda de Holguín,arboleda,colombia,12,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Bolocco,0,0,0,0,0,Cecilia Bolocco,yoma,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Caballero_Blanco,6,0,0,0,0,Cecilia Caballero Blanco,lópez,colombia,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_De_la_Fuente_Cort%C3%A9s,1,0,0,0,0,Cecilia de la Fuente de Lleras,lleras,colombia,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Echenique,2,0,0,0,0,Cecilia Echenique,echenique,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Morel,0,0,0,0,0,Cecilia Morel,piñera,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Navia,0,0,1,0,0,Cecilia Navia,navia,colombia,1,0,0,1,0,0
https://es.wikipedia.org/wiki/Cecilia_Roth,0,0,0,0,0,Cecilia Roth,pueyrredón,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_Szperling,0,0,0,0,0,Cecilia Szperling,di_tella,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cecilia_de_la_Fuente,1,0,0,0,0,Cecilia de la Fuente de Lleras,lleras,colombia,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Cecilio_de_%C3%81lzaga,0,0,0,0,0,Cecilio de Álzaga,álzaga,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cedric_Gibbons,0,0,0,0,0,Cedric Gibbons,lópez_negrete,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Celia_Bustamante,0,0,1,0,0,Celia Bustamante,bustamante,peru,1,0,0,1,0,0
https://es.wikipedia.org/wiki/Celia_Podest%C3%A1,0,0,0,0,0,Celia Podestá,podestá,uruguay,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Celia_de_la_Serna,4,0,0,0,0,Celia de la Serna,guevara,argentina,4,1,0,0,0,0
https://es.wikipedia.org/wiki/Ch%C3%A1beli_Iglesias,2,0,0,0,0,Chábeli Iglesias,vargas_llosa,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Chantal_Andere,0,0,0,0,0,Chantal Andere,bolaños_cacho,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Charles_Henri_Pellegrini,0,0,0,0,0,Charles Henri Pellegrini,pellegrini,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Che_Guevara,16,0,0,0,0,Che Guevara,guevara,argentina,16,1,0,0,0,0
https://es.wikipedia.org/wiki/Chiara_Pinasco,2,0,0,0,0,Chiara Pinasco,pinasco,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/China_Su%C3%A1rez,0,0,1,1,0,China Suárez,aylwin,argentina,2,0,0,0.5,0.5,0
https://es.wikipedia.org/wiki/Christian_Bach,4,0,0,0,0,Christian Bach,pinal_hidalgo,argentina,4,1,0,0,0,0
https://es.wikipedia.org/wiki/Christian_Nodal,0,0,0,0,0,Christian Nodal,aguilar,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Christiane_Martel,2,0,0,0,0,Christiane Martel,alemán,mexico,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Christina_Onassis,6,0,0,0,0,Christina Onassis,onassis,argentina,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Cibele_Dorsa,0,0,0,0,0,Cibele Dorsa,onassis,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cielo_Gnecco,2,0,0,0,0,Cielo Gnecco,gnecco,colombia,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cilia_Flores,1,0,0,0,0,Cilia Flores,maduro,venezuela,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Cipriano_de_Urquiza,0,0,0,0,0,Cipriano de Urquiza,álzaga,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Ciriaco_D%C3%ADaz_V%C3%A9lez,0,0,0,0,0,Ciriaco Díaz Vélez,díaz_vélez,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Ciro_Alegr%C3%ADa,20,0,0,0,0,Ciro Alegría,alegría,peru,20,1,0,0,0,0
https://es.wikipedia.org/wiki/Cl%C3%ADmaco_Calder%C3%B3n,0,0,0,0,0,Clímaco Calderón,calderón_colombia,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Clara_Agustina_de_Uriburu_Roca,0,0,0,0,0,Clara Agustina de Uriburu Roca,álvarez_de_arenales,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Clara_Funes,2,0,0,0,0,Clara Funes de Roca,paz,argentina,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Clara_Funes_de_Roca,1,0,0,0,0,Clara Funes de Roca,paz,argentina,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Clara_Isabel_N%C3%BA%C3%B1ez_y_Chabarria,2,0,0,0,0,Clara Isabel Núñez y Chabarria,azcuénaga,argentina,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Clara_L%C3%B3pez,0,0,0,0,0,Clara López,lópez,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Clara_Obligado,0,0,0,0,0,Clara Obligado,obligado,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Clarita_Parra,0,0,0,0,0,Clarita Parra,parra_chile,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Claudia_Celed%C3%B3n,6,0,0,0,0,Claudia Celedón,garcía-huidobro,chile,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudia_Dammert,0,0,0,0,0,Claudia Dammert,alarco,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Claudia_Ruiz_Massieu_Salinas,0,0,0,0,0,Claudia Ruiz Massieu Salinas,ruiz-massieu,mexico,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Claudia_Turbay,2,0,0,0,0,Claudia Turbay,quintero,colombia,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudia_Villafa%C3%B1e,2,0,0,0,0,Claudia Villafañe,maradona,argentina,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudia_de_Francisco,1,0,0,0,0,Claudia de Francisco,pardo,colombia,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudia_di_Girolamo,20,0,0,0,0,Claudia di Girolamo,di_girolamo,chile,20,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudio_Alarco_von_Perfall,0,0,0,0,0,Claudio Alarco von Perfall,alarco,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Claudio_Arredondo,20,0,0,0,0,Claudio Arredondo,pinto_chile,chile,20,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudio_Gal%C3%A1n,4,0,0,0,0,Claudio Galán,galán,colombia,4,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudio_Matte,0,0,0,0,0,Claudio Matte,matte,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Claudio_Vicu%C3%B1a_Guerrero,12,0,0,0,0,Claudio Vicuña Guerrero,subercaseaux,chile,12,1,0,0,0,0
https://es.wikipedia.org/wiki/Claudio_Vicu%C3%B1a_Subercaseaux,0,0,0,0,0,Claudio Vicuña Subercaseaux,subercaseaux,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Claudio_di_Girolamo,0,0,0,0,0,Claudio di Girolamo,di_girolamo,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Clemencia_Holgu%C3%ADn_de_Urdaneta,12,0,0,0,0,Clemencia Holguín de Urdaneta,caro,colombia,12,1,0,0,0,0
https://es.wikipedia.org/wiki/Clemencia_Holgu%C3%ADn_y_Caro,2,0,3,0,0,Clemencia Holguín de Urdaneta,caro,colombia,5,0.4,0,0.6,0,0
https://es.wikipedia.org/wiki/Clemente_Althaus,1,0,0,0,0,Clemente Althaus,althaus,peru,1,1,0,0,0,0
https://es.wikipedia.org/wiki/Clemente_Althaus_von_Hessen,9,0,0,0,0,Clemente von Althaus,althaus,peru,9,1,0,0,0,0
https://es.wikipedia.org/wiki/Clemente_L%C3%B3pez_de_Osornio,0,0,0,0,0,Clemente López de Osornio,ortiz_de_rozas,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Clemente_de_Althaus_Dartnell,4,0,0,0,0,Clemente de Althaus Dartnell,althaus,peru,4,1,0,0,0,0
https://es.wikipedia.org/wiki/Clemente_von_Althaus,13,0,0,0,0,Clemente von Althaus,althaus,peru,13,1,0,0,0,0
https://es.wikipedia.org/wiki/Clorinda_M%C3%A1laga,2,0,0,0,0,Clorinda Málaga,málaga,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Clorinda_M%C3%A1laga_de_Prado,2,0,0,0,0,Clorinda Málaga,málaga,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Clotilde_Garc%C3%ADa_Borrero,0,0,0,0,0,Clotilde García Borrero,borrero,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Colombina_Parra,0,0,0,0,0,Colombina Parra,parra_chile,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Condado_de_Ba%C3%B1os,0,0,0,0,0,Condado de Baños,leyva,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Condado_de_Superunda,0,0,0,0,0,Condado de Superunda,velasco_chile,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Condado_de_Villaminaya,0,0,0,0,0,Condado de Villaminaya,portales,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Constanza_Nordenflycht,0,0,0,0,0,Constanza Nordenflycht,portales,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Constanza_de_Nordenflycht,0,0,0,0,0,Constanza Nordenflycht,portales,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Consuelo_Lleras,0,2,0,0,0,Consuelo Lleras Puga,carrizosa,colombia,2,0,1,0,0,0
https://es.wikipedia.org/wiki/Consuelo_Lleras_Puga,6,0,0,0,0,Consuelo Lleras Puga,camargo,colombia,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Consuelo_Saavedra,6,0,3,0,0,Consuelo Saavedra,velasco_chile,chile,9,0.6666666666666666,0,0.3333333333333333,0,0
https://es.wikipedia.org/wiki/Contarhuacho,0,0,0,0,0,Contarhuacho,pizarro,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Copi,0,0,0,0,0,Copi,botana,argentina,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cornelio_Saavedra,2,0,0,0,0,Cornelio Saavedra,otálora,argentina,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Crescente_Err%C3%A1zuriz,0,0,0,0,0,Crescente Errázuriz,errázuriz,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cris_Morena,6,0,0,0,0,Cris Morena,yankelevich,argentina,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Crist%C3%B3bal_Lander,2,0,0,0,0,Cristóbal Lander,lander,venezuela,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Crist%C3%B3bal_Quintero,0,0,0,0,0,Cristóbal Quintero,quintero,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Crist%C3%B3bal_de_Mosquera_y_Figueroa,0,0,1,0,0,Cristóbal de Mosquera y Silva,arboleda,colombia,1,0,0,1,0,0
https://es.wikipedia.org/wiki/Crist%C3%B3bal_de_Mosquera_y_Silva,0,0,0,0,0,Cristóbal de Mosquera y Silva,mosquera,colombia,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Crist%C3%B3bal_de_Vergara_Azc%C3%A1rate,3,0,0,0,0,Cristóbal de Vergara Azcárate,caicedo,colombia,3,1,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Campos,30,0,0,0,0,Cristián Campos,di_girolamo,chile,30,1,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Garc%C3%ADa-Huidobro,2,0,0,0,0,Cristián García-Huidobro,garcía-huidobro,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Labb%C3%A9_Galilea,2,0,0,0,0,Cristián Labbé Galilea,galilea,chile,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Labb%C3%A9_Mart%C3%ADnez,0,0,0,0,0,Cristián Labbé Martínez,galilea,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Maquieira,0,0,1,1,0,Cristián Maquieira,vicuña,chile,2,0,0,0.5,0.5,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Mason,0,0,0,0,0,Cristián Mason,vicuña,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Monckeberg,0,0,0,0,0,Cristián Monckeberg,monckeberg,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Samper,0,0,1,1,0,Cristián Samper,samper,colombia,2,0,0,0.5,0.5,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Undurraga,0,0,0,0,0,Cristián Undurraga,undurraga,chile,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_de_Hannover,0,0,0,0,0,Cristián de Hannover,osma,peru,0,0,0,0,0,0
https://es.wikipedia.org/wiki/Cristi%C3%A1n_de_la_Fuente,6,0,0,0,0,Cristián de la Fuente,garcía-huidobro,chile,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Cristian_Castro,1,0,0,2,0,Cristian Castro,valdés,mexico,3,0.3333333333333333,0,0,0.6666666666666666,0
https://es.wikipedia.org/wiki/Cristian_Rivero,2,0,0,0,0,Cristian Rivero,neyra,peru,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cristina_Fern%C3%A1ndez_de_Kirchner,2,0,0,0,0,Cristina Fernández de Kirchner,kirchner,argentina,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cristina_Girardi,0,0,0,1,0,Cristina Girardi,lavín,chile,1,0,0,0,1,0
https://es.wikipedia.org/wiki/Cristina_Girardi_Lav%C3%ADn,0,0,0,1,0,Cristina Girardi,lavín,chile,1,0,0,0,1,0
https://es.wikipedia.org/wiki/Cuauht%C3%A9moc_C%C3%A1rdenas,9,0,0,0,0,Cuauhtémoc Cárdenas,cárdenas,mexico,9,1,0,0,0,0
https://es.wikipedia.org/wiki/Cuauht%C3%A9moc_C%C3%A1rdenas_Sol%C3%B3rzano,2,0,0,0,0,Cuauhtémoc Cárdenas,cárdenas,mexico,2,1,0,0,0,0
https://es.wikipedia.org/wiki/Cuxirimay_Ocllo,6,0,0,0,0,Cuxirimay Ocllo,pizarro,chile,6,1,0,0,0,0
https://es.wikipedia.org/wiki/Dal%C3%ADlah_Polanco,0,0,0,0,0,Dalílah Polanco,derbez,mexico,0,0,0,0,0,0
