family,degree,coreness,in_3_core,in_4_core,core_score,be_fit_global
ibáñez_colombia,0,0,FALSE,FALSE,1.483600087256099e-48,0.19806993296305744
illia,0,0,FALSE,FALSE,7.616647891729495e-49,0.19806993296305744
iommi,0,0,FALSE,FALSE,8.64597468267628e-49,0.19806993296305744
isaías,0,0,FALSE,FALSE,3.093788838315507e-49,0.19806993296305744
iturbide,0,0,FALSE,FALSE,2.119471751123053e-50,0.19806993296305744
jara_saguier,0,0,FALSE,FALSE,1.2018840725206385e-49,0.19806993296305744
jaramillo_colombia,2,2,FALSE,FALSE,0.01118970147114734,0.19806993296305744
jattin,0,0,FALSE,FALSE,1.241477624704053e-48,0.19806993296305744
jiménez_de_lobatón,0,0,FALSE,FALSE,1.9886370855777454e-49,0.19806993296305744
justo,0,0,FALSE,FALSE,6.218642138575538e-49,0.19806993296305744
kaiser,0,0,FALSE,FALSE,1.0080533930268316e-48,0.19806993296305744
kast,1,1,FALSE,FALSE,1.2416210774296644e-48,0.19806993296305744
kirchner,0,0,FALSE,FALSE,1.7779725463723382e-49,0.19806993296305744
lacroze,0,0,FALSE,FALSE,2.1690905031792044e-51,0.19806993296305744
lafinur,0,0,FALSE,FALSE,5.56147963805632e-49,0.19806993296305744
lander,0,0,FALSE,FALSE,7.746560868501974e-49,0.19806993296305744
lanusse,0,0,FALSE,FALSE,1.0639123204563529e-48,0.19806993296305744
larco,0,0,FALSE,FALSE,3.802972798966996e-49,0.19806993296305744
largacha,2,1,FALSE,FALSE,9.589888797337673e-4,0.19806993296305744
larrabure,0,0,FALSE,FALSE,2.7551084382437565e-49,0.19806993296305744
laserna,1,1,FALSE,FALSE,5.02691770920305e-49,0.19806993296305744
lavalle,2,1,FALSE,FALSE,9.250654297876414e-5,0.19806993296305744
lavalleja,0,0,FALSE,FALSE,1.0622713309709709e-48,0.19806993296305744
lavín,1,1,FALSE,FALSE,0.08580825716811233,0.19806993296305744
lebaron,0,0,FALSE,FALSE,7.820676396902255e-49,0.19806993296305744
leguía,1,1,FALSE,FALSE,6.203192416060154e-49,0.19806993296305744
lemos,0,0,FALSE,FALSE,1.1775705488957523e-48,0.19806993296305744
lerdo_de_tejada,0,0,FALSE,FALSE,1.9742368844530945e-49,0.19806993296305744
leyva,3,1,FALSE,FALSE,9.541960353675064e-36,0.19806993296305744
lezica,0,0,FALSE,FALSE,5.287681195254276e-49,0.19806993296305744
león-velarde,0,0,FALSE,FALSE,1.4371713244847048e-48,0.19806993296305744
león_barandiarán,0,0,FALSE,FALSE,1.9316988461633216e-48,0.19806993296305744
lindley,0,0,FALSE,FALSE,3.228770922142371e-49,0.19806993296305744
llaca,0,0,FALSE,FALSE,1.602253350304129e-48,0.19806993296305744
lleras,1,1,FALSE,FALSE,1.4833178123097157e-48,0.19806993296305744
llinás,1,1,FALSE,FALSE,0.04467302345102112,0.19806993296305744
llona,0,0,FALSE,FALSE,2.807936406769847e-49,0.19806993296305744
lloreda,0,0,FALSE,FALSE,1.475923813722904e-49,0.19806993296305744
llosa,4,1,FALSE,FALSE,0.11822732589079477,0.19806993296305744
loret_de_mola,0,0,FALSE,FALSE,1.2675753552368645e-48,0.19806993296305744
lozano,2,1,FALSE,FALSE,0.01331841561935223,0.19806993296305744
lugones,0,0,FALSE,FALSE,6.14370131544661e-49,0.19806993296305744
luksic,1,1,FALSE,FALSE,8.815631341357465e-49,0.19806993296305744
luna,0,0,FALSE,FALSE,1.8954255145246355e-48,0.19806993296305744
luna_parra,0,0,FALSE,FALSE,1.7809722702327685e-48,0.19806993296305744
lópez,0,0,FALSE,FALSE,3.847896736233517e-49,0.19806993296305744
lópez-dóriga,0,0,FALSE,FALSE,2.54143984890703e-49,0.19806993296305744
lópez-moctezuma,0,0,FALSE,FALSE,6.710010366823638e-50,0.19806993296305744
lópez-portillo,0,0,FALSE,FALSE,9.911719031389578e-49,0.19806993296305744
lópez-rayón,0,0,FALSE,FALSE,3.345174906823925e-49,0.19806993296305744
lópez_carrillo,0,0,FALSE,FALSE,1.409975051090207e-48,0.19806993296305744
lópez_negrete,0,0,FALSE,FALSE,1.7984204419635858e-48,0.19806993296305744
lópez_venezuela,0,0,FALSE,FALSE,6.961694357735797e-49,0.19806993296305744
mac_allister,0,0,FALSE,FALSE,7.609318783475992e-49,0.19806993296305744
maciel,1,1,FALSE,FALSE,4.098982136892516e-18,0.19806993296305744
mackenna,5,2,FALSE,FALSE,0.06111311297306461,0.19806993296305744
macri,0,0,FALSE,FALSE,8.523475631030974e-49,0.19806993296305744
madariaga,0,0,FALSE,FALSE,1.2464292859528844e-48,0.19806993296305744
madero,3,2,FALSE,FALSE,0.04804945594488983,0.19806993296305744
maduro,0,0,FALSE,FALSE,3.908477736449586e-49,0.19806993296305744
mallarino,0,0,FALSE,FALSE,1.968781232112345e-48,0.19806993296305744
malo,1,1,FALSE,FALSE,7.48091204283235e-49,0.19806993296305744
manrique,1,1,FALSE,FALSE,0.04351657828266829,0.19806993296305744
mansilla,1,1,FALSE,FALSE,1.0559092003129446e-6,0.19806993296305744
mantilla,0,0,FALSE,FALSE,7.40635694671128e-49,0.19806993296305744
maradona,0,0,FALSE,FALSE,2.1157361356144893e-49,0.19806993296305744
marcó_del_pont,0,0,FALSE,FALSE,2.9138990344814645e-49,0.19806993296305744
mariátegui,0,0,FALSE,FALSE,7.298262147112709e-51,0.19806993296305744
mariño,0,0,FALSE,FALSE,8.796543991879204e-49,0.19806993296305744
martín_del_campo,0,0,FALSE,FALSE,5.412037019379987e-49,0.19806993296305744
martínez-silva,0,0,FALSE,FALSE,8.492578374628322e-50,0.19806993296305744
martínez_de_hoz,0,0,FALSE,FALSE,8.791901271688607e-49,0.19806993296305744
massú,0,0,FALSE,FALSE,9.325407801623753e-49,0.19806993296305744
mateos,0,0,FALSE,FALSE,1.436201326207655e-48,0.19806993296305744
matta,1,1,FALSE,FALSE,0.0018473965143454537,0.19806993296305744
matte,4,2,FALSE,FALSE,0.11275668018881833,0.19806993296305744
maza,0,0,FALSE,FALSE,1.271053393995592e-48,0.19806993296305744
mazuera,1,1,FALSE,FALSE,0.04351657828266829,0.19806993296305744
medina,0,0,FALSE,FALSE,1.2201726028500927e-48,0.19806993296305744
medina_mora,0,0,FALSE,FALSE,1.1904256397878746e-48,0.19806993296305744
mediz_bolio,0,0,FALSE,FALSE,8.605450274768928e-49,0.19806993296305744
melgar,0,0,FALSE,FALSE,7.928796685364829e-50,0.19806993296305744
mendiburu,0,0,FALSE,FALSE,9.025782286327864e-49,0.19806993296305744
mendoza_ladrón_de_guevara,1,1,FALSE,FALSE,0.0033944114152402644,0.19806993296305744
menem,0,0,FALSE,FALSE,7.874334267018656e-49,0.19806993296305744
mera_figueroa,0,0,FALSE,FALSE,9.54042169535484e-49,0.19806993296305744
meruane,0,0,FALSE,FALSE,6.381889758827501e-49,0.19806993296305744
michelsen,0,0,FALSE,FALSE,6.903582444216581e-49,0.19806993296305744
mier_y_noriega,0,0,FALSE,FALSE,1.0641318914900659e-48,0.19806993296305744
mier_y_terán,0,0,FALSE,FALSE,5.4561425859486014e-49,0.19806993296305744
miró_quesada,2,1,FALSE,FALSE,1.2479644317363322e-48,0.19806993296305744
mitre,0,0,FALSE,FALSE,1.804854334561649e-49,0.19806993296305744
moctezuma,1,1,FALSE,FALSE,1.0586698896068693e-49,0.19806993296305744
monagas,0,0,FALSE,FALSE,1.0312697487564446e-48,0.19806993296305744
monckeberg,0,0,FALSE,FALSE,2.3259701873926544e-49,0.19806993296305744
monreal,0,0,FALSE,FALSE,1.277984769366435e-49,0.19806993296305744
montero,0,0,FALSE,FALSE,5.470547427807055e-49,0.19806993296305744
montes_de_oca,0,0,FALSE,FALSE,2.1273283013085377e-48,0.19806993296305744
montesinos,0,0,FALSE,FALSE,4.189577219188669e-49,0.19806993296305744
montt,1,1,FALSE,FALSE,8.181015175706796e-49,0.19806993296305744
morales_bermúdez,1,1,FALSE,FALSE,0.02908700657997613,0.19806993296305744
morandé,1,1,FALSE,FALSE,7.132637128597144e-18,0.19806993296305744
more,0,0,FALSE,FALSE,1.1195235223486252e-48,0.19806993296305744
moreno_valle,0,0,FALSE,FALSE,5.420939866291482e-49,0.19806993296305744
moreyra,1,1,FALSE,FALSE,3.1548289314515177e-49,0.19806993296305744
mosquera,1,1,FALSE,FALSE,0.0745835055064255,0.19806993296305744
moure,0,0,FALSE,FALSE,2.0283112889684737e-49,0.19806993296305744
mujica,0,0,FALSE,FALSE,1.961565038563793e-48,0.19806993296305744
mutis,0,0,FALSE,FALSE,9.121248336626302e-50,0.19806993296305744
muñoz_ledo,0,0,FALSE,FALSE,3.3004978203851118e-49,0.19806993296305744
málaga,2,1,FALSE,FALSE,2.0275418638045335e-49,0.19806993296305744
nariño,2,1,FALSE,FALSE,0.01331841561935223,0.19806993296305744
navia,1,1,FALSE,FALSE,9.154211397142611e-18,0.19806993296305744
nazar,0,0,FALSE,FALSE,4.800539331137681e-49,0.19806993296305744
neyra,1,1,FALSE,FALSE,2.4925984876558198e-48,0.19806993296305744
niño,0,0,FALSE,FALSE,2.5229887080962823e-48,0.19806993296305744
noble,0,0,FALSE,FALSE,3.542190791622558e-49,0.19806993296305744
noboa,0,0,FALSE,FALSE,5.329455063543753e-49,0.19806993296305744
noriega,0,0,FALSE,FALSE,6.0666442147750504e-49,0.19806993296305744
o'donnell,0,0,FALSE,FALSE,9.05702083933096e-49,0.19806993296305744
o'gorman,0,0,FALSE,FALSE,1.7589184522808756e-48,0.19806993296305744
obligado,0,0,FALSE,FALSE,1.0950723154745184e-48,0.19806993296305744
obregón,1,1,FALSE,FALSE,0.0464013021875311,0.19806993296305744
ocampo,0,0,FALSE,FALSE,3.688308247129355e-49,0.19806993296305744
ocaña,0,0,FALSE,FALSE,8.122491805553889e-49,0.19806993296305744
ochagavía,0,0,FALSE,FALSE,6.671500557783717e-49,0.19806993296305744
odriozola,1,1,FALSE,FALSE,3.2053197238847825e-19,0.19806993296305744
olaechea,0,0,FALSE,FALSE,4.030457855922293e-49,0.19806993296305744
olaya,0,0,FALSE,FALSE,1.0961677279704518e-48,0.19806993296305744
olmos,2,2,FALSE,FALSE,0.33183434598317574,0.19806993296305744
onassis,1,1,FALSE,FALSE,9.41792636378725e-19,0.19806993296305744
oneto,0,0,FALSE,FALSE,9.646429353854472e-49,0.19806993296305744
orbegoso,1,1,FALSE,FALSE,6.752402350850198e-50,0.19806993296305744
orbegozo,0,0,FALSE,FALSE,9.804292501187625e-50,0.19806993296305744
orihuela,0,0,FALSE,FALSE,1.4709584050505278e-48,0.19806993296305744
ortiz_basualdo,1,1,FALSE,FALSE,0.04351657828266829,0.19806993296305744
ortiz_de_rozas,4,1,FALSE,FALSE,1.4277002275002636e-5,0.19806993296305744
ortiz_de_zevallos,1,1,FALSE,FALSE,2.2464726897055104e-18,0.19806993296305744
ortiz_mena,0,0,FALSE,FALSE,1.0309386650720154e-48,0.19806993296305744
ortiz_monasterio,0,0,FALSE,FALSE,8.52865172133692e-49,0.19806993296305744
osma,1,1,FALSE,FALSE,0.01215144363676601,0.19806993296305744
ospina,1,1,FALSE,FALSE,7.688968431081335e-49,0.19806993296305744
otálora,1,1,FALSE,FALSE,1.0111749892309415e-48,0.19806993296305744
otárola,0,0,FALSE,FALSE,6.874002897451519e-50,0.19806993296305744
pachón,2,1,FALSE,FALSE,0,0.19806993296305744
palacios_venezuela,2,2,FALSE,FALSE,0.017274581989782736,0.19806993296305744
panizo,0,0,FALSE,FALSE,8.725569816902748e-49,0.19806993296305744
pardo,3,1,FALSE,FALSE,3.5324395877491427e-4,0.19806993296305744
parra_chile,1,1,FALSE,FALSE,0.02908700657997613,0.19806993296305744
parís,1,1,FALSE,FALSE,0.012961843426637245,0.19806993296305744
pastrana,0,0,FALSE,FALSE,7.67946633753759e-49,0.19806993296305744
pavlovsky,0,0,FALSE,FALSE,1.8521304189292004e-49,0.19806993296305744
paz,3,1,FALSE,FALSE,4.6768438512842244e-48,0.19806993296305744
paz_soldán,0,0,FALSE,FALSE,1.2077605179610899e-48,0.19806993296305744
pedraza,1,1,FALSE,FALSE,3.1591327585211765e-48,0.19806993296305744
pellegrini,1,1,FALSE,FALSE,2.070979178179388e-48,0.19806993296305744
peralta_ramos,0,0,FALSE,FALSE,2.0664354161052518e-48,0.19806993296305744
perón,0,0,FALSE,FALSE,1.0487338077755406e-48,0.19806993296305744
petro,0,0,FALSE,FALSE,1.511608136157993e-48,0.19806993296305744
philippi,0,0,FALSE,FALSE,1.68375462048619e-48,0.19806993296305744
pinal_hidalgo,2,1,FALSE,FALSE,0.049390874338941335,0.19806993296305744
pinasco,0,0,FALSE,FALSE,4.02133281121574e-49,0.19806993296305744
pinedo,1,1,FALSE,FALSE,0.09352311649932973,0.19806993296305744
pinochet,0,0,FALSE,FALSE,1.8212432511164687e-48,0.19806993296305744
pinto_chile,9,2,FALSE,FALSE,0.9556159613491104,0.19806993296305744
piraquive,0,0,FALSE,FALSE,3.6593075040992925e-49,0.19806993296305744
pizarro,3,1,FALSE,FALSE,9.1244093711475e-49,0.19806993296305744
pizarro_colombia,1,1,FALSE,FALSE,0.04101381111353706,0.19806993296305744
piérola,0,0,FALSE,FALSE,5.88945375677877e-49,0.19806993296305744
piñera,1,1,FALSE,FALSE,9.831934449849063e-7,0.19806993296305744
podestá,0,0,FALSE,FALSE,5.26742792217397e-49,0.19806993296305744
polar,1,1,FALSE,FALSE,5.268058154650541e-17,0.19806993296305744
pombo,0,0,FALSE,FALSE,6.844969355878576e-49,0.19806993296305744
ponce_de_león,1,1,FALSE,FALSE,0.004092728997865546,0.19806993296305744
porras,0,0,FALSE,FALSE,1.3089139563273338e-49,0.19806993296305744
portales,3,1,FALSE,FALSE,8.11502291732475e-18,0.19806993296305744
portocarrero_perú,1,1,FALSE,FALSE,1.3660853989986146e-49,0.19806993296305744
portugal,0,0,FALSE,FALSE,7.607100109393525e-49,0.19806993296305744
posse,0,0,FALSE,FALSE,9.173294061474256e-50,0.19806993296305744
prado,1,1,FALSE,FALSE,7.598407583603851e-51,0.19806993296305744
prebisch,0,0,FALSE,FALSE,1.855123489810573e-48,0.19806993296305744
precht,0,0,FALSE,FALSE,8.388647185305761e-49,0.19806993296305744
prieto,3,2,FALSE,FALSE,0.2103514488848943,0.19806993296305744
puch,1,1,FALSE,FALSE,2.19102834254313e-48,0.19806993296305744
pueyrredón,0,0,FALSE,FALSE,1.0342563316797828e-48,0.19806993296305744
pumarejo,1,1,FALSE,FALSE,1.6443340921371927e-48,0.19806993296305744
puyana,0,0,FALSE,FALSE,6.57574269784908e-49,0.19806993296305744
pérez-jácome,0,0,FALSE,FALSE,4.64792992518897e-49,0.19806993296305744
pérez_companc,0,0,FALSE,FALSE,4.8218147772196295e-49,0.19806993296305744
pérez_gavilán,0,0,FALSE,FALSE,1.3574076672931951e-48,0.19806993296305744
pérez_manosalva,0,0,FALSE,FALSE,1.5712321322090682e-48,0.19806993296305744
pérez_treviño,0,0,FALSE,FALSE,2.197669012274447e-49,0.19806993296305744
quesada,0,0,FALSE,FALSE,2.9812230118789395e-49,0.19806993296305744
quijano,0,0,FALSE,FALSE,1.369568568691468e-48,0.19806993296305744
quintana,0,0,FALSE,FALSE,1.526965282295383e-48,0.19806993296305744
quintero,2,1,FALSE,FALSE,0.030961042452675197,0.19806993296305744
quispe,0,0,FALSE,FALSE,5.895989894863609e-49,0.19806993296305744
quispe_palomino,0,0,FALSE,FALSE,1.7470589902409932e-49,0.19806993296305744
químper,0,0,FALSE,FALSE,4.456357784673781e-49,0.19806993296305744
ramos_mejía,0,0,FALSE,FALSE,7.642876318604212e-49,0.19806993296305744
ramírez,0,0,FALSE,FALSE,2.1933625299806406e-48,0.19806993296305744
rawson,1,1,FALSE,FALSE,2.191958294178979e-48,0.19806993296305744
rebagliati,0,0,FALSE,FALSE,1.533385671765004e-48,0.19806993296305744
remírez_de_laredo,0,0,FALSE,FALSE,1.2221370524929968e-48,0.19806993296305744
restrepo,3,2,FALSE,FALSE,0.016808232172234452,0.19806993296305744
revueltas_sánchez,0,0,FALSE,FALSE,9.662857198053993e-49,0.19806993296305744
reyes,0,0,FALSE,FALSE,3.0273260722766415e-50,0.19806993296305744
reyes_heroles,0,0,FALSE,FALSE,9.496725119072537e-49,0.19806993296305744
reyes_larios,0,0,FALSE,FALSE,1.406243955152049e-48,0.19806993296305744
reyes_retana,0,0,FALSE,FALSE,1.5995683885880958e-48,0.19806993296305744
reyes_spíndola,0,0,FALSE,FALSE,1.563521864162372e-48,0.19806993296305744
reátegui,0,0,FALSE,FALSE,3.468841818247603e-49,0.19806993296305744
ribeyro,0,0,FALSE,FALSE,5.308758975593977e-50,0.19806993296305744
ricaurte,1,1,FALSE,FALSE,0.0032766777040426744,0.19806993296305744
rincón,0,0,FALSE,FALSE,1.0034911711773113e-48,0.19806993296305744
rincón-gallardo,0,0,FALSE,FALSE,1.716263575579429e-49,0.19806993296305744
riva_agüero,0,0,FALSE,FALSE,9.959672455211053e-49,0.19806993296305744
riva_palacio,0,0,FALSE,FALSE,1.0018350199574012e-48,0.19806993296305744
rivadavia,0,0,FALSE,FALSE,7.192375127340451e-49,0.19806993296305744
rivera-torres,0,0,FALSE,FALSE,7.118873290739784e-49,0.19806993296305744
robles,1,1,FALSE,FALSE,0.011480238489929679,0.19806993296305744
robles_arnao,0,0,FALSE,FALSE,6.813980554364645e-49,0.19806993296305744
roca,1,1,FALSE,FALSE,3.36725149328406e-48,0.19806993296305744
roca_rey,0,0,FALSE,FALSE,3.4230362143586364e-49,0.19806993296305744
roca_y_rodríguez,1,1,FALSE,FALSE,2.332314347460728e-48,0.19806993296305744
rocca,1,1,FALSE,FALSE,2.9065543692456732e-49,0.19806993296305744
rocha,1,1,FALSE,FALSE,0.011480238489929679,0.19806993296305744
"rodríguez_(san_luis,_argentina)",0,0,FALSE,FALSE,7.152325828562708e-49,0.19806993296305744
rodríguez_larreta,1,1,FALSE,FALSE,1.0559092003129446e-6,0.19806993296305744
rodríguez_pastor,0,0,FALSE,FALSE,5.158986345923352e-50,0.19806993296305744
rodríguez_saá,1,1,FALSE,FALSE,1.5088150223782428e-4,0.19806993296305744
roel,0,0,FALSE,FALSE,8.318116926809213e-49,0.19806993296305744
rojas,2,1,FALSE,FALSE,0.08890595420967998,0.19806993296305744
rojo,1,1,FALSE,FALSE,2.2379308145202117e-48,0.19806993296305744
romero,0,0,FALSE,FALSE,1.799852063909414e-49,0.19806993296305744
romero_feris,0,0,FALSE,FALSE,1.411179327846866e-48,0.19806993296305744
rospigliosi,0,0,FALSE,FALSE,2.158960387390492e-49,0.19806993296305744
ross_argentina,0,0,FALSE,FALSE,8.237459482233526e-49,0.19806993296305744
ross_chile,0,0,FALSE,FALSE,9.120159815568759e-49,0.19806993296305744
rovirosa,0,0,FALSE,FALSE,8.652809936475342e-49,0.19806993296305744
ruiz-massieu,1,1,FALSE,FALSE,3.091034900339706e-4,0.19806993296305744
ruiz-tagle,0,0,FALSE,FALSE,1.656494482181749e-48,0.19806993296305744
saadi,1,1,FALSE,FALSE,9.727836237076846e-49,0.19806993296305744
saavedra,1,1,FALSE,FALSE,1.8410408278899964e-42,0.19806993296305744
sabato,0,0,FALSE,FALSE,2.9344599086994584e-48,0.19806993296305744
sabattini,0,0,FALSE,FALSE,8.024497607112847e-49,0.19806993296305744
sabogal,1,1,FALSE,FALSE,7.074325567207711e-49,0.19806993296305744
saguier,0,0,FALSE,FALSE,1.3085148751360154e-48,0.19806993296305744
salaverry,0,0,FALSE,FALSE,1.3529600471714464e-48,0.19806993296305744
salazar_y_meléndez,1,1,FALSE,FALSE,5.268058154650541e-17,0.19806993296305744
salazar_y_muñatones,0,0,FALSE,FALSE,2.1185027197913182e-48,0.19806993296305744
salgar,0,0,FALSE,FALSE,3.683093950281266e-49,0.19806993296305744
salinas,0,0,FALSE,FALSE,4.115025189300048e-49,0.19806993296305744
samanez,0,0,FALSE,FALSE,4.824993791757103e-49,0.19806993296305744
samper,2,1,FALSE,FALSE,5.1453526449744433e-48,0.19806993296305744
san_martín,2,2,FALSE,FALSE,3.220267853035578e-35,0.19806993296305744
sancho_dávila,0,0,FALSE,FALSE,1.8872758064689058e-48,0.19806993296305744
sanclemente,0,0,FALSE,FALSE,1.313469125185268e-48,0.19806993296305744
sanfuentes,0,0,FALSE,FALSE,2.232131747766935e-48,0.19806993296305744
santa_cruz,1,1,FALSE,FALSE,1.1161334251988027e-48,0.19806993296305744
santa_maría,0,0,FALSE,FALSE,3.639033226538743e-49,0.19806993296305744
santamarina,0,0,FALSE,FALSE,2.1557433961707823e-48,0.19806993296305744
santamaría,0,0,FALSE,FALSE,1.5376282242091196e-48,0.19806993296305744
santiago_concha,1,1,FALSE,FALSE,4.475173918487268e-49,0.19806993296305744
santo_domingo,1,1,FALSE,FALSE,2.1840290551457805e-48,0.19806993296305744
santos,1,1,FALSE,FALSE,2.8200244984139308e-49,0.19806993296305744
sanz_de_santamaría,3,2,FALSE,FALSE,0.33051611748773563,0.19806993296305744
sapag,0,0,FALSE,FALSE,2.0547841866886233e-48,0.19806993296305744
saravia,0,0,FALSE,FALSE,1.4791842974817812e-48,0.19806993296305744
sarmiento,1,1,FALSE,FALSE,7.44386163137144e-49,0.19806993296305744
sarmiento_negocios,0,0,FALSE,FALSE,8.839216468419779e-51,0.19806993296305744
sarsfield,1,1,FALSE,FALSE,2.631314746688836e-49,0.19806993296305744
saá,3,1,FALSE,FALSE,6.132744009568886e-4,0.19806993296305744
scheck,0,0,FALSE,FALSE,3.2538493106218265e-49,0.19806993296305744
schmidt,0,0,FALSE,FALSE,8.900792909811974e-49,0.19806993296305744
schreiber,0,0,FALSE,FALSE,8.910873940466977e-52,0.19806993296305744
segurola,1,1,FALSE,FALSE,1.9965073489940133e-18,0.19806993296305744
seminario,0,0,FALSE,FALSE,5.003099836846578e-49,0.19806993296305744
seoane_heredia,0,0,FALSE,FALSE,1.3570447255458382e-48,0.19806993296305744
sieburger,0,0,FALSE,FALSE,1.4261657016757555e-49,0.19806993296305744
sierra_méndez,0,0,FALSE,FALSE,9.048319851933669e-49,0.19806993296305744
silva_herzog,0,0,FALSE,FALSE,8.807741920308681e-49,0.19806993296305744
silva_santisteban,1,1,FALSE,FALSE,0.09629777678210678,0.19806993296305744
simeone,0,0,FALSE,FALSE,5.887061632695012e-49,0.19806993296305744
slim,0,0,FALSE,FALSE,6.2224097896511724e-49,0.19806993296305744
snopek,0,0,FALSE,FALSE,9.692571070883979e-49,0.19806993296305744
sodi,2,1,FALSE,FALSE,5.199055130477751e-17,0.19806993296305744
solari,1,1,FALSE,FALSE,0.007054437849916977,0.19806993296305744
solari_argentina,0,0,FALSE,FALSE,1.0202170001822557e-48,0.19806993296305744
soler,1,1,FALSE,FALSE,7.243197800312338e-49,0.19806993296305744
sordo_madaleno,0,0,FALSE,FALSE,7.28187076242778e-49,0.19806993296305744
soria,0,0,FALSE,FALSE,3.552313184692225e-49,0.19806993296305744
soublette,1,1,FALSE,FALSE,0.2460260888150635,0.19806993296305744
subercaseaux,2,2,FALSE,FALSE,0.02208985800999318,0.19806993296305744
sucre,0,0,FALSE,FALSE,1.1045428765832881e-48,0.19806993296305744
sáenz_peña,0,0,FALSE,FALSE,1.3049840791584971e-48,0.19806993296305744
sánchez-concha,1,1,FALSE,FALSE,2.2759022958867907e-5,0.19806993296305744
sánchez_de_bustamante,1,1,FALSE,FALSE,0.23510645737996833,0.19806993296305744
taboada,0,0,FALSE,FALSE,1.9975719776864148e-49,0.19806993296305744
tagle_bracho,0,0,FALSE,FALSE,2.4711938367854286e-49,0.19806993296305744
tamayo_perú,1,1,FALSE,FALSE,8.575874912511431e-18,0.19806993296305744
tellería,0,0,FALSE,FALSE,9.148204942281634e-50,0.19806993296305744
tenorio,1,1,FALSE,FALSE,0.2460260888150635,0.19806993296305744
terry_perú,0,0,FALSE,FALSE,1.512227620921918e-48,0.19806993296305744
thorndike,0,0,FALSE,FALSE,8.381846496233997e-49,0.19806993296305744
thorne,0,0,FALSE,FALSE,1.8103869044327808e-48,0.19806993296305744
tito,1,1,FALSE,FALSE,1.4270107582177668e-49,0.19806993296305744
tobar,0,0,FALSE,FALSE,1.055794430898957e-48,0.19806993296305744
tohá,3,2,FALSE,FALSE,0.26514423779846474,0.19806993296305744
tola,1,1,FALSE,FALSE,3.546464987062946e-49,0.19806993296305744
toro_venezuela,4,2,FALSE,FALSE,0.05293984962997972,0.19806993296305744
torres_landa,0,0,FALSE,FALSE,1.473553407589617e-48,0.19806993296305744
torrico,0,0,FALSE,FALSE,1.0003628905287302e-48,0.19806993296305744
torrijos,1,1,FALSE,FALSE,0.0032766777040426744,0.19806993296305744
tovar,0,0,FALSE,FALSE,2.180402138734552e-49,0.19806993296305744
trelles,0,0,FALSE,FALSE,3.441130518962997e-49,0.19806993296305744
tristán_del_pozo,1,1,FALSE,FALSE,9.831934449849065e-7,0.19806993296305744
trivelli,0,0,FALSE,FALSE,1.769396447359001e-48,0.19806993296305744
troconis,0,0,FALSE,FALSE,4.8049828086639275e-49,0.19806993296305744
tudela,0,0,FALSE,FALSE,8.337029496235698e-49,0.19806993296305744
turbay,1,1,FALSE,FALSE,0.007617224180268827,0.19806993296305744
ucrós,0,0,FALSE,FALSE,3.992715974764412e-49,0.19806993296305744
ugarte,0,0,FALSE,FALSE,7.183280148406158e-49,0.19806993296305744
ugarteche,0,0,FALSE,FALSE,9.694077961942097e-49,0.19806993296305744
ulloa,1,1,FALSE,FALSE,5.619913452176112e-49,0.19806993296305744
umaña,1,1,FALSE,FALSE,0.04128938581689397,0.19806993296305744
undurraga,1,1,FALSE,FALSE,1.6119932233254935e-4,0.19806993296305744
urdaneta,5,2,FALSE,FALSE,0.0526848330966258,0.19806993296305744
ureta,3,1,FALSE,FALSE,4.622976916723481e-5,0.19806993296305744
uribe,0,0,FALSE,FALSE,1.5975306037475945e-48,0.19806993296305744
uriburu,0,0,FALSE,FALSE,3.2258530254926052e-49,0.19806993296305744
uricoechea,0,0,FALSE,FALSE,4.610045860774302e-49,0.19806993296305744
urquíza,0,0,FALSE,FALSE,5.846655335306477e-49,0.19806993296305744
urrutia,0,0,FALSE,FALSE,9.297934117725033e-50,0.19806993296305744
urteaga,0,0,FALSE,FALSE,1.7849686483903677e-48,0.19806993296305744
urtubey,0,0,FALSE,FALSE,6.1607288031248676e-49,0.19806993296305744
uñac,0,0,FALSE,FALSE,2.5858301389912537e-49,0.19806993296305744
vaca_narvaja,1,1,FALSE,FALSE,0.04101381111353706,0.19806993296305744
valcárcel,0,0,FALSE,FALSE,7.569152635628134e-49,0.19806993296305744
valdivieso,4,2,FALSE,FALSE,0.4374899823028893,0.19806993296305744
valdés,1,1,FALSE,FALSE,0.09629777678210678,0.19806993296305744
valdés_chile,4,2,FALSE,FALSE,0.308660816081133,0.19806993296305744
valencia,1,1,FALSE,FALSE,2.6897183516784124e-49,0.19806993296305744
van_rysselberghe,0,0,FALSE,FALSE,1.1560968046472347e-48,0.19806993296305744
varela,0,0,FALSE,FALSE,3.3125225901371643e-49,0.19806993296305744
vargas_llosa,0,0,FALSE,FALSE,5.1350419828781845e-49,0.19806993296305744
vega,0,0,FALSE,FALSE,1.3029756717918177e-48,0.19806993296305744
velarde,0,0,FALSE,FALSE,7.802810311706371e-50,0.19806993296305744
velasco_chile,6,1,FALSE,FALSE,2.899138527523683e-17,0.19806993296305744
veloso,0,0,FALSE,FALSE,7.089395899342362e-50,0.19806993296305744
vergara-azcárate,3,2,FALSE,FALSE,0.34877706499091643,0.19806993296305744
vial,7,2,FALSE,FALSE,0.3914128670089679,0.19806993296305744
vicuña,9,2,FALSE,FALSE,0.18860317786220931,0.19806993296305744
