from,to,relation_type,from_nombre,from_pais,from_familia_normalizada,from_partido_norm,from_bloque_cargo,from_primary_elite_type,from_motivo_elite,from_elite_diplomatica,from_senal_transnacional,from_cargo_1,from_cargo_2,from_cargo_3,from_cargos_politicos,from_ocupacion,to_nombre,to_pais,to_familia_normalizada,to_partido_norm,to_bloque_cargo,to_primary_elite_type,to_motivo_elite,to_elite_diplomatica,to_senal_transnacional,to_cargo_1,to_cargo_2,to_cargo_3,to_cargos_politicos,to_ocupacion,motivo_relacion,misma_familia,mismo_pais,mismo_partido,mismo_bloque_cargo,ambos_diplomaticos,puente_transnacional,motivo_conexion,motivo_principal
https://es.wikipedia.org/wiki/Manuel_Cabral_de_Melo_y_Alpoin,https://es.wikipedia.org/wiki/Amador_Vaz_de_Alpoim,padres,Manuel Cabral de Melo y Alpoin,Argentina,Alpoim,NA,Ejecutivo,Política,élite política | élite económica,FALSE,FALSE,Teniente de Gobernador de Corrientes,Alcalde de Corrientes,NA,NA,"Militar , conquistador , poblador , hacendado , empresario agroindustrial , comerciante , funcionario y gobernante colonial",Amador Vaz de Alpoim,Argentina,Alpoim,NA,Otro,Política,élite política,FALSE,FALSE,Conquistador,Explorador,NA,NA,Explorador,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_de_Gorriti,https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,hijos,José Ignacio de Gorriti,Argentina,Zuviría,Unitario,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Gobernador de Salta,Diputado en el Congreso de Tucumán,NA,NA,Militar,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Gorriti,padres,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,José Ignacio de Gorriti,Argentina,Zuviría,Unitario,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Gobernador de Salta,Diputado en el Congreso de Tucumán,NA,NA,Militar,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,https://es.wikipedia.org/wiki/Manuel_Isidoro_Belzu,conyuge,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,Manuel Isidoro Belzu,Argentina,Zuviría,Partido Popular,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Presidente de Bolivia,Militar,NA,NA,Militar y político,alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_de_Dorado,hijos,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",parentesco_descendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_descendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_de_Gorriti,hijos,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,José Ignacio de Gorriti,Argentina,Zuviría,Unitario,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Gobernador de Salta,Diputado en el Congreso de Tucumán,NA,NA,Militar,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Hugo_Wast,https://es.wikipedia.org/wiki/Jorge_Miguel_Mart%C3%ADnez_Zuvir%C3%ADa,hijos,Hugo Wast,Argentina,Zuviría,Partido Demócrata Progresista,Profesional,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Escritor,Político,NA,NA,Político y escritor,Jorge Martínez Zuviría,Argentina,Zuviría,NA,Militar,Política,élite política | élite familiar,FALSE,TRUE,Titular de la Fuerza Aérea Argentina,NA,NA,NA,Oficial militar,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Gorriti,https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,hijos,José Ignacio de Gorriti,Argentina,Zuviría,Unitario,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Gobernador de Salta,Diputado en el Congreso de Tucumán,NA,NA,Militar,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Gorriti,https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,padres,José Ignacio de Gorriti,Argentina,Zuviría,Unitario,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Gobernador de Salta,Diputado en el Congreso de Tucumán,NA,NA,Militar,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Manuel_Isidoro_Belzu,https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,conyuge,Manuel Isidoro Belzu,Argentina,Zuviría,Partido Popular,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Presidente de Bolivia,Militar,NA,NA,Militar y político,Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/Manuel_Isidoro_Belzu,https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_Gorriti,hijos,Manuel Isidoro Belzu,Argentina,Zuviría,Partido Popular,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Presidente de Bolivia,Militar,NA,NA,Militar y político,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_de_Dorado,https://es.wikipedia.org/wiki/Manuel_Isidoro_Belzu,padres,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",Manuel Isidoro Belzu,Argentina,Zuviría,Partido Popular,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Presidente de Bolivia,Militar,NA,NA,Militar y político,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_de_Dorado,https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,padres,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,parentesco_ascendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_ascendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_de_Dorado,https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,hijos,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,parentesco_descendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_descendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Jorge_Miguel_Mart%C3%ADnez_Zuvir%C3%ADa,https://es.wikipedia.org/wiki/Hugo_Wast,hijos,Jorge Martínez Zuviría,Argentina,Zuviría,NA,Militar,Política,élite política | élite familiar,FALSE,TRUE,Titular de la Fuerza Aérea Argentina,NA,NA,NA,Oficial militar,Hugo Wast,Argentina,Zuviría,Partido Demócrata Progresista,Profesional,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Escritor,Político,NA,NA,Político y escritor,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_Gorriti,https://es.wikipedia.org/wiki/Manuel_Isidoro_Belzu,padres,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",Manuel Isidoro Belzu,Argentina,Zuviría,Partido Popular,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Presidente de Bolivia,Militar,NA,NA,Militar y político,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_Gorriti,https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,padres,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",Juana Manuela Gorriti,Argentina,Zuviría,NA,Profesional,Política,élite política | élite familiar,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,parentesco_ascendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_ascendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_Gorriti,https://es.wikipedia.org/wiki/Manuel_Isidoro_Belzu,hijos,Mercedes Belzu,Argentina,Zuviría,NA,Profesional,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",Manuel Isidoro Belzu,Argentina,Zuviría,Partido Popular,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Presidente de Bolivia,Militar,NA,NA,Militar y político,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Alfredo_Fortabat,https://es.wikipedia.org/wiki/Amalia_Lacroze_de_Fortabat,conyuge,Alfredo Fortabat,Argentina,Fortabat,NA,Económico,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Fundador de Loma Negra,NA,NA,NA,Empresario,Amalia Lacroze de Fortabat,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , coleccionista",alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/Amalia_Lacroze_de_Fortabat,https://es.wikipedia.org/wiki/Alfredo_Fortabat,conyuge,Amalia Lacroze de Fortabat,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , coleccionista",Alfredo Fortabat,Argentina,Fortabat,NA,Económico,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Fundador de Loma Negra,NA,NA,NA,Empresario,alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/Amalia_Lacroze_de_Fortabat,https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,hijos,Amalia Lacroze de Fortabat,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , coleccionista",Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",parentesco_descendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_descendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,https://es.wikipedia.org/wiki/Amalia_Lacroze_de_Fortabat,padres,Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",Amalia Lacroze de Fortabat,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , coleccionista",parentesco_ascendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_ascendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,https://es.wikipedia.org/wiki/Julio_Aurelio_Amoedo,conyuge,Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,https://es.wikipedia.org/wiki/Amalia_Amoedo,hijos,Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",Amalia Amoedo,Argentina,Fortabat,NA,Otro,Política,élite política | élite familiar,FALSE,TRUE,Presidenta de la Fundación Ama Amoedo,NA,NA,NA,"Filántropa, coleccionista de arte, artista visual",parentesco_descendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_descendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,https://es.wikipedia.org/wiki/Amalia_Lacroze_de_Fortabat,hijos,Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",Amalia Lacroze de Fortabat,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , coleccionista",parentesco_descendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_descendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Julio_Aurelio_Amoedo,https://es.wikipedia.org/wiki/Aurelio_Amoedo,padres,Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,Aurelio Amoedo,Argentina,Fortabat,Partido Demócrata Nacional,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Vicegobernador de Buenos Aires,NA,NA,NA,abogado,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Julio_Aurelio_Amoedo,https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,conyuge,Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/Amalia_Amoedo,https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,padres,Amalia Amoedo,Argentina,Fortabat,NA,Otro,Política,élite política | élite familiar,FALSE,TRUE,Presidenta de la Fundación Ama Amoedo,NA,NA,NA,"Filántropa, coleccionista de arte, artista visual",Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",parentesco_ascendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_ascendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Amalia_Amoedo,https://es.wikipedia.org/wiki/Julio_Amoedo,padres,Amalia Amoedo,Argentina,Fortabat,NA,Otro,Política,élite política | élite familiar,FALSE,TRUE,Presidenta de la Fundación Ama Amoedo,NA,NA,NA,"Filántropa, coleccionista de arte, artista visual",Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Amalia_Amoedo,https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,hijos,Amalia Amoedo,Argentina,Fortabat,NA,Otro,Política,élite política | élite familiar,FALSE,TRUE,Presidenta de la Fundación Ama Amoedo,NA,NA,NA,"Filántropa, coleccionista de arte, artista visual",Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",parentesco_descendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_descendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Aurelio_Amoedo,https://es.wikipedia.org/wiki/Julio_Aurelio_Amoedo,hijos,Aurelio Amoedo,Argentina,Fortabat,Partido Demócrata Nacional,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Vicegobernador de Buenos Aires,NA,NA,NA,abogado,Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Aurelio_Amoedo,https://es.wikipedia.org/wiki/Julio_Aurelio_Amoedo,padres,Aurelio Amoedo,Argentina,Fortabat,Partido Demócrata Nacional,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Vicegobernador de Buenos Aires,NA,NA,NA,abogado,Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Julio_Amoedo,https://es.wikipedia.org/wiki/Aurelio_Amoedo,padres,Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,Aurelio Amoedo,Argentina,Fortabat,Partido Demócrata Nacional,Ejecutivo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Vicegobernador de Buenos Aires,NA,NA,NA,abogado,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Julio_Amoedo,https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,conyuge,Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,Inés Lafuente,Argentina,Fortabat,NA,Otro,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/Julio_Amoedo,https://es.wikipedia.org/wiki/Amalia_Amoedo,padres,Julio Aurelio Amoedo,Argentina,Fortabat,Partido Conservador Popular,Legislativo,Política,élite política | élite partidaria | élite familiar,FALSE,TRUE,Senador,NA,NA,NA,Político,Amalia Amoedo,Argentina,Fortabat,NA,Otro,Política,élite política | élite familiar,FALSE,TRUE,Presidenta de la Fundación Ama Amoedo,NA,NA,NA,"Filántropa, coleccionista de arte, artista visual",parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Salvadora_de_Ot%C3%A1lora_y_Ribero,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,padres,Ana María Salvadora de Otálora y Ribero,Argentina,Otálora,NA,NA,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,NA,José Antonio Gregorio de Otálora,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Salvadora_de_Ot%C3%A1lora_y_Ribero,https://es.wikipedia.org/wiki/Benito_Gonz%C3%A1lez_Ribadavia,conyuge,Ana María Salvadora de Otálora y Ribero,Argentina,Otálora,NA,NA,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,NA,Benito Rivadavia,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar,FALSE,TRUE,Abogado,Comerciante,Militar,NA,Militar,alianza_conyugal,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,alianza_conyugal | misma_familia,alianza_conyugal
https://es.wikipedia.org/wiki/Felipe_Santiago_Ignacio_de_Ot%C3%A1lora_y_del_Ribero,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,padres,Felipe Santiago Ignacio de Otálora y del Ribero,Argentina,Otálora,NA,Económico,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Hacendado,NA,NA,NA,Hacendado,José Antonio Gregorio de Otálora,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Salvadora_de_Ot%C3%A1lora_y_Ribero,hijos,José Antonio Gregorio de Otálora,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",Ana María Salvadora de Otálora y Ribero,Argentina,Otálora,NA,NA,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,NA,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_Eustaquio_de_Ot%C3%A1lora_y_Ribero,hijos,José Antonio Gregorio de Otálora,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",José Antonio Gregorio Eustaquio de Otálora y del Ribero,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Militar,Hacendado,NA,NA,hacendado y militar,parentesco_descendente,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,parentesco_descendente | misma_familia | mismo_bloque_cargo,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,https://es.wikipedia.org/wiki/Felipe_Santiago_Ignacio_de_Ot%C3%A1lora_y_del_Ribero,hijos,José Antonio Gregorio de Otálora,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",Felipe Santiago Ignacio de Otálora y del Ribero,Argentina,Otálora,NA,Económico,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Hacendado,NA,NA,NA,Hacendado,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,https://es.wikipedia.org/wiki/Mar%C3%ADa_Saturnina_B%C3%A1rbara_de_Ot%C3%A1lora_y_Ribero,hijos,José Antonio Gregorio de Otálora,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",María Saturnina Bárbara de Otálora y Ribero,Argentina,Otálora,NA,Otro,Política,élite política | élite familiar,FALSE,TRUE,Patricia argentina,Esposa de Cornelio Saavedra,NA,NA,Dama Patricia,parentesco_descendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_descendente | misma_familia,parentesco
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Salvadora_de_Ot%C3%A1lora_y_Ribero,padres,José Antonio Gregorio de Otálora,Argentina,Otálora,NA,Militar,Política,élite política | élite familiar | élite económica,FALSE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",Ana María Salvadora de Otálora y Ribero,Argentina,Otálora,NA,NA,Familiar,élite familiar,FALSE,TRUE,NA,NA,NA,NA,NA,parentesco_ascendente,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,parentesco_ascendente | misma_familia,parentesco
