url,nombre,pais_origen,pais_vinculo,tipo_vinculo,campo_detectado
https://es.wikipedia.org/wiki/Mart%C3%ADn_Bela%C3%BAnde_Moreyra,Martín Belaúnde Moreyra,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Francisco_de_la_Bodega_y_Quadra,Juan Francisco de la Bodega y Quadra,mexico,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Bolognesi,Francisco Bolognesi,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Antonio_de_Boza_y_Garc%C3%A9s,Antonio de Boza y Garcés,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Embajada_de_Estados_Unidos_en_Per%C3%BA,Embajada de Estados Unidos en Perú,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariano_Bustamante,Mariano Bustamante,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Sybila_Arredondo,Sybila Arredondo,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alessia_Rovegno,Alessia Rovegno,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Stephanie_Cayo,Stephanie Cayo,peru,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Condado_de_Monteblanco,Condado de Monteblanco,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariano_Castro_Zald%C3%ADvar,Mariano Castro Zaldívar,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariano_Castro_Zald%C3%ADvar,Mariano Castro Zaldívar,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Enrique_Chirinos_Soto,Enrique Chirinos Soto,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Luis_Cisneros_Vizquerra,Luis Cisneros Vizquerra,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alberto_Ulloa_Cisneros,Alberto Ulloa Cisneros,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alberto_Ulloa_Cisneros,Alberto Ulloa Cisneros,argentina,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alberto_Ulloa_Cisneros,Alberto Ulloa Cisneros,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alberto_Ulloa_Cisneros,Alberto Ulloa Cisneros,argentina,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alberto_Ulloa_Sotomayor,Alberto Ulloa Sotomayor,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Lilly_Caballero_de_Cueto,Lilly Caballero de Cueto,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Santiago_Cueto_Caballero,Santiago Cueto Caballero,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Gonz%C3%A1lez_de_Prada,Francisco González de Prada,peru,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Ortiz_de_Zevallos,José Ortiz de Zevallos,peru,paraguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Orozco,Ana María Orozco,colombia,argentina,residencia,residencia
https://es.wikipedia.org/wiki/Manuel_Ortiz_de_Zevallos,Manuel Ortiz de Zevallos,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariana_Echevarr%C3%ADa_de_Santiago_y_Ulloa,Mariana Echevarría de Santiago y Ulloa,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/F%C3%A9lix_Denegri_Luna,Félix Denegri Luna,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Diez_Canseco_T%C3%A1vara,Francisco Diez Canseco Távara,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Jos%C3%A9_Diez_Canseco_Pereyra,José Diez Canseco Pereyra,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alfredo_Ferrero_Diez-Canseco,Alfredo Ferrero Diez-Canseco,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Anel_Townsend,Anel Townsend,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Manuel_Yrigoyen_Arias,Manuel Yrigoyen Arias,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Hern%C3%A1n_Velarde,Hernán Velarde,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Hern%C3%A1n_Velarde,Hernán Velarde,argentina,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Bautista_El%C3%A9spuru,Juan Bautista Eléspuru,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Bautista_El%C3%A9spuru,Juan Bautista Eléspuru,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Federico_Elmore,Federico Elmore,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alberto_Elmore,Alberto Elmore,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Federico_Elmore,Juan Federico Elmore,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Teodoro_Elmore,Teodoro Elmore,argentina,chile,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Teodoro_Elmore,Teodoro Elmore,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ivana_Yturbe,Ivana Yturbe,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Rossana_Fern%C3%A1ndez-Maldonado,Rossana Fernández-Maldonado,peru,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Carlos_Ferrero_Costa,Carlos Ferrero Costa,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Manuel_Ferreyros,Manuel Ferreyros,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Luc%C3%ADa_Oxenford,Lucía Oxenford,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Marcelo_Oxenford,Marcelo Oxenford,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juliana_Oxenford,Juliana Oxenford,argentina,peru,residencia,residencia
https://es.wikipedia.org/wiki/Santiago_Fujimori,Santiago Fujimori,chile,peru,residencia,residencia
https://es.wikipedia.org/wiki/Santiago_Fujimori,Santiago Fujimori,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Garc%C3%ADa-Calder%C3%B3n_Rey,Francisco García-Calderón Rey,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Garc%C3%ADa_Calder%C3%B3n_Rey,Francisco García-Calderón Rey,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Garc%C3%ADa_y_Garc%C3%ADa,José Antonio García y García,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Daphne_Dougall,Daphne Dougall,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Daphne_Dougall,Daphne Dougall,argentina,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Hans_Gildemeister,Hans Gildemeister,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Hans_Gildemeister,Hans Gildemeister,chile,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Heinz_Gildemeister,Heinz Gildemeister,argentina,chile,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Heinz_Gildemeister,Heinz Gildemeister,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Manuel_Grau_y_Berr%C3%ADo,Juan Manuel Grau y Berrío,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Manuel_Grau_y_Berr%C3%ADo,Juan Manuel Grau y Berrío,chile,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Miguel_Grau,Miguel Grau,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Miguel_Grau,Miguel Grau,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Fernando_Tola_Mendoza,Fernando Tola Mendoza,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ollanta_Humala,Ollanta Humala,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Antauro_Humala,Antauro Humala,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ollanta_Humala_Tasso,Ollanta Humala,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Ina_Andrade,Ina Andrade,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/V%C3%ADctor_Larco_Herrera,Víctor Larco Herrera,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Leocadio_de_Llona_y_Rivera,José Leocadio de Llona y Rivera,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Numa_Pompilio_Llona,Numa Pompilio Llona,ecuador,peru,trabajo,cargos_politicos
https://es.wikipedia.org/wiki/Numa_Pompilio_Llona,Numa Pompilio Llona,ecuador,colombia,trabajo,cargos_politicos
https://es.wikipedia.org/wiki/Lastenia_Larriva,Lastenia Larriva,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Miguel_Emilio_Luna_y_Peralta,Miguel Emilio Luna y Peralta,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Muki_Sabogal,Muki Sabogal,mexico,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Javier_Mari%C3%A1tegui_y_Teller%C3%ADa,Francisco Javier Mariátegui y Tellería,peru,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Javier_Mari%C3%A1tegui_y_Teller%C3%ADa,Francisco Javier Mariátegui y Tellería,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ricardo_Melgar_Bao,Ricardo Melgar Bao,mexico,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Inti_Briones,Inti Briones,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Maki_Mir%C3%B3_Quesada,Maki Miró Quesada,peru,argentina,residencia,residencia
https://es.wikipedia.org/wiki/Francisco_Mir%C3%B3-Quesada_Rada,Francisco Miró-Quesada Rada,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Blanca_Luz_Brum,Blanca Luz Brum,chile,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Parra_del_Riego,Juan Parra del Riego,peru,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Lizardo_Montero,Lizardo Montero,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Moreyra_y_Matute,Francisco Moreyra y Matute,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Guillermo_More,Juan Guillermo More,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Manuel_de_Odriozola,Manuel de Odriozola,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Santiago_Roncagliolo,Santiago Roncagliolo,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Felipe_de_Osma_y_Pardo,Felipe de Osma y Pardo,argentina,chile,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Felipe_de_Osma_y_Pardo,Felipe de Osma y Pardo,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Felipe_de_Osma_y_Pardo,Felipe de Osma y Pardo,argentina,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alberto_Ot%C3%A1rola,Alberto Otárola,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Arnaldo_Panizo,Arnaldo Panizo,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Panizo,Juan José Panizo,peru,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariano_Felipe_Paz_Sold%C3%A1n,Mariano Felipe Paz Soldán,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariano_Felipe_Paz_Sold%C3%A1n,Mariano Felipe Paz Soldán,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Luis_%C3%81ngel_Pinasco,Luis Ángel Pinasco,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Hernando_de_Soto_%28economista%29,Hernando de Soto (economista),peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/Usuario%3ALamder/Taller,Usuario:Lamder/Taller,peru,chile,residencia,residencia
https://es.wikipedia.org/wiki/%C3%81lvaro_de_Soto,Álvaro de Soto,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Melit%C3%B3n_Porras_Osores,Melitón Porras Osores,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Melit%C3%B3n_Porras_Osores,Melitón Porras Osores,chile,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Melit%C3%B3n_Porras_Osores,Melitón Porras Osores,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Melit%C3%B3n_F._Porras_Osores,Melitón Porras Osores,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Melit%C3%B3n_F._Porras_Osores,Melitón Porras Osores,chile,colombia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Melit%C3%B3n_F._Porras_Osores,Melitón Porras Osores,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Alex_Cham%C3%A1n_Portugal,Alex Chamán Portugal,peru,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Antonio_Portugal_Prieto,Juan Antonio Portugal Prieto,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Leoncio_Prado,Leoncio Prado,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Leoncio_Prado_Guti%C3%A9rrez,Leoncio Prado,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Javier_Prado_y_Ugarteche,Javier Prado y Ugarteche,argentina,peru,residencia,residencia
https://es.wikipedia.org/wiki/Javier_Prado_y_Ugarteche,Javier Prado y Ugarteche,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Santiago_Rebagliati,Santiago Rebagliati,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Gaspar_Rem%C3%ADrez_de_Laredo_y_Encalada,Gaspar Remírez de Laredo y Encalada,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Santiago_M%C3%A1rquez_Zorrilla,Santiago Márquez Zorrilla,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,José de la Riva Agüero y Looz Corswarem,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,José de la Riva Agüero y Looz Corswarem,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Carlos_Fulgencio_Pedro_Regalado_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,José de la Riva Agüero y Looz Corswarem,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Carlos_Fulgencio_Pedro_Regalado_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,José de la Riva Agüero y Looz Corswarem,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Fernando_Rospigliosi,Fernando Rospigliosi,peru,paraguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Felipe_Salaverry,Felipe Salaverry,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Felipe_Salaverry,Felipe Salaverry,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Felipe_Santiago_Salaverry,Felipe Salaverry,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Felipe_Santiago_Salaverry,Felipe Salaverry,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Osvaldo_Cattone,Osvaldo Cattone,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Samanez_Ocampo,José Samanez Ocampo,peru,ecuador,trabajo,ocupacion
https://es.wikipedia.org/wiki/Jos%C3%A9_Samanez_Ocampo,José Samanez Ocampo,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Andr%C3%A9s_de_Santa_Cruz,Andrés de Santa Cruz,peru,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Edgardo_Seoane,Edgardo Seoane,mexico,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Edgardo_Seoane_Corrales,Edgardo Seoane,mexico,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Luis_Solari,Luis Solari,chile,peru,residencia,residencia
https://es.wikipedia.org/wiki/Luis_Solari,Luis Solari,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Manuel_Teller%C3%ADa_Vicu%C3%B1a,Manuel Tellería Vicuña,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Manuel_Teller%C3%ADa_Vicu%C3%B1a,Manuel Tellería Vicuña,chile,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Cris%C3%B3stomo_Torrico,Juan Crisóstomo Torrico,peru,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Rufino_Torrico,Rufino Torrico,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Antonio_Ugarteche,Juan Antonio Ugarteche,argentina,chile,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Antonio_Ugarteche,Juan Antonio Ugarteche,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/%C3%93scar_Ugarteche,Óscar Ugarteche,mexico,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Bol%C3%ADvar_Ulloa,Bolívar Ulloa,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Eloy_Ureta,Eloy Ureta,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Bl%C3%A1zquez_de_Valverde,Juan Blázquez de Valverde,peru,paraguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_de_Valverde_y_%C3%81lvarez_de_Toledo,Francisco de Valverde y Álvarez de Toledo,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Pedro_V%C3%A1squez_de_Velasco_y_Esparza,Pedro Vásquez de Velasco y Esparza,peru,ecuador,trabajo,ocupacion
https://es.wikipedia.org/wiki/Jorge_Enrique_Velarde,Jorge Enrique Velarde,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Tilsa_Lozano,Tilsa Lozano,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ricardo_Villar%C3%A1n,Ricardo Villarán,argentina,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Guillermo_Thornberry,Guillermo Thornberry,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Guillermo_Thornberry_Villar%C3%A1n,Guillermo Thornberry,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ricardo_Wiesse,Ricardo Wiesse,chile,peru,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ricardo_Wiesse,Ricardo Wiesse,chile,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Carlos_Eugenio_Scheck,Carlos Eugenio Scheck,chile,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ana_Monterroso_de_Lavalleja,Ana Monterroso de Lavalleja,argentina,chile,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ana_Monterroso_de_Lavalleja,Ana Monterroso de Lavalleja,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ana_Monterroso,Ana Monterroso de Lavalleja,argentina,chile,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Ana_Monterroso,Ana Monterroso de Lavalleja,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Esther_Boggini,Esther Boggini,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Antonio_Podest%C3%A1,Antonio Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Arturo_Podest%C3%A1,Arturo Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Celia_Podest%C3%A1,Celia Podestá,argentina,chile,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Celia_Podest%C3%A1,Celia Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Hebe_Podest%C3%A1,Hebe Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Podest%C3%A1,José Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Vicente_Podest%C3%A1,Juan Vicente Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mar%C3%ADa_Podest%C3%A1,María Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Pablo_Podest%C3%A1_%28actor%29,Pablo Podestá (actor),argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Pedro_Podest%C3%A1,Pedro Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Tot%C3%B3n_Podest%C3%A1,Totón Podestá,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Segundo_Pomar,Segundo Pomar,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mar%C3%ADa_Teresa_Torterolo,María Teresa Torterolo,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Rosa_Boz%C3%A1n,Rosa Bozán,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Chiquito_Saravia,Chiquito Saravia,uruguay,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariantonia_Palacios,Mariantonia Palacios,venezuela,colombia,residencia,residencia
https://es.wikipedia.org/wiki/Juan_Francisco_Sans,Juan Francisco Sans,colombia,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Juan_Agust%C3%ADn_Bol%C3%ADvar,Juan Agustín Bolívar,chile,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Rufino_Blanco_Fombona,Rufino Blanco Fombona,argentina,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Rodr%C3%ADguez_del_Toro,José Rodríguez del Toro,mexico,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez_del_Toro_e_Isturiz,Francisco Rodríguez del Toro e Isturiz,mexico,venezuela,trabajo,ocupacion
https://es.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez_del_Toro_e_Isturiz,Francisco Rodríguez del Toro e Isturiz,mexico,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Francisco_Rodr%C3%ADguez_del_Toro,Francisco Rodríguez del Toro,mexico,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Patricia_Phelps_de_Cisneros,Patricia Phelps de Cisneros,argentina,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Patricia_Phelps_de_Cisneros,Patricia Phelps de Cisneros,argentina,uruguay,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Jos%C3%A9_Vicente_G%C3%B3mez_Bello,José Vicente Gómez Bello,colombia,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mar%C3%ADa_Eugenia_Cordovez_Pont%C3%B3n,María Eugenia Cordovez,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Antonio_Jos%C3%A9_Sucre_Alcal%C3%A1,Antonio José Sucre Alcalá,venezuela,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Leopoldo_Sucre_Figarella,Leopoldo Sucre Figarella,argentina,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Antonio_Jos%C3%A9_de_Sucre,Antonio José de Sucre,peru,venezuela,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Antonio_Jos%C3%A9_de_Sucre,Antonio José de Sucre,peru,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Antonio_Jos%C3%A9_de_Sucre,Antonio José de Sucre,peru,ecuador,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariana_Carcel%C3%A9n,Mariana Carcelén,venezuela,bolivia,biografía,biografia_inicial
https://es.wikipedia.org/wiki/Mariana_Carcel%C3%A9n,Mariana Carcelén,venezuela,ecuador,biografía,biografia_inicial
