url,nombre,pais,familia_normalizada,motivo_elite,primary_elite_type,bloque_cargo,partido_norm,elite_politica,elite_partidaria,elite_familiar,elite_diplomatica,elite_economica,senal_transnacional,cargo_1,cargo_2,cargo_3,cargos_politicos,ocupacion,lugar_nacimiento,lugar_fallecimiento,nacionalidad,conexion_otros_paises,redes_dentro_pais,redes_entre_paises
https://es.wikipedia.org/wiki/Amador_Vaz_de_Alpoim,Amador Vaz de Alpoim,Argentina,Alpoim,élite política,Política,Otro,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Conquistador,Explorador,NA,NA,Explorador,NA,NA,NA,NA,NA,NA
https://es.wikipedia.org/wiki/Manuel_Cabral_de_Melo_y_Alpoin,Manuel Cabral de Melo y Alpoin,Argentina,Alpoim,élite política | élite económica,Política,Ejecutivo,NA,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Teniente de Gobernador de Corrientes,Alcalde de Corrientes,NA,NA,"Militar , conquistador , poblador , hacendado , empresario agroindustrial , comerciante , funcionario y gobernante colonial",NA,NA,NA,NA,NA,NA
https://es.wikipedia.org/wiki/Manuel_Maciel_y_Cabral_de_Alpoin,Manuel Maciel y Cabral de Alpoin,Argentina,Alpoim,élite política | élite económica,Política,Ejecutivo,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Alcalde de Corrientes,Alcalde de Santa Fe,Maestre de campo general,NA,"Militar , conquistador , explorador , hacendado , funcionario y gobernante colonial",NA,NA,Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_de_Gorriti,José Ignacio de Gorriti,Argentina,Zuviría,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Unitario,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Gobernador de Salta,Diputado en el Congreso de Tucumán,NA,NA,Militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,Juana Manuela Gorriti,Argentina,Zuviría,élite política | élite familiar,Política,Profesional,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Primera dama de Bolivia,NA,NA,NA,Escritora y periodista,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Gustavo_Mart%C3%ADnez_Zuvir%C3%ADa_%28hijo%29,Gustavo Martínez Zuviría (hijo),Argentina,Zuviría,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Militar argentino,Político argentino,NA,NA,Militar y político,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Jorge_Mart%C3%ADnez_Zuvir%C3%ADa,Jorge Martínez Zuviría,Argentina,Zuviría,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Titular de la Fuerza Aérea Argentina,NA,NA,NA,Oficial militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Horacio_Velarde,Horacio Velarde,Argentina,Zuviría,élite familiar,Familiar,Otro,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,Actor,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Hugo_Wast,Hugo Wast,Argentina,Zuviría,élite política | élite partidaria | élite familiar,Política,Profesional,Partido Demócrata Progresista,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Escritor,Político,NA,NA,Político y escritor,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Facundo_Zuvir%C3%ADa,Facundo Zuviría,Argentina,Zuviría,élite política | élite partidaria | élite familiar | élite diplomática,Diplomática,Diplomático,Partido Unitario,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Presidente del Congreso Nacional,Senador nacional,Ministro de Relaciones Exteriores,NA,Jurisconsulto y político,NA,NA,Argentino,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Zuvir%C3%ADa,José María Zuviría,Argentina,Zuviría,élite política | élite familiar,Política,Legislativo,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Diputado,NA,NA,NA,"Abogado , político , escritor y magistrado",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Ignacio_Gorriti,José Ignacio de Gorriti,Argentina,Zuviría,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Unitario,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Gobernador de Salta,Diputado en el Congreso de Tucumán,NA,NA,Militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Manuel_Isidoro_Belzu,Manuel Isidoro Belzu,Argentina,Zuviría,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Partido Popular,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Presidente de Bolivia,Militar,NA,NA,Militar y político,NA,NA,Española (hasta 1823) Boliviana (desde 1825),nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_de_Dorado,Mercedes Belzu,Argentina,Zuviría,élite familiar,Familiar,Profesional,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",NA,NA,Boliviana,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Jorge_Miguel_Mart%C3%ADnez_Zuvir%C3%ADa,Jorge Martínez Zuviría,Argentina,Zuviría,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Titular de la Fuerza Aérea Argentina,NA,NA,NA,Oficial militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Mercedes_Belz%C3%BA_Gorriti,Mercedes Belzu,Argentina,Zuviría,élite familiar,Familiar,Profesional,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,"Escritora , poetisa y traductora",NA,NA,Boliviana,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Colecci%C3%B3n_de_Arte_Amalia_Lacroze_de_Fortabat,Colección de Arte Amalia Lacroze de Fortabat,Argentina,Fortabat,élite familiar,Familiar,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://es.wikipedia.org/wiki/Alfredo_Fortabat,Alfredo Fortabat,Argentina,Fortabat,élite política | élite familiar | élite económica,Política,Económico,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Fundador de Loma Negra,NA,NA,NA,Empresario,NA,NA,Argentino,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Amalia_Lacroze_de_Fortabat,Amalia Lacroze de Fortabat,Argentina,Fortabat,élite familiar,Familiar,Otro,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , coleccionista",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/In%C3%A9s_Lafuente,Inés Lafuente,Argentina,Fortabat,élite familiar,Familiar,Otro,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,"Empresaria , filántropa",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Loma_Negra,Loma Negra,Argentina,Fortabat,élite familiar,Familiar,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://es.wikipedia.org/wiki/Julio_Aurelio_Amoedo,Julio Aurelio Amoedo,Argentina,Fortabat,élite política | élite partidaria | élite familiar,Política,Legislativo,Partido Conservador Popular,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Senador,NA,NA,NA,Político,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Amalia_Amoedo,Amalia Amoedo,Argentina,Fortabat,élite política | élite familiar,Política,Otro,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Presidenta de la Fundación Ama Amoedo,NA,NA,NA,"Filántropa, coleccionista de arte, artista visual",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Aurelio_Amoedo,Aurelio Amoedo,Argentina,Fortabat,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Partido Demócrata Nacional,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Vicegobernador de Buenos Aires,NA,NA,NA,abogado,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Julio_Amoedo,Julio Aurelio Amoedo,Argentina,Fortabat,élite política | élite partidaria | élite familiar,Política,Legislativo,Partido Conservador Popular,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Senador,NA,NA,NA,Político,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Salvadora_de_Ot%C3%A1lora_y_Ribero,Ana María Salvadora de Otálora y Ribero,Argentina,Otálora,élite familiar,Familiar,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Felipe_Santiago_Ignacio_de_Ot%C3%A1lora_y_del_Ribero,Felipe Santiago Ignacio de Otálora y del Ribero,Argentina,Otálora,élite política | élite familiar | élite económica,Política,Económico,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Hacendado,NA,NA,NA,Hacendado,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_de_Ot%C3%A1lora,José Antonio Gregorio de Otálora,Argentina,Otálora,élite política | élite familiar | élite económica,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Funcionario,Militar,NA,NA,"Funcionario , militar , comerciante y hacendado",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_Eustaquio_de_Ot%C3%A1lora_y_del_Ribero,José Antonio Gregorio Eustaquio de Otálora y del Ribero,Argentina,Otálora,élite política | élite familiar | élite económica,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Militar,Hacendado,NA,NA,hacendado y militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Mar%C3%ADa_Saturnina_B%C3%A1rbara_de_Ot%C3%A1lora_y_Ribero,María Saturnina Bárbara de Otálora y Ribero,Argentina,Otálora,élite política | élite familiar,Política,Otro,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Patricia argentina,Esposa de Cornelio Saavedra,NA,NA,Dama Patricia,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Bernardino_Rivadavia,Bernardino Rivadavia,Argentina,Otálora,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Partido Unitario,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Presidente de Argentina,Gobernador de Buenos Aires,NA,NA,Político,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Santiago_Rivadavia,Santiago Rivadavia,Argentina,Otálora,élite política | élite familiar | élite económica,Política,Económico,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Comerciante,Político,NA,NA,Comerciante y político,NA,NA,Argentino,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Mariano_Saavedra,Mariano Saavedra,Argentina,Otálora,élite política | élite partidaria | élite familiar,Política,Ejecutivo,null,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Gobernador de Buenos Aires,null,null,NA,Abogado,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Benito_Gonz%C3%A1lez_Ribadavia,Benito Rivadavia,Argentina,Otálora,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Abogado,Comerciante,Militar,NA,Militar,NA,NA,Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Gregorio_Eustaquio_de_Ot%C3%A1lora_y_Ribero,José Antonio Gregorio Eustaquio de Otálora y del Ribero,Argentina,Otálora,élite política | élite familiar | élite económica,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Militar,Hacendado,NA,NA,hacendado y militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Cornelio_Saavedra,Cornelio Saavedra,Argentina,Otálora,élite política | élite partidaria | élite familiar | élite económica,Política,Ejecutivo,Ejércitos patriotas,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Presidente de las Provincias Unidas del Río de la Plata,Comandante en jefe del Ejército del Norte,NA,NA,"Comerciante , militar , político y hacendado",NA,NA,Rioplatense,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Benito_Rivadavia,Benito Rivadavia,Argentina,Otálora,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Abogado,Comerciante,Militar,NA,Militar,NA,NA,Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Juana_del_Pino,Juana del Pino,Argentina,Otálora,élite política | élite familiar,Política,Otro,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Primera Dama de Argentina,NA,NA,NA,Dama de Beneficencia y Política,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Joaqu%C3%ADn_del_Pino,Joaquín del Pino,Argentina,Otálora,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Virrey del Río de la Plata,Ingeniero militar,NA,NA,Político y militar,NA,NA,Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Rafaela_de_Vera_Mujica_y_L%C3%B3pez_Pintado,Rafaela de Vera Mujica y López Pintado,Argentina,Otálora,élite política | élite familiar,Política,Otro,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Virreina consorte del Río de la Plata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://es.wikipedia.org/wiki/Isabel_Macedo,Isabel Macedo,Argentina,Urtubey,élite política | élite familiar,Política,Otro,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Primera Dama de Salta,NA,NA,NA,"Actriz, modelo y empresaria",NA,NA,argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Alejandro_Urtubey,Alejandro Urtubey,Argentina,Urtubey,élite política | élite familiar | élite económica,Política,Económico,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Piloto de automovilismo,NA,NA,NA,Piloto de automovilismo y empresario,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Clodomiro_Urtubey,Clodomiro Urtubey,Argentina,Urtubey,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Marino argentino,Fundador de la Escuela Naval Militar,NA,NA,Militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Juan_Manuel_Urtubey,Juan Manuel Urtubey,Argentina,Urtubey,élite política | élite partidaria | élite familiar | élite económica,Política,Ejecutivo,Partido Justicialista,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Gobernador de Salta,NA,NA,NA,"Político , abogado , empresario y profesor",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Rodolfo_Urtubey,Rodolfo Urtubey,Argentina,Urtubey,élite política | élite partidaria | élite familiar,Política,Legislativo,Partido Justicialista,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Senador Nacional,exjuez Nacional,NA,NA,"Abogado, político y juez",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Diego_Simeone,Diego Simeone,Argentina,Simeone,élite política,Política,Otro,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Entrenador del Club Atlético de Madrid,NA,NA,NA,NA,NA,NA,"argentina , española",varias_nacionalidades,NA,NA
https://es.wikipedia.org/wiki/Gianluca_Simeone,Gianluca Simeone,Argentina,Simeone,élite política,Política,Otro,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Futbolista profesional,NA,NA,NA,NA,NA,NA,argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Giovanni_Simeone,Giovanni Simeone,Argentina,Simeone,élite política,Política,Otro,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Futbolista,NA,NA,NA,NA,NA,NA,Argentina Española [ 4 ] ​,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Giuliano_Simeone,Giuliano Simeone,Argentina,Simeone,élite política,Política,Otro,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Futbolista,NA,NA,NA,NA,NA,NA,Argentina Italiana Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Warnes,Joaquín Prieto Warnes,Argentina,Warnes,élite política | élite familiar | élite económica,Política,Legislativo,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Diputado,NA,NA,NA,diputado y empresario,NA,NA,Chilena,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto,Joaquín Prieto,Argentina,Warnes,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Pelucón,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Presidente de Chile,Militar,NA,NA,Militar y político,NA,NA,Chilena,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Baltasar_Unquera,Baltasar Unquera,Argentina,Warnes,élite familiar,Familiar,Militar,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,Militar,NA,NA,Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Ignacio_Warnes,Ignacio Warnes,Argentina,Warnes,élite política | élite partidaria | élite familiar,Política,Militar,null,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Militar argentino,null,null,NA,Militar y político,NA,NA,Española Rioplatense,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Manuela_Warnes,Manuela Warnes,Argentina,Warnes,élite política | élite familiar,Política,Ejecutivo,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Esposa del Presidente de Chile,NA,NA,NA,Primera Dama,NA,NA,Chilena y española,varias_nacionalidades,NA,NA
https://es.wikipedia.org/wiki/Mart%C3%ADn_Jos%C3%A9_Warnes,Martín José Warnes,Argentina,Warnes,élite política | élite familiar,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Marino argentino,Luchador por la independencia,NA,NA,Militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Martina_Warnes,Martina Warnes,Argentina,Warnes,élite política | élite familiar,Política,Otro,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Patriota argentina,NA,NA,NA,NA,NA,NA,Argentina y española,varias_nacionalidades,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto_Vial,Joaquín Prieto,Argentina,Warnes,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Pelucón,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Presidente de Chile,Militar,NA,NA,Militar y político,NA,NA,Chilena,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Hurtado,Joaquín Prieto Hurtado,Argentina,Warnes,élite política | élite partidaria | élite familiar | élite económica,Política,Legislativo,Partido Conservador,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Ministro de Estado,Diputado,NA,NA,"Abogado , empresario y político",NA,NA,Chilena,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Manuela_Warnes_y_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Manuela Warnes,Argentina,Warnes,élite política | élite familiar,Política,Ejecutivo,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Esposa del Presidente de Chile,NA,NA,NA,Primera Dama,NA,NA,Chilena y española,varias_nacionalidades,NA,NA
https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes,Manuel Antonio José Warnes,Argentina,Warnes,élite política | élite familiar,Política,Ejecutivo,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Alcalde del Cabildo de Buenos Aires,NA,NA,NA,Alcalde de primer voto del Cabildo de Buenos Aires,NA,NA,Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Ana Jacoba García de Zúñiga,Argentina,Warnes,élite política | élite partidaria | élite familiar,Política,Militar,Patriota,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Patricia argentina,NA,NA,NA,Ejército Patriota,NA,NA,Argentina y española,varias_nacionalidades,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Prieto,Joaquín Prieto,Argentina,Warnes,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Pelucón,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Presidente de Chile,Militar,NA,NA,Militar y político,NA,NA,Chilena,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Prieto_Concha,Joaquín Prieto Concha,Argentina,Warnes,élite política | élite partidaria | élite familiar | élite económica,Política,Legislativo,Partido Conservador,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Ministro de Estado,Parlamentario,NA,NA,"Abogado , empresario y político",NA,NA,Chilena,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Alonso_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Alonso García de Zúñiga,Argentina,Warnes,élite política | élite familiar | élite económica,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Agente real,Mercader,NA,NA,Militar y comerciante,NA,NA,Española,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Astigueta_%28hijo%29,José Manuel Astigueta (hijo),Argentina,Astigueta,élite política | élite diplomática,Diplomática,Diplomático,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,Ministro de Defensa Nacional de Argentina,Embajador en la Unión Soviética,NA,NA,Diplomático,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Astigueta_%28padre%29,José Manuel Astigueta (padre),Argentina,Astigueta,élite política,Política,Profesional,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Ministro de Justicia,Ministro de Educación,NA,NA,Abogado,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Mariano_Astigueta_%28nieto%29,José Mariano Astigueta (nieto),Argentina,Astigueta,élite política,Política,Profesional,NA,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Ministro de Educación,Ministro de Justicia,NA,NA,Abogado,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Jos%C3%A9_Mariano_Astigueta_%28padre%29,José Mariano Astigueta (padre),Argentina,Astigueta,élite política | élite partidaria,Política,Profesional,Partido Autonomista Nacional,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Ministro de Justicia e Instrucción Pública,NA,NA,NA,Médico,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Alejandro_Awada,Alejandro Awada,Argentina,Awada,élite familiar,Familiar,Otro,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,actor,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Juliana_Awada,Juliana Awada,Argentina,Awada,élite política | élite familiar,Política,Otro,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Primera Dama de Argentina,NA,NA,NA,"empresaria , diseñadora",NA,NA,argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Sabrina_Farji,Sabrina Farji,Argentina,Awada,élite familiar,Familiar,Profesional,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,NA,"Realizadora, guionista , directora de cine y profesora",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Mauricio_Macri,Mauricio Macri,Argentina,Awada,élite política | élite partidaria | élite familiar | élite económica,Política,Ejecutivo,Propuesta Republicana,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Presidente de Argentina,Jefe de Gobierno de la Ciudad de Buenos Aires,Presidente del Club Atlético Boca Juniors,NA,"Empresario , político e ingeniero civil",NA,NA,Argentina e italiana,nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Franco_Macri,Franco Macri,Argentina,Awada,élite política | élite partidaria | élite familiar | élite económica,Política,Económico,Frente del Hombre Común,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Empresario,NA,NA,NA,Empresario,NA,NA,Argentina e italiana (1946-2019),nacionalidad_distinta_al_pais,NA,NA
https://es.wikipedia.org/wiki/Juan_Barbeito,Juan Barbeito,Argentina,Daract,élite política | élite familiar,Política,Ejecutivo,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Gobernador de San Luis,NA,NA,NA,Militar y Político,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Juan_Daract,Juan Daract,Argentina,Daract,élite política | élite familiar,Política,Ejecutivo,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Gobernador de San Luis,Legislador,NA,NA,"Abogado , político y legislador",NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Justo_Daract,Justo Daract,Argentina,Daract,élite política | élite partidaria | élite familiar,Política,Ejecutivo,Partido Federal,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Gobernador de San Luis,NA,NA,NA,Militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Mauricio_Daract,Mauricio Daract,Argentina,Daract,élite política | élite familiar | élite diplomática,Diplomática,Diplomático,NA,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Diputado Nacional,Gobernador Delegado de San Luis,NA,NA,Político,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Mauricio_Pastor_Daract,Mauricio Pastor Daract,Argentina,Daract,élite política | élite familiar,Política,Judicial,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Ministro de la Corte Suprema de Justicia de Argentina,NA,NA,NA,Abogado Juez,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/F%C3%A9lix_de_%C3%81lzaga,Félix de Álzaga,Argentina,Álzaga,élite política | élite familiar,Política,Legislativo,NA,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Diputado de Argentina,NA,NA,Diputado de Argentina,Político y militar,NA,NA,Argentina,mismo_pais,NA,NA
https://es.wikipedia.org/wiki/Mart%C3%ADn_de_%C3%81lzaga,Martín de Álzaga,Argentina,Álzaga,élite política | élite familiar | élite económica,Política,Militar,NA,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Comerciante,Político,NA,NA,"Político , militar y comerciante de esclavos",NA,NA,Argentina y española,varias_nacionalidades,NA,NA
