persona_id,nombre,pais_persona,pais_vinculo,campo,texto
3398,José Miguel Carrera,chile,uruguay,residencia,"Santiago , Capitanía general de Chile Madrid , España peninsular Mendoza y Buenos Aires , Provinc..."
3398,José Miguel Carrera,chile,peru,lugar_nacimiento_parseado,"Santiago de Chile , Reino de Chile , Virreinato del Perú , Imperio español"
3400,José Miguel Díaz Vélez,argentina,uruguay,lugar_fallecimiento_parseado,Paysandú ( Uruguay )
3415,José Olaguer Feliú y Azcuénaga,argentina,uruguay,lugar_nacimiento_parseado,"Montevideo , Virreinato del Río de la Plata , Imperio Español"
3422,José Patricio González Balcarce,argentina,uruguay,lugar_fallecimiento_parseado,Montevideo
3428,José Podestá,uruguay,argentina,lugar_fallecimiento_parseado,"La Plata , Argentina"
3441,José Revueltas,mexico,chile,lugar_nacimiento_parseado,Santiago Papasquiaro ( México )
3443,José Rodríguez del Toro,venezuela,mexico,lugar_fallecimiento_parseado,Ciudad de México ( México )
3448,José Ruperto Monagas,venezuela,colombia,lugar_nacimiento_parseado,"Aragua de Barcelona , Provincia de Barcelona (Venezuela) , Gran Colombia / Estado de Venezuela"
3452,José Samanez Ocampo,peru,ecuador,ocupacion,"Hacendado y Explorador . Subprefecto de Andahuaylas, Prefecto de Ayacucho y de Iquitos."
3464,José Tiburcio Benegas,argentina,peru,lugar_nacimiento_parseado,"villa del Rosario , Gobernación del Río de la Plata , VIrreinato del Perú"
3476,José Vicente Gómez Bello,venezuela,colombia,lugar_nacimiento_parseado,"Cúcuta , Colombia"
3478,José Videla Castillo,argentina,bolivia,lugar_fallecimiento_parseado,"Chuquisaca , República de Bolivia"
3481,José de Cuero y Cayzedo,chile,peru,lugar_fallecimiento_parseado,"Lima , Virreinato del Perú , Imperio español"
3486,José de Piñera y Lombera,peru,chile,lugar_fallecimiento_parseado,"La Serena , Chile"
3487,José de San Martín,argentina,chile,residencia,España (1781-1811) Reino Unido (1811-1812) Argentina (1812-1817) Chile (1817-1820) Perú (1820-182...
3487,José de San Martín,argentina,peru,residencia,España (1781-1811) Reino Unido (1811-1812) Argentina (1812-1817) Chile (1817-1820) Perú (1820-182...
3487,José de San Martín,argentina,uruguay,residencia,España (1781-1811) Reino Unido (1811-1812) Argentina (1812-1817) Chile (1817-1820) Perú (1820-182...
3526,Juan Agustín Bolívar,chile,venezuela,lugar_nacimiento_parseado,"Santiago de León de Caracas , Imperio Español"
3538,Juan Antonio Álvarez de Arenales,argentina,bolivia,lugar_fallecimiento_parseado,Villazón ( Bolivia )
3538,Juan Antonio Álvarez de Arenales,argentina,peru,lugar_nacimiento_parseado,"Reinoso ( España ) o Salta ( Virreinato del Perú , España)"
3540,Juan Antonio Lavalleja,uruguay,argentina,lugar_nacimiento_parseado,"Minas (en la gobernación de Montevideo de la Intendencia de Buenos Aires , Virreinato del Río de ..."
3547,Juan Antonio Ugarteche,argentina,chile,lugar_fallecimiento_parseado,"Valparaíso , Chile"
3548,Juan Antonio de Galleguillos y Corbalán-Castilla,peru,chile,lugar_fallecimiento_parseado,"La Serena (Chile) , Corregimiento de Coquimbo , Chile"
3548,Juan Antonio de Galleguillos y Corbalán-Castilla,peru,chile,lugar_nacimiento_parseado,"San Antonio de Barraza - Valle de Limarí , Corregimiento de Coquimbo , Reino de Chile Imperio esp..."
3549,Juan Antonio de Galleguillos y Godoy,chile,peru,lugar_fallecimiento_parseado,"San Antonio de Barraza - Valle de Limarí , La Serena o Coquimbo , Reino de Chile Imperio español"
3549,Juan Antonio de Galleguillos y Godoy,chile,peru,lugar_nacimiento_parseado,"Hacienda Pachingo - Valle de Limarí , La Serena o Coquimbo , Reino de Chile Imperio español"
3550,Juan Antonio de Galleguillos y Riberos de Castilla,chile,peru,lugar_fallecimiento_parseado,"Hacienda Pachingo - Valle de Limarí , La Serena o Coquimbo , Reino de Chile Imperio español"
3554,Juan Baltasar Maciel,argentina,uruguay,lugar_fallecimiento_parseado,"Montevideo , Virreinato del Río de la Plata , Imperio español"
3554,Juan Baltasar Maciel,argentina,peru,lugar_nacimiento_parseado,"Santa Fe , Virreinato del Perú , Imperio español"
3565,Juan Borja Mata,ecuador,chile,lugar_fallecimiento_parseado,"Viña del Mar , Valparaíso , Chile"
3594,Juan Cruz Varela,argentina,uruguay,lugar_fallecimiento_parseado,Montevideo
3598,Juan Damonte,argentina,mexico,lugar_fallecimiento_parseado,"México México , Estado de México , Netzahualcóyotl"
3612,Juan Fermín de San Martín,argentina,peru,lugar_nacimiento_parseado,"Gobernación del Río de la Plata , Virreinato del Perú (en el actual departamento de Colonia , Uru..."
3612,Juan Fermín de San Martín,argentina,uruguay,lugar_nacimiento_parseado,"Gobernación del Río de la Plata , Virreinato del Perú (en el actual departamento de Colonia , Uru..."
3615,Juan Francisco García de Zúñiga,argentina,uruguay,lugar_fallecimiento_parseado,Montevideo
3616,Juan Francisco López,paraguay,argentina,lugar_nacimiento_parseado,"Buenos Aires , Confederación Argentina"
3621,Juan Francisco de la Bodega y Quadra,peru,mexico,lugar_fallecimiento_parseado,Ciudad de México ( México )
3631,Juan Ignacio Gorriti,argentina,bolivia,lugar_fallecimiento_parseado,"Sucre , Bolivia"
3631,Juan Ignacio Gorriti,argentina,peru,lugar_nacimiento_parseado,"Horcones , Virreinato del Perú"
3637,Juan José Castelli,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires , Gobernación del Río de la Plata , Virreinato del Perú"
3655,Juan José Quesada,argentina,uruguay,lugar_fallecimiento_parseado,"Montevideo , Uruguay , 1832"
3658,Juan José Romualdo Rocha,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires (capital de la gobernación del Río de la Plata , Virreinato del Perú ) Imperio español"
3659,Juan José Romualdo Rocha,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires (capital de la gobernación del Río de la Plata , Virreinato del Perú ) Imperio español"
3671,Juan Lozano y Lozano,colombia,peru,lugar_nacimiento_parseado,"Ibagué , Tolima , Colombia"
3677,Juan Manuel Abal Medina,argentina,mexico,residencia,"Ciudad de México , México"
3684,Juan Manuel Fernández de Jáuregui,mexico,chile,lugar_nacimiento_parseado,"Santiago de Querétaro , México"
3689,Juan Manuel Grau y Berrío,colombia,chile,lugar_fallecimiento_parseado,"Valparaíso , Chile Chile"
3707,Juan Mariano Cossío,mexico,peru,lugar_fallecimiento_parseado,"Lima , Perú"
3707,Juan Mariano Cossío,mexico,peru,lugar_nacimiento_parseado,"Tarapacá , Virreinato del Perú"
3721,Juan Pablo Escobar,colombia,argentina,residencia,"Buenos Aires , Argentina"
3730,Juan Pizarro,chile,peru,lugar_fallecimiento_parseado,"Cuzco , Nueva Castilla ( Perú )"
3732,Juan Ramón Balcarce,argentina,uruguay,lugar_fallecimiento_parseado,"Concepción del Uruguay , Entre Ríos , Confederación Argentina"
3732,Juan Ramón Balcarce,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires , Virreinato del Perú , Imperio español"
3737,Juan Samper Sordo,argentina,colombia,lugar_fallecimiento_parseado,"Bogotá , Colombia"
3752,Juan Vicente Podestá,argentina,uruguay,lugar_nacimiento_parseado,Montevideo ( Uruguay )
3758,Juan de Betanzos,chile,peru,lugar_fallecimiento_parseado,Cusco ( Perú )
3802,Juana del Pino,argentina,uruguay,lugar_nacimiento_parseado,"Montevideo , Virreinato del Río de la Plata , Imperio Español"
3810,Julián Malo Juvera,mexico,chile,lugar_nacimiento_parseado,"Santiago de Querétaro , Querétaro México México"
3825,Juliana Oxenford,argentina,peru,residencia,"Lima , Perú"
3835,Julio Arboleda Valencia,ecuador,colombia,lugar_fallecimiento_parseado,"Popayán , Cauca (Colombia) ."
3868,Julio Jung Duvauchelle,chile,venezuela,lugar_nacimiento_parseado,"Caracas , Venezuela"
3903,Justo José de Urquiza,argentina,uruguay,lugar_nacimiento_parseado,"Estancia Talar de Arroyo Largo , cerca de Concepción del Uruguay , Virreinato del Río de la Plata"
3904,Justo Santa María de Oro,argentina,chile,lugar_nacimiento_parseado,"San Juan , Capitanía General de Chile"
3955,León Ortiz de Rozas,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires , Gobernación del Río de la Plata , Virreinato del Perú , Imperio español"
3979,Leopoldo Berdella de la Espriella,colombia,argentina,lugar_nacimiento_parseado,"Cereté , Córdoba , Colombia"
3984,Leopoldo Sucre Figarella,argentina,venezuela,lugar_fallecimiento_parseado,"Caracas , Venezuela"
3984,Leopoldo Sucre Figarella,argentina,venezuela,lugar_nacimiento_parseado,"Tumeremo , Bolívar , Venezuela"
3993,Liliana García,uruguay,chile,residencia,Chile e Italia
4008,Liz Solari,argentina,colombia,lugar_nacimiento_parseado,"Barranquilla , Atlántico ( Colombia )"
4026,Lorenzo Lugones,argentina,chile,lugar_nacimiento_parseado,"Pampayasta , Santiago del Estero , Virreinato del Río de la Plata"
4037,Lucía Dammert,chile,peru,lugar_nacimiento_parseado,Lima ( Perú )
4048,Lucas González Balcarce,argentina,peru,lugar_fallecimiento_parseado,"Nazareno, Departamento de Potosí , Virreinato del Perú"
4065,Luis Ángel Pinasco,peru,ecuador,lugar_nacimiento_parseado,"Iquitos , Perú Perú"
4098,Luis Cisneros Vizquerra,peru,argentina,lugar_nacimiento_parseado,"Buenos Aires , Argentina"
4101,Luis Cousiño,chile,peru,lugar_fallecimiento_parseado,"Chorrillos , Perú"
4192,Luis Solari,peru,chile,residencia,"Santiago de Surco , Lima , Perú"
4207,Luis Vicente Varela,argentina,uruguay,lugar_nacimiento_parseado,Montevideo ( Uruguay )
4217,Luisa Garmendia,argentina,chile,lugar_fallecimiento_parseado,"(59-60 años) Santiago , Chile Chile"
4218,Luisa Garmendia,argentina,chile,lugar_fallecimiento_parseado,"(59-60 años) Santiago , Chile Chile"
4221,Luisa Vehil,argentina,uruguay,lugar_nacimiento_parseado,"[ 1 ] ​ Montevideo , Uruguay"
4242,Macarena Santelices,chile,peru,residencia,"Limache , Chile"
4259,Maki Miró Quesada,peru,argentina,residencia,"San Martín de los Andes , Argentina"
4268,Manuel Amador Terreros,colombia,chile,lugar_nacimiento_parseado,Santiago de Veraguas ( Panamá ) o Estados Unidos de Colombia
4276,Manuel Antonio José Warnes,colombia,argentina,lugar_fallecimiento_parseado,"Buenos Aires, Virreinato del Río de la Plata"
4276,Manuel Antonio José Warnes,colombia,argentina,ocupacion,Alcalde de primer voto del Cabildo de Buenos Aires
4291,Manuel Belgrano,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires , Virreinato del Perú , Imperio español"
4292,Manuel Belgrano Cabral,argentina,uruguay,lugar_fallecimiento_parseado,Montevideo
4299,Manuel Bulnes Quevedo,chile,peru,lugar_fallecimiento_parseado,Perú
4319,Manuel Domingo Sánchez de Bustamante,argentina,peru,lugar_fallecimiento_parseado,"San Salvador de Jujuy , Virreinato del Perú Imperio Español"
4320,Manuel Amador Terreros,colombia,chile,lugar_nacimiento_parseado,Santiago de Veraguas ( Panamá ) o Estados Unidos de Colombia
4334,Manuel González Cosío y Rivera,mexico,chile,lugar_nacimiento_parseado,Santiago de Querétaro ( México )
4357,Manuel Maciel y Cabral de Alpoin,argentina,peru,lugar_fallecimiento_parseado,"Santa Fe (de la tenencia de gobierno homónima , gobernación del Río de la Plata del Virreinato de..."
4357,Manuel Maciel y Cabral de Alpoin,argentina,peru,lugar_nacimiento_parseado,"Corrientes (de la tenencia de gobierno homónima , gobernación del Río de la Plata del Virreinato ..."
4358,Manuel Maciel y Cabral de Alpoin,argentina,peru,lugar_fallecimiento_parseado,"Santa Fe (de la tenencia de gobierno homónima , gobernación del Río de la Plata del Virreinato de..."
4358,Manuel Maciel y Cabral de Alpoin,argentina,peru,lugar_nacimiento_parseado,"Corrientes (de la tenencia de gobierno homónima , gobernación del Río de la Plata del Virreinato ..."
4361,Manuel María Mallarino,colombia,chile,lugar_nacimiento_parseado,"Santiago de Cali , Virreinato de Nueva Granada , Imperio español"
4376,Manuel Muñoz Borrero,ecuador,mexico,lugar_fallecimiento_parseado,México México
4383,Manuel Ocampo Samanés,peru,argentina,lugar_fallecimiento_parseado,"Buenos Aires , Argentina"
4387,Manuel Ortiz de Zevallos,peru,ecuador,lugar_nacimiento_parseado,"Quito , Presidencia de Quito , Imperio español"
4400,Manuel Quijano Ordóñez,colombia,ecuador,lugar_nacimiento_parseado,"Latacunga , Presidencia de Quito , Imperio Español"
4401,Manuel Quijano Ordóñez,colombia,ecuador,lugar_nacimiento_parseado,"Latacunga , Presidencia de Quito , Imperio Español"
4416,Manuel Taboada,argentina,chile,lugar_fallecimiento_parseado,"Santiago del Estero , Argentina"
4452,Manuel de Tezanos Pinto (constituyente),argentina,chile,lugar_fallecimiento_parseado,"Quillota , Chile Chile"
4463,Manuela Warnes,chile,argentina,lugar_nacimiento_parseado,"Buenos Aires , Virreinato del Río de la Plata , Reino de España"
4464,Manuela Warnes,chile,argentina,lugar_nacimiento_parseado,"Buenos Aires , Virreinato del Río de la Plata , Reino de España"
4501,María Eugenia Cordovez,ecuador,peru,lugar_nacimiento_parseado,"Lima , Perú"
4502,María Eugenia Estenssoro,argentina,bolivia,lugar_nacimiento_parseado,"La Paz , Bolivia"
4526,María Luisa Álvarez de Toledo y Carreto,colombia,mexico,residencia,México
4539,María Mercedes Pino Chávez,chile,argentina,residencia,"Junin de los Andes, Neuquen, Argentina."
4554,María Podestá,argentina,uruguay,lugar_nacimiento_parseado,Montevideo ( Uruguay )
4570,María Teresa Torterolo,uruguay,argentina,lugar_fallecimiento_parseado,Buenos Aires ( Argentina )
4595,Marcelino Escalada Baldez,uruguay,argentina,lugar_fallecimiento_parseado,Ciudad de Buenos Aires
4611,Marcial Maciel,mexico,bolivia,lugar_nacimiento_parseado,"Cotija de la Paz , México"
4656,Mariano Adrián Varela,argentina,uruguay,lugar_nacimiento_parseado,"Montevideo , Estado Oriental del Uruguay"
4659,Mariano Bustamante,peru,chile,lugar_fallecimiento_parseado,"Morro de Arica, Arica , Perú (hoy en Chile )"
4674,Mariano Maza,argentina,uruguay,lugar_fallecimiento_parseado,Montevideo ( Uruguay )
4699,Mariano de Vedia y Mitre,argentina,uruguay,lugar_fallecimiento_parseado,"Montevideo , Uruguay"
4701,Mariantonia Palacios,venezuela,colombia,residencia,"Medellín , Colombia"
4772,Martín José Warnes,argentina,chile,lugar_fallecimiento_parseado,"Valparaíso , Chile"
4805,Mateo García de Zúñiga,argentina,uruguay,lugar_fallecimiento_parseado,Montevideo ( Uruguay )
4814,Matilde Ibáñez Tálice,argentina,uruguay,lugar_fallecimiento_parseado,"Montevideo , Uruguay"
4815,Matilde Ibáñez Tálice,argentina,uruguay,lugar_fallecimiento_parseado,"Montevideo , Uruguay"
4868,Mercedes Delgado Mallarino,colombia,paraguay,lugar_nacimiento_parseado,"Asunción de Popayán , Colombia"
4901,Miguel Alfonso de la Espriella,colombia,argentina,lugar_nacimiento_parseado,"Sahagún , Córdoba , Colombia"
4905,Miguel Antonio Checa Eguiguren,peru,chile,lugar_fallecimiento_parseado,"Viña del Mar , Chile"
4906,Miguel Aráoz y Arce,peru,bolivia,lugar_nacimiento_parseado,"Chuquisaca , Alto Perú ( Bolivia )"
4907,Miguel Arce,peru,mexico,residencia,Ciudad de México
4942,Miguel López Pumarejo,colombia,peru,lugar_nacimiento_parseado,"Honda (Tolima) , Colombia"
4951,Miguel Mariano de Villegas,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires (capital de la gobernación del Río de la Plata , Virreinato del Perú ) Imperio español"
4952,Miguel Mariano de Villegas,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires (capital de la gobernación del Río de la Plata , Virreinato del Perú ) Imperio español"
4954,Miguel Martínez de Hoz,argentina,paraguay,lugar_fallecimiento_parseado,"Acayuazá , Paraguay"
4974,Miguel de Azcuénaga,argentina,peru,lugar_nacimiento_parseado,"Buenos Aires , Virreinato del Perú"
5012,Natalio Félix Botana,argentina,uruguay,lugar_nacimiento_parseado,"Sarandí del Yí , Durazno , Uruguay"
5054,Nicolás Petro,colombia,argentina,lugar_nacimiento_parseado,"Ciénaga de Oro , Córdoba , Colombia"
5058,Nicolás Tanco,colombia,peru,lugar_fallecimiento_parseado,"Lima , Perú"
5060,Nicolás Videla del Pino,argentina,peru,lugar_nacimiento_parseado,"en Córdoba , Virreinato del Perú"
5065,Nicolás de la Cruz Bahamonde,chile,peru,lugar_nacimiento_parseado,"San Agustín de Talca , Capitanía General de Chile , Virreinato del Perú"
5072,Noel Petro,colombia,argentina,lugar_nacimiento_parseado,"Cereté , Córdoba"
5100,Ollanta Humala,peru,chile,residencia,"Santiago de Surco , Lima"
5101,Ollanta Humala,peru,chile,residencia,"Santiago de Surco , Lima"
5124,Pánfilo Barasorda,mexico,chile,lugar_fallecimiento_parseado,Santiago de Querétaro (México)
5124,Pánfilo Barasorda,mexico,chile,lugar_nacimiento_parseado,Santiago de Querétaro ( México )
5147,Pablo Podestá (actor),argentina,uruguay,lugar_nacimiento_parseado,Montevideo ( Uruguay )
5152,Pablo Vicuña,argentina,chile,lugar_nacimiento_parseado,"Santiago , Chile"
5183,Paquita Vehil,uruguay,argentina,lugar_fallecimiento_parseado,"Buenos Aires , Argentina"
5239,Pedro Agustín de Valencia,colombia,peru,lugar_nacimiento_parseado,"Popayán , Virreinato del Perú , Imperio español ."
5256,Pedro Cafferata,argentina,peru,lugar_fallecimiento_parseado,"(?) Huaraz , Perú Perú"
5266,Pedro Demetrio O'Higgins,chile,peru,lugar_fallecimiento_parseado,"Lima , Perú"
5293,Pedro Miguel Aráoz,argentina,peru,lugar_nacimiento_parseado,San Miguel de Tucumán Gobernación del Tucumán Virreinato del Perú
5318,Pedro Vásquez de Velasco y Esparza,peru,ecuador,ocupacion,"Presidente de la Real Audiencia de Quito, Lima y Charcas"
5328,Pedro de la Fuente y Rojas,chile,peru,lugar_fallecimiento_parseado,"Lima , Virreinato del Perú"
5328,Pedro de la Fuente y Rojas,chile,peru,lugar_nacimiento_parseado,"San Clemente de Mancera , Virreinato del Perú"
5368,Prócoro Crespo,argentina,bolivia,lugar_nacimiento_parseado,"La Paz (Entre Ríos) , Argentina"
5380,Quispe Sisa,chile,peru,lugar_fallecimiento_parseado,"[ 1 ] ​ Lima [ 1 ] ​ ( corregimiento homónimo , Virreinato del Perú ) Imperio español"
5443,Rafael Guízar y Valencia,bolivia,mexico,lugar_fallecimiento_parseado,Ciudad de México
5492,Ramón García de León y Pizarro,mexico,peru,lugar_fallecimiento_parseado,"La Plata , Intendencia de Chuquisaca (o Charcas), Virreinato del Perú , Imperio español"
5553,Ricardo Lleras Codazzi,colombia,peru,lugar_fallecimiento_parseado,"Flandes , Tolima , Colombia"
5556,Ricardo Melgar Bao,peru,mexico,lugar_fallecimiento_parseado,"Cuernavaca , México"
5556,Ricardo Melgar Bao,peru,mexico,residencia,"Cuernavaca , México"
5569,Ricardo Valdés Bustamante,chile,colombia,lugar_nacimiento_parseado,"Bogotá , Colombia"
5635,Rodrigo Obregón,colombia,peru,lugar_nacimiento_parseado,"Montélimar , Francia"
5667,Rosa Bozán,uruguay,argentina,residencia,Argentina
5699,Rufino Blanco Fombona,venezuela,argentina,lugar_fallecimiento_parseado,Buenos Aires ( Argentina )
5808,Sebastián de Segurola,argentina,bolivia,residencia,"La Paz, Virreinato del Río de la Plata"
5811,Segundo Pomar,argentina,uruguay,lugar_nacimiento_parseado,Montevideo ( Uruguay )
5840,Silvestre Revueltas,mexico,chile,lugar_nacimiento_parseado,"Ciudad de Santiago Papasquiaro , Estado de Durango , México"
5854,Simón Bolívar,colombia,venezuela,lugar_nacimiento_parseado,"[ nota 4 ] ​ [ nota 5 ] ​ Caracas , Capitanía General de Venezuela , Imperio español"
5927,Teófilo Sánchez de Bustamante,argentina,chile,lugar_nacimiento_parseado,"Santiago , Chile"
5934,Teodoro Sánchez de Bustamante,argentina,bolivia,lugar_fallecimiento_parseado,"Santa Cruz de la Sierra , Bolivia"
5954,Tiago Correa,chile,mexico,residencia,"Ciudad de México , México"
5955,Tiburcia Haedo,argentina,peru,lugar_nacimiento_parseado,"Córdoba , Virreinato del Perú , Argentina"
5957,Tilsa Lozano,argentina,peru,lugar_nacimiento_parseado,Lima ( Perú )
5995,Torcuato Alfredo Sozio Di Tella,argentina,uruguay,lugar_fallecimiento_parseado,Punta del Este ( Uruguay )
5998,Torcuato de Alvear,argentina,uruguay,lugar_nacimiento_parseado,"Montevideo , Provincia Cisplatina , Brasil"
6001,Totón Podestá,argentina,uruguay,lugar_nacimiento_parseado,"Montevideo , Uruguay"
6015,Usuario:Lamder/Taller,peru,chile,residencia,"Santiago de Surco , Lima"
6035,Víctor Larco Herrera,peru,chile,lugar_fallecimiento_parseado,",  Santiago , Chile Chile"
6075,Vicente Eguiguren Riofrío,peru,colombia,lugar_nacimiento_parseado,"Loja , Gran Colombia"
6077,Vicente Holguín,colombia,ecuador,lugar_fallecimiento_parseado,"Ambato , Tungurahua , Ecuador"
6107,Victoriano de Rocha,argentina,peru,lugar_fallecimiento_parseado,"Villa de Nuestra Señora de Luján ( gobernación del Río de la Plata , Virreinato del Perú ) Imperi..."
6107,Victoriano de Rocha,argentina,peru,lugar_nacimiento_parseado,"Estancia del Pago de Luján ( gobernación del Río de la Plata y del Paraguay , Virreinato del Perú..."
6107,Victoriano de Rocha,argentina,paraguay,lugar_nacimiento_parseado,"Estancia del Pago de Luján ( gobernación del Río de la Plata y del Paraguay , Virreinato del Perú..."
6150,Ximena Restrepo,chile,colombia,lugar_nacimiento_parseado,"Medellín , Colombia"
6164,Zoilo Canavery,argentina,uruguay,lugar_nacimiento_parseado,"Montevideo , Uruguay"
6166,Zulema Jattin Corrales,colombia,argentina,lugar_nacimiento_parseado,"Santa Cruz de Lorica , Córdoba , Colombia"
6167,Zulema Jattin Corrales,colombia,argentina,lugar_nacimiento_parseado,"Santa Cruz de Lorica , Córdoba , Colombia"
