from,to,pais_origen,pais_destino
https://es.wikipedia.org/wiki/Dalia_In%C3%A9s,https://es.wikipedia.org/wiki/Flor_Silvestre,argentina,mexico
https://es.wikipedia.org/wiki/Dalia_In%C3%A9s,https://es.wikipedia.org/wiki/Javier_Ru%C3%A1n,argentina,mexico
https://es.wikipedia.org/wiki/Daphne_Dougall,https://es.wikipedia.org/wiki/Enrique_Zileri,argentina,peru
https://es.wikipedia.org/wiki/David_Alfaro_Siqueiros,https://es.wikipedia.org/wiki/Blanca_Luz_Brum,mexico,chile
https://es.wikipedia.org/wiki/Delia_del_Carril,https://es.wikipedia.org/wiki/Pablo_Neruda,argentina,chile
https://es.wikipedia.org/wiki/Diego_Noboa,https://es.wikipedia.org/wiki/Tomasa_Carbo_y_Noboa,chile,ecuador
https://es.wikipedia.org/wiki/Diego_Portales_y_Meneses,https://es.wikipedia.org/wiki/Condado_de_Villaminaya,venezuela,chile
https://es.wikipedia.org/wiki/Diego_Portales_y_Meneses,https://es.wikipedia.org/wiki/Marquesado_de_Tejares,venezuela,chile
https://es.wikipedia.org/wiki/Diego_de_Aliaga_y_Santa_Cruz,https://es.wikipedia.org/wiki/Sebasti%C3%A1n_de_Aliaga_y_Colmenares,peru,argentina
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Luciano_Urdaneta_Vargas,colombia,venezuela
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Rafael_Guillermo_Urdaneta_Vargas,colombia,chile
https://es.wikipedia.org/wiki/Dolores_Vargas_Par%C3%ADs,https://es.wikipedia.org/wiki/Rafael_Urdaneta_Vargas,colombia,chile
https://es.wikipedia.org/wiki/Domingo_Godoy_Matte,https://es.wikipedia.org/wiki/Carmen_Ib%C3%A1%C3%B1ez,chile,argentina
https://es.wikipedia.org/wiki/Dora_Varona,https://es.wikipedia.org/wiki/Ciro_Alegr%C3%ADa,chile,peru
https://es.wikipedia.org/wiki/Dora_Varona,https://es.wikipedia.org/wiki/Gonzalo_Alegr%C3%ADa,chile,peru
https://es.wikipedia.org/wiki/Ducado_de_San_Carlos,https://es.wikipedia.org/wiki/Isabel_de_Silva_y_Carvajal,peru,chile
https://es.wikipedia.org/wiki/Edgardo_Seoane,https://es.wikipedia.org/wiki/Guillermo_Seoane,mexico,peru
https://es.wikipedia.org/wiki/Edgardo_Seoane_Corrales,https://es.wikipedia.org/wiki/Guillermo_Seoane,mexico,peru
https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,https://es.wikipedia.org/wiki/Enrique_L%C3%B3pez_Bustamante,venezuela,argentina
https://es.wikipedia.org/wiki/Edwin_Elmore,https://es.wikipedia.org/wiki/Teodoro_Elmore,peru,argentina
