from,to,tipo,cross_country,cross_family,edge_kind,campo
4060,4062,Padre/Madre,FALSE,FALSE,familiar,NA
4060,4062,Hijo/a,FALSE,FALSE,familiar,NA
288,4063,Hijo/a,FALSE,FALSE,familiar,NA
953,4090,Hijo/a,FALSE,FALSE,familiar,NA
1225,4090,Padre/Madre,FALSE,FALSE,familiar,NA
1225,4090,Hijo/a,FALSE,FALSE,familiar,NA
2489,4090,Cónyuge,FALSE,FALSE,familiar,NA
3688,4090,Hijo/a,FALSE,FALSE,familiar,NA
952,4091,Padre/Madre,FALSE,FALSE,familiar,NA
953,4091,Hijo/a,FALSE,FALSE,familiar,NA
953,4091,Padre/Madre,FALSE,FALSE,familiar,NA
1225,4091,Hijo/a,FALSE,FALSE,familiar,NA
2489,4091,Cónyuge,FALSE,FALSE,familiar,NA
3687,4091,Padre/Madre,FALSE,FALSE,familiar,NA
3688,4091,Hijo/a,FALSE,FALSE,familiar,NA
3688,4091,Padre/Madre,FALSE,FALSE,familiar,NA
1471,4097,Hijo/a,TRUE,FALSE,familiar,NA
1471,4097,Padre/Madre,TRUE,FALSE,familiar,NA
3566,4124,Padre/Madre,FALSE,FALSE,familiar,NA
3566,4124,Hijo/a,FALSE,FALSE,familiar,NA
410,4174,Cónyuge,FALSE,FALSE,familiar,NA
1104,4177,Padre/Madre,FALSE,FALSE,familiar,NA
426,4217,Hijo/a,TRUE,FALSE,familiar,NA
426,4217,Padre/Madre,TRUE,FALSE,familiar,NA
428,4217,Padre/Madre,TRUE,FALSE,familiar,NA
1762,4217,Hijo/a,TRUE,TRUE,familiar,NA
2178,4217,Cónyuge,TRUE,FALSE,familiar,NA
426,4218,Hijo/a,TRUE,TRUE,familiar,NA
1762,4218,Hijo/a,TRUE,TRUE,familiar,NA
2178,4218,Cónyuge,TRUE,TRUE,familiar,NA
1005,4219,Padre/Madre,FALSE,FALSE,familiar,NA
1005,4219,Hijo/a,FALSE,FALSE,familiar,NA
1006,4219,Cónyuge,FALSE,FALSE,familiar,NA
1082,4219,Padre/Madre,FALSE,FALSE,familiar,NA
1082,4219,Hijo/a,FALSE,FALSE,familiar,NA
681,4248,Padre/Madre,FALSE,FALSE,familiar,NA
681,4248,Hijo/a,FALSE,FALSE,familiar,NA
2687,4248,Cónyuge,FALSE,FALSE,familiar,NA
2688,4248,Padre/Madre,FALSE,FALSE,familiar,NA
2688,4248,Hijo/a,FALSE,FALSE,familiar,NA
600,4250,Cónyuge,FALSE,FALSE,familiar,NA
601,4250,Hijo/a,FALSE,FALSE,familiar,NA
601,4250,Padre/Madre,FALSE,FALSE,familiar,NA
2529,4250,Hijo/a,FALSE,FALSE,familiar,NA
2529,4250,Padre/Madre,FALSE,FALSE,familiar,NA
615,4252,Hijo/a,FALSE,TRUE,familiar,NA
615,4252,Padre/Madre,FALSE,TRUE,familiar,NA
429,4261,Padre/Madre,FALSE,FALSE,familiar,NA
429,4261,Hijo/a,FALSE,FALSE,familiar,NA
1762,4296,Cónyuge,FALSE,FALSE,familiar,NA
1763,4296,Cónyuge,FALSE,FALSE,familiar,NA
2496,4296,Hijo/a,FALSE,FALSE,familiar,NA
2496,4296,Padre/Madre,FALSE,FALSE,familiar,NA
1763,4297,Padre/Madre,FALSE,FALSE,familiar,NA
4296,4297,Hijo/a,FALSE,FALSE,familiar,NA
1763,4298,Cónyuge,FALSE,FALSE,familiar,NA
2496,4298,Hijo/a,FALSE,FALSE,familiar,NA
4297,4298,Padre/Madre,FALSE,FALSE,familiar,NA
4297,4298,Hijo/a,FALSE,FALSE,familiar,NA
1520,4348,Hijo/a,FALSE,FALSE,familiar,NA
1521,4348,Padre/Madre,FALSE,FALSE,familiar,NA
1521,4348,Hijo/a,FALSE,FALSE,familiar,NA
3384,4365,Hijo/a,FALSE,FALSE,familiar,NA
3385,4365,Padre/Madre,FALSE,FALSE,familiar,NA
3385,4365,Hijo/a,FALSE,FALSE,familiar,NA
195,4370,Padre/Madre,FALSE,FALSE,familiar,NA
195,4370,Hijo/a,FALSE,FALSE,familiar,NA
1725,4370,Padre/Madre,FALSE,FALSE,familiar,NA
1725,4370,Hijo/a,FALSE,FALSE,familiar,NA
4174,4370,Padre/Madre,FALSE,FALSE,familiar,NA
4174,4370,Hijo/a,FALSE,FALSE,familiar,NA
4174,4372,Padre/Madre,FALSE,FALSE,familiar,NA
4174,4372,Hijo/a,FALSE,FALSE,familiar,NA
1104,4388,Padre/Madre,FALSE,TRUE,familiar,NA
1104,4388,Hijo/a,FALSE,TRUE,familiar,NA
2428,4392,Padre/Madre,FALSE,FALSE,familiar,NA
2428,4392,Hijo/a,FALSE,FALSE,familiar,NA
3393,4392,Padre/Madre,FALSE,FALSE,familiar,NA
3393,4392,Hijo/a,FALSE,FALSE,familiar,NA
2026,4394,Padre/Madre,FALSE,FALSE,familiar,NA
2026,4394,Hijo/a,FALSE,FALSE,familiar,NA
3421,4394,Padre/Madre,FALSE,FALSE,familiar,NA
3421,4394,Hijo/a,FALSE,FALSE,familiar,NA
1344,4403,Padre/Madre,FALSE,FALSE,familiar,NA
1344,4403,Hijo/a,FALSE,FALSE,familiar,NA
1520,4403,Cónyuge,FALSE,FALSE,familiar,NA
1521,4403,Cónyuge,FALSE,FALSE,familiar,NA
1544,4403,Padre/Madre,FALSE,FALSE,familiar,NA
1544,4403,Hijo/a,FALSE,FALSE,familiar,NA
4347,4403,Padre/Madre,FALSE,FALSE,familiar,NA
4347,4403,Hijo/a,FALSE,FALSE,familiar,NA
4348,4403,Hijo/a,FALSE,FALSE,familiar,NA
4348,4403,Padre/Madre,FALSE,FALSE,familiar,NA
4426,4427,Padre/Madre,FALSE,TRUE,familiar,NA
4426,4427,Hijo/a,FALSE,TRUE,familiar,NA
2693,4428,Hijo/a,FALSE,FALSE,familiar,NA
2693,4428,Padre/Madre,FALSE,FALSE,familiar,NA
934,4436,Cónyuge,FALSE,FALSE,familiar,NA
4352,4436,Padre/Madre,FALSE,FALSE,familiar,NA
4352,4436,Hijo/a,FALSE,FALSE,familiar,NA
3328,4442,Padre/Madre,FALSE,FALSE,familiar,NA
3329,4442,Hijo/a,FALSE,FALSE,familiar,NA
3329,4442,Padre/Madre,FALSE,FALSE,familiar,NA
3347,4442,Hijo/a,FALSE,FALSE,familiar,NA
3347,4442,Padre/Madre,FALSE,FALSE,familiar,NA
3434,4442,Hijo/a,FALSE,FALSE,familiar,NA
3434,4442,Padre/Madre,FALSE,FALSE,familiar,NA
2169,4451,Pareja,FALSE,FALSE,familiar,NA
2218,4455,Hijo/a,FALSE,FALSE,familiar,NA
3992,4455,Padre/Madre,FALSE,FALSE,familiar,NA
3992,4455,Hijo/a,FALSE,FALSE,familiar,NA
2218,4456,Padre/Madre,FALSE,FALSE,familiar,NA
2218,4456,Hijo/a,FALSE,FALSE,familiar,NA
3992,4456,Hijo/a,FALSE,FALSE,familiar,NA
3750,4469,Padre/Madre,FALSE,TRUE,familiar,NA
3750,4469,Hijo/a,FALSE,TRUE,familiar,NA
836,4474,Padre/Madre,FALSE,FALSE,familiar,NA
836,4474,Hijo/a,FALSE,FALSE,familiar,NA
489,4478,Hijo/a,FALSE,FALSE,familiar,NA
489,4478,Padre/Madre,FALSE,FALSE,familiar,NA
490,4478,Padre/Madre,FALSE,FALSE,familiar,NA
916,4478,Padre/Madre,FALSE,FALSE,familiar,NA
916,4478,Hijo/a,FALSE,FALSE,familiar,NA
3582,4478,Hijo/a,FALSE,FALSE,familiar,NA
3582,4478,Padre/Madre,FALSE,FALSE,familiar,NA
2008,4488,Pareja,FALSE,FALSE,familiar,NA
2008,4488,Cónyuge,FALSE,FALSE,familiar,NA
1845,4495,Padre/Madre,FALSE,FALSE,familiar,NA
1970,4495,Padre/Madre,FALSE,FALSE,familiar,NA
1970,4495,Hijo/a,FALSE,FALSE,familiar,NA
2448,4495,Hijo/a,FALSE,FALSE,familiar,NA
2448,4495,Padre/Madre,FALSE,FALSE,familiar,NA
2452,4495,Cónyuge,FALSE,FALSE,familiar,NA
1845,4496,Padre/Madre,FALSE,FALSE,familiar,NA
1845,4496,Hijo/a,FALSE,FALSE,familiar,NA
1846,4496,Hijo/a,FALSE,FALSE,familiar,NA
1970,4496,Padre/Madre,FALSE,FALSE,familiar,NA
2448,4496,Hijo/a,FALSE,FALSE,familiar,NA
2452,4496,Cónyuge,FALSE,FALSE,familiar,NA
2740,4510,Padre/Madre,FALSE,FALSE,familiar,NA
2740,4510,Hijo/a,FALSE,FALSE,familiar,NA
2741,4510,Hijo/a,FALSE,FALSE,familiar,NA
2845,4528,Hijo/a,FALSE,FALSE,familiar,NA
1079,4531,Padre/Madre,FALSE,FALSE,familiar,NA
1079,4531,Hijo/a,FALSE,FALSE,familiar,NA
1479,4531,Padre/Madre,FALSE,FALSE,familiar,NA
3404,4531,Pareja,FALSE,TRUE,familiar,NA
2845,4534,Padre/Madre,FALSE,FALSE,familiar,NA
2845,4534,Hijo/a,FALSE,FALSE,familiar,NA
316,4541,Padre/Madre,FALSE,FALSE,familiar,NA
316,4541,Hijo/a,FALSE,FALSE,familiar,NA
317,4541,Cónyuge,FALSE,FALSE,familiar,NA
608,4570,Padre/Madre,TRUE,FALSE,familiar,NA
608,4570,Hijo/a,TRUE,FALSE,familiar,NA
2433,4570,Padre/Madre,TRUE,FALSE,familiar,NA
2433,4570,Hijo/a,TRUE,FALSE,familiar,NA
3428,4570,Padre/Madre,FALSE,FALSE,familiar,NA
3428,4570,Hijo/a,FALSE,FALSE,familiar,NA
3752,4570,Padre/Madre,TRUE,FALSE,familiar,NA
3752,4570,Hijo/a,TRUE,FALSE,familiar,NA
1629,4578,Padre/Madre,FALSE,FALSE,familiar,NA
1629,4578,Hijo/a,FALSE,FALSE,familiar,NA
4494,4578,Padre/Madre,FALSE,FALSE,familiar,NA
4494,4578,Hijo/a,FALSE,FALSE,familiar,NA
4528,4579,Padre/Madre,FALSE,FALSE,familiar,NA
4528,4579,Hijo/a,FALSE,FALSE,familiar,NA
4534,4579,Hijo/a,FALSE,FALSE,familiar,NA
2002,4580,Padre/Madre,FALSE,TRUE,familiar,NA
2002,4580,Hijo/a,FALSE,TRUE,familiar,NA
3749,4580,Padre/Madre,FALSE,TRUE,familiar,NA
3749,4580,Hijo/a,FALSE,TRUE,familiar,NA
3790,4580,Padre/Madre,FALSE,TRUE,familiar,NA
3790,4580,Hijo/a,FALSE,TRUE,familiar,NA
4469,4580,Padre/Madre,FALSE,TRUE,familiar,NA
4469,4580,Hijo/a,FALSE,TRUE,familiar,NA
588,4582,Padre/Madre,FALSE,FALSE,familiar,NA
588,4582,Hijo/a,FALSE,FALSE,familiar,NA
3265,4582,Cónyuge,FALSE,TRUE,familiar,NA
3487,4582,Cónyuge,FALSE,FALSE,familiar,NA
2079,4584,Cónyuge,FALSE,FALSE,familiar,NA
2081,4584,Hijo/a,FALSE,FALSE,familiar,NA
2246,4584,Padre/Madre,FALSE,FALSE,familiar,NA
2246,4584,Hijo/a,FALSE,FALSE,familiar,NA
2079,4585,Cónyuge,FALSE,FALSE,familiar,NA
2080,4585,Cónyuge,FALSE,FALSE,familiar,NA
2081,4585,Hijo/a,FALSE,FALSE,familiar,NA
2246,4585,Hijo/a,FALSE,FALSE,familiar,NA
3435,4601,Padre/Madre,FALSE,FALSE,familiar,NA
3435,4601,Hijo/a,FALSE,FALSE,familiar,NA
3484,4601,Padre/Madre,FALSE,FALSE,familiar,NA
3484,4601,Hijo/a,FALSE,FALSE,familiar,NA
3559,4626,Padre/Madre,FALSE,FALSE,familiar,NA
3559,4626,Hijo/a,FALSE,FALSE,familiar,NA
10,4630,Padre/Madre,FALSE,FALSE,familiar,NA
10,4630,Hijo/a,FALSE,FALSE,familiar,NA
965,4630,Cónyuge,FALSE,FALSE,familiar,NA
1231,4630,Padre/Madre,FALSE,FALSE,familiar,NA
1231,4630,Hijo/a,FALSE,FALSE,familiar,NA
2702,4630,Padre/Madre,FALSE,FALSE,familiar,NA
2702,4630,Hijo/a,FALSE,FALSE,familiar,NA
10,4631,Hijo/a,FALSE,FALSE,familiar,NA
965,4631,Cónyuge,FALSE,FALSE,familiar,NA
1231,4631,Hijo/a,FALSE,FALSE,familiar,NA
2702,4631,Hijo/a,FALSE,FALSE,familiar,NA
965,4636,Padre/Madre,FALSE,FALSE,familiar,NA
965,4636,Hijo/a,FALSE,FALSE,familiar,NA
4630,4636,Padre/Madre,FALSE,FALSE,familiar,NA
4630,4636,Hijo/a,FALSE,FALSE,familiar,NA
4631,4636,Hijo/a,FALSE,FALSE,familiar,NA
836,4679,Padre/Madre,FALSE,FALSE,familiar,NA
836,4679,Hijo/a,FALSE,FALSE,familiar,NA
836,4681,Cónyuge,FALSE,FALSE,familiar,NA
2106,4681,Padre/Madre,FALSE,FALSE,familiar,NA
2106,4681,Hijo/a,FALSE,FALSE,familiar,NA
4474,4681,Hijo/a,FALSE,FALSE,familiar,NA
4474,4681,Padre/Madre,FALSE,FALSE,familiar,NA
4679,4681,Padre/Madre,FALSE,FALSE,familiar,NA
4679,4681,Hijo/a,FALSE,FALSE,familiar,NA
1764,4682,Cónyuge,FALSE,FALSE,familiar,NA
1765,4682,Cónyuge,FALSE,FALSE,familiar,NA
1764,4684,Padre/Madre,FALSE,FALSE,familiar,NA
1764,4684,Hijo/a,FALSE,FALSE,familiar,NA
1765,4684,Hijo/a,FALSE,FALSE,familiar,NA
4682,4684,Padre/Madre,FALSE,FALSE,familiar,NA
4682,4684,Hijo/a,FALSE,FALSE,familiar,NA
2428,4686,Padre/Madre,FALSE,FALSE,familiar,NA
2428,4686,Hijo/a,FALSE,FALSE,familiar,NA
3393,4686,Padre/Madre,FALSE,FALSE,familiar,NA
3393,4686,Hijo/a,FALSE,FALSE,familiar,NA
934,4691,Cónyuge,FALSE,FALSE,familiar,NA
576,4695,Padre/Madre,FALSE,FALSE,familiar,NA
576,4695,Hijo/a,FALSE,FALSE,familiar,NA
3506,4695,Padre/Madre,FALSE,FALSE,familiar,NA
4528,4698,Padre/Madre,FALSE,FALSE,familiar,NA
4528,4698,Hijo/a,FALSE,FALSE,familiar,NA
4534,4698,Hijo/a,FALSE,FALSE,familiar,NA
4090,4715,Hijo/a,FALSE,FALSE,familiar,NA
4090,4715,Padre/Madre,FALSE,FALSE,familiar,NA
4091,4715,Padre/Madre,FALSE,FALSE,familiar,NA
2740,4731,Cónyuge,FALSE,FALSE,familiar,NA
2741,4731,Cónyuge,FALSE,FALSE,familiar,NA
20,4795,Padre/Madre,FALSE,FALSE,familiar,NA
20,4795,Hijo/a,FALSE,FALSE,familiar,NA
874,4819,Padre/Madre,FALSE,FALSE,familiar,NA
874,4819,Hijo/a,FALSE,FALSE,familiar,NA
3198,4819,Cónyuge,FALSE,FALSE,familiar,NA
4023,4819,Padre/Madre,FALSE,FALSE,familiar,NA
4023,4819,Hijo/a,FALSE,FALSE,familiar,NA
4261,4833,Pareja,FALSE,FALSE,familiar,NA
2243,4841,Padre/Madre,FALSE,TRUE,familiar,NA
2243,4841,Hijo/a,FALSE,TRUE,familiar,NA
2253,4841,Hijo/a,FALSE,FALSE,familiar,NA
3470,4841,Padre/Madre,FALSE,FALSE,familiar,NA
3470,4841,Hijo/a,FALSE,FALSE,familiar,NA
934,4850,Padre/Madre,FALSE,FALSE,familiar,NA
934,4850,Hijo/a,FALSE,FALSE,familiar,NA
3397,4870,Padre/Madre,FALSE,FALSE,familiar,NA
3397,4870,Hijo/a,FALSE,FALSE,familiar,NA
934,4871,Cónyuge,TRUE,TRUE,familiar,NA
4861,4871,Padre/Madre,FALSE,FALSE,familiar,NA
4861,4871,Hijo/a,FALSE,FALSE,familiar,NA
3265,4879,Hijo/a,FALSE,TRUE,familiar,NA
3487,4879,Padre/Madre,FALSE,FALSE,familiar,NA
3487,4879,Hijo/a,FALSE,FALSE,familiar,NA
3506,4879,Padre/Madre,FALSE,FALSE,familiar,NA
3506,4879,Hijo/a,FALSE,FALSE,familiar,NA
4582,4879,Padre/Madre,FALSE,FALSE,familiar,NA
4582,4879,Hijo/a,FALSE,FALSE,familiar,NA
4695,4879,Cónyuge,FALSE,FALSE,familiar,NA
3487,4880,Padre/Madre,FALSE,FALSE,familiar,NA
3506,4880,Hijo/a,FALSE,FALSE,familiar,NA
4582,4880,Padre/Madre,FALSE,FALSE,familiar,NA
4695,4880,Cónyuge,FALSE,FALSE,familiar,NA
2266,4969,Padre/Madre,FALSE,FALSE,familiar,NA
2266,4969,Hijo/a,FALSE,FALSE,familiar,NA
489,4982,Padre/Madre,FALSE,FALSE,familiar,NA
490,4982,Hijo/a,FALSE,FALSE,familiar,NA
490,4982,Padre/Madre,FALSE,FALSE,familiar,NA
3582,4982,Hijo/a,FALSE,FALSE,familiar,NA
3582,4982,Padre/Madre,FALSE,FALSE,familiar,NA
4478,4982,Cónyuge,FALSE,FALSE,familiar,NA
490,4983,Hijo/a,FALSE,FALSE,familiar,NA
3582,4983,Hijo/a,FALSE,FALSE,familiar,NA
4478,4983,Cónyuge,FALSE,FALSE,familiar,NA
4982,4984,Hijo/a,FALSE,FALSE,familiar,NA
4982,4984,Padre/Madre,FALSE,FALSE,familiar,NA
4983,4984,Padre/Madre,FALSE,FALSE,familiar,NA
546,5140,Cónyuge,FALSE,FALSE,familiar,NA
2687,5140,Padre/Madre,FALSE,FALSE,familiar,NA
2687,5140,Hijo/a,FALSE,FALSE,familiar,NA
4248,5140,Padre/Madre,FALSE,FALSE,familiar,NA
4248,5140,Hijo/a,FALSE,FALSE,familiar,NA
4570,5147,Padre/Madre,TRUE,FALSE,familiar,NA
4570,5147,Hijo/a,TRUE,FALSE,familiar,NA
5097,5147,Cónyuge,FALSE,FALSE,familiar,NA
5097,5147,Pareja,FALSE,FALSE,familiar,NA
2845,5154,Hijo/a,FALSE,FALSE,familiar,NA
317,5237,Hijo/a,FALSE,FALSE,familiar,NA
409,5237,Padre/Madre,FALSE,FALSE,familiar,NA
4942,5237,Padre/Madre,FALSE,FALSE,familiar,NA
4942,5237,Hijo/a,FALSE,FALSE,familiar,NA
317,5248,Hijo/a,FALSE,FALSE,familiar,NA
409,5248,Padre/Madre,FALSE,FALSE,familiar,NA
409,5248,Hijo/a,FALSE,FALSE,familiar,NA
4942,5248,Hijo/a,FALSE,FALSE,familiar,NA
4370,5295,Padre/Madre,FALSE,FALSE,familiar,NA
4370,5295,Hijo/a,FALSE,FALSE,familiar,NA
1104,5297,Cónyuge,FALSE,FALSE,familiar,NA
1764,5297,Padre/Madre,FALSE,TRUE,familiar,NA
4177,5297,Padre/Madre,FALSE,FALSE,familiar,NA
4177,5297,Hijo/a,FALSE,FALSE,familiar,NA
4388,5297,Hijo/a,FALSE,TRUE,familiar,NA
4682,5297,Padre/Madre,FALSE,TRUE,familiar,NA
1104,5299,Cónyuge,FALSE,TRUE,familiar,NA
1764,5299,Padre/Madre,FALSE,FALSE,familiar,NA
1764,5299,Hijo/a,FALSE,FALSE,familiar,NA
1765,5299,Hijo/a,FALSE,FALSE,familiar,NA
4177,5299,Hijo/a,FALSE,TRUE,familiar,NA
4388,5299,Padre/Madre,FALSE,FALSE,familiar,NA
4388,5299,Hijo/a,FALSE,FALSE,familiar,NA
4682,5299,Padre/Madre,FALSE,FALSE,familiar,NA
4682,5299,Hijo/a,FALSE,FALSE,familiar,NA
608,5311,Padre/Madre,FALSE,FALSE,familiar,NA
608,5311,Hijo/a,FALSE,FALSE,familiar,NA
2433,5311,Padre/Madre,FALSE,FALSE,familiar,NA
2433,5311,Hijo/a,FALSE,FALSE,familiar,NA
3428,5311,Padre/Madre,TRUE,FALSE,familiar,NA
3428,5311,Hijo/a,TRUE,FALSE,familiar,NA
3752,5311,Padre/Madre,FALSE,FALSE,familiar,NA
3752,5311,Hijo/a,FALSE,FALSE,familiar,NA
4570,5311,Cónyuge,TRUE,FALSE,familiar,NA
5147,5311,Padre/Madre,FALSE,FALSE,familiar,NA
5147,5311,Hijo/a,FALSE,FALSE,familiar,NA
4437,5320,Padre/Madre,FALSE,FALSE,familiar,NA
4437,5320,Hijo/a,FALSE,FALSE,familiar,NA
4,5345,Padre/Madre,FALSE,FALSE,familiar,NA
4,5345,Hijo/a,FALSE,FALSE,familiar,NA
2019,5345,Cónyuge,FALSE,FALSE,familiar,NA
2490,5345,Padre/Madre,FALSE,FALSE,familiar,NA
2490,5345,Hijo/a,FALSE,FALSE,familiar,NA
146,5375,Padre/Madre,FALSE,TRUE,familiar,NA
146,5375,Hijo/a,FALSE,TRUE,familiar,NA
147,5375,Hijo/a,FALSE,TRUE,familiar,NA
3955,5375,Padre/Madre,FALSE,TRUE,familiar,NA
3955,5375,Hijo/a,FALSE,TRUE,familiar,NA
2171,5380,Padre/Madre,FALSE,FALSE,familiar,NA
2301,5380,Cónyuge,FALSE,FALSE,familiar,NA
2738,5380,Hijo/a,FALSE,FALSE,familiar,NA
2060,5420,Padre/Madre,FALSE,FALSE,familiar,NA
2060,5420,Hijo/a,FALSE,FALSE,familiar,NA
2060,5422,Padre/Madre,FALSE,FALSE,familiar,NA
2060,5422,Hijo/a,FALSE,FALSE,familiar,NA
2190,5422,Hijo/a,FALSE,FALSE,familiar,NA
4655,5422,Padre/Madre,FALSE,FALSE,familiar,NA
4655,5422,Hijo/a,FALSE,FALSE,familiar,NA
2060,5424,Hijo/a,FALSE,FALSE,familiar,NA
2190,5424,Hijo/a,FALSE,FALSE,familiar,NA
2190,5424,Padre/Madre,FALSE,FALSE,familiar,NA
4655,5424,Padre/Madre,FALSE,FALSE,familiar,NA
1845,5433,Hijo/a,FALSE,FALSE,familiar,NA
1846,5433,Padre/Madre,FALSE,FALSE,familiar,NA
1846,5433,Hijo/a,FALSE,FALSE,familiar,NA
1970,5433,Padre/Madre,FALSE,FALSE,familiar,NA
1467,5445,Padre/Madre,FALSE,TRUE,familiar,NA
1467,5445,Hijo/a,FALSE,TRUE,familiar,NA
415,5472,Hijo/a,TRUE,FALSE,familiar,NA
415,5472,Padre/Madre,TRUE,FALSE,familiar,NA
1467,5472,Cónyuge,FALSE,TRUE,familiar,NA
4056,5472,Hijo/a,FALSE,FALSE,familiar,NA
4056,5472,Padre/Madre,FALSE,FALSE,familiar,NA
5445,5472,Hijo/a,FALSE,FALSE,familiar,NA
5445,5472,Padre/Madre,FALSE,FALSE,familiar,NA
2218,5487,Hijo/a,FALSE,FALSE,familiar,NA
3992,5487,Padre/Madre,FALSE,FALSE,familiar,NA
3992,5487,Hijo/a,FALSE,FALSE,familiar,NA
4455,5487,Cónyuge,FALSE,FALSE,familiar,NA
4456,5487,Cónyuge,FALSE,FALSE,familiar,NA
2218,5490,Padre/Madre,FALSE,FALSE,familiar,NA
2218,5490,Hijo/a,FALSE,FALSE,familiar,NA
3992,5490,Hijo/a,FALSE,FALSE,familiar,NA
4456,5490,Cónyuge,FALSE,FALSE,familiar,NA
615,5502,Hijo/a,FALSE,TRUE,familiar,NA
615,5502,Padre/Madre,FALSE,TRUE,familiar,NA
4252,5502,Cónyuge,FALSE,FALSE,familiar,NA
4252,5503,Padre/Madre,FALSE,FALSE,familiar,NA
4252,5503,Hijo/a,FALSE,FALSE,familiar,NA
5502,5503,Padre/Madre,FALSE,FALSE,familiar,NA
5502,5503,Hijo/a,FALSE,FALSE,familiar,NA
5602,5602,Padre/Madre,FALSE,FALSE,familiar,NA
1231,5610,Cónyuge,FALSE,FALSE,familiar,NA
5610,5610,Hijo/a,FALSE,FALSE,familiar,NA
4,5628,Padre/Madre,FALSE,FALSE,familiar,NA
4,5628,Hijo/a,FALSE,FALSE,familiar,NA
2490,5628,Padre/Madre,FALSE,FALSE,familiar,NA
2490,5628,Hijo/a,FALSE,FALSE,familiar,NA
660,5676,Cónyuge,FALSE,TRUE,familiar,NA
663,5676,Hijo/a,FALSE,FALSE,familiar,NA
1523,5676,Hijo/a,FALSE,FALSE,familiar,NA
2056,5676,Hijo/a,FALSE,FALSE,familiar,NA
3051,5676,Hijo/a,FALSE,FALSE,familiar,NA
195,5682,Padre/Madre,FALSE,FALSE,familiar,NA
195,5682,Hijo/a,FALSE,FALSE,familiar,NA
1725,5682,Hijo/a,FALSE,FALSE,familiar,NA
4174,5682,Padre/Madre,FALSE,FALSE,familiar,NA
4174,5682,Hijo/a,FALSE,FALSE,familiar,NA
4370,5682,Cónyuge,FALSE,FALSE,familiar,NA
5295,5682,Padre/Madre,FALSE,FALSE,familiar,NA
5295,5682,Hijo/a,FALSE,FALSE,familiar,NA
195,5683,Hijo/a,FALSE,FALSE,familiar,NA
1725,5683,Padre/Madre,FALSE,FALSE,familiar,NA
1725,5683,Hijo/a,FALSE,FALSE,familiar,NA
4174,5683,Hijo/a,FALSE,FALSE,familiar,NA
4370,5683,Cónyuge,FALSE,FALSE,familiar,NA
5295,5683,Hijo/a,FALSE,FALSE,familiar,NA
317,5685,Padre/Madre,FALSE,FALSE,familiar,NA
317,5685,Hijo/a,FALSE,FALSE,familiar,NA
4942,5685,Padre/Madre,FALSE,FALSE,familiar,NA
4942,5685,Hijo/a,FALSE,FALSE,familiar,NA
5237,5685,Cónyuge,FALSE,FALSE,familiar,NA
5248,5685,Cónyuge,FALSE,FALSE,familiar,NA
3040,5687,Padre/Madre,FALSE,FALSE,familiar,NA
3040,5687,Hijo/a,FALSE,FALSE,familiar,NA
3523,5687,Cónyuge,FALSE,FALSE,familiar,NA
3523,5687,Hijo/a,FALSE,FALSE,familiar,NA
2740,5689,Padre/Madre,FALSE,FALSE,familiar,NA
2740,5689,Hijo/a,FALSE,FALSE,familiar,NA
2741,5689,Hijo/a,FALSE,FALSE,familiar,NA
4731,5689,Padre/Madre,FALSE,FALSE,familiar,NA
4731,5689,Hijo/a,FALSE,FALSE,familiar,NA
777,5719,Hijo/a,FALSE,FALSE,familiar,NA
777,5719,Padre/Madre,FALSE,FALSE,familiar,NA
2735,5719,Cónyuge,FALSE,FALSE,familiar,NA
2828,5719,Hijo/a,FALSE,FALSE,familiar,NA
2828,5719,Padre/Madre,FALSE,FALSE,familiar,NA
3943,5720,Hijo/a,FALSE,FALSE,familiar,NA
3943,5720,Padre/Madre,FALSE,FALSE,familiar,NA
5719,5720,Hijo/a,FALSE,FALSE,familiar,NA
5719,5720,Padre/Madre,FALSE,FALSE,familiar,NA
148,5812,Pareja,FALSE,TRUE,familiar,NA
148,5812,Cónyuge,FALSE,TRUE,familiar,NA
149,5812,Pareja,FALSE,FALSE,familiar,NA
149,5812,Cónyuge,FALSE,FALSE,familiar,NA
3838,5812,Padre/Madre,FALSE,FALSE,familiar,NA
3838,5812,Hijo/a,FALSE,FALSE,familiar,NA
499,5837,Pareja,FALSE,TRUE,familiar,NA
2008,5837,Pareja,FALSE,FALSE,familiar,NA
2604,5847,Cónyuge,FALSE,FALSE,familiar,NA
5418,5847,Cónyuge,FALSE,FALSE,familiar,NA
1154,5869,Hijo/a,FALSE,FALSE,familiar,NA
1154,5869,Padre/Madre,FALSE,FALSE,familiar,NA
1155,5869,Padre/Madre,FALSE,FALSE,familiar,NA
3435,5869,Padre/Madre,FALSE,FALSE,familiar,NA
3833,5869,Cónyuge,FALSE,FALSE,familiar,NA
3834,5869,Cónyuge,FALSE,FALSE,familiar,NA
2754,5890,Pareja,FALSE,FALSE,familiar,NA
5418,5905,Padre/Madre,FALSE,FALSE,familiar,NA
5418,5905,Hijo/a,FALSE,FALSE,familiar,NA
5847,5905,Padre/Madre,FALSE,FALSE,familiar,NA
5847,5905,Hijo/a,FALSE,FALSE,familiar,NA
5890,5905,Hijo/a,FALSE,FALSE,familiar,NA
5890,5905,Padre/Madre,FALSE,FALSE,familiar,NA
3623,5906,Hijo/a,FALSE,FALSE,familiar,NA
3623,5906,Padre/Madre,FALSE,FALSE,familiar,NA
